	E2F4	EGR1	ELF1	EPAS1	FOXO1	GATA2	GFI1B	HCFC1	HDAC2	IKZF1	IRF8	IRF9	JUN	MAPK1	MEIS1	MYB	MYC	MYCN	NDN	NFAT5	NFATC2	NFE2	NR3C2	NUPR1	PLAG1	RARB	RB1	REL	RELB	RUNX1T1	SATB1	SPI1	STAT2	YBX1	ABL1	BTG2	CBFB	CENPK	CREB5	CTR9	DDX20	ERCC8	GTF2F1	GTF2H1	HDAC11	HDAC7	HLF	HMGB2	IRF6	IRF7	JARID2	MAML3	MAPK12	MCM2	MCM3	MCM4	MCM5	MCM6	MCM7	MECOM	MIS18BP1	NFKBIA	ORC2	PA2G4	PBX1	PHF10	POLR1B	POLR2B	RNF4	RORC	RUVBL2	SMARCA2	SNRPB	SPO11	SRSF1	TRPS1	VDR	XPC	XRCC6	ZBTB16	ZDHHC6	ZFP36
IRF8	0.135158393941039	0.0558047232388881	0.15505760232994	0.0601641870142137	0.0807287686293794	0.301204699450132	0.127294240710405	0.181110291080627	0.147453896209746	0.180821105252146	1	0.0727232945357784	0.0544224619958236	0.106639895013195	0.394398978938543	0.129560561809308	0.193026965736762	0.316262060393403	0.202974273424913	0.162984161197207	0.138305105274202	0.254158037560511	0.0783936743637242	0.117004090414824	0.101732315834445	0.0548274203223067	0.135872124866716	0.0934890484471883	0.0417860298483624	0.1011099643738	0.305121709575671	0.262772859968066	0.0689031112407066	0.363232455454335	0.139522594844467	0.189491627812422	0.184779122355015	0.265630307645554	0.114935070902388	0.224965616983557	0.166519443842963	0.0904360644303622	0.238301598274633	0.130686412017053	0.0975449280438953	0.0390649597871044	0.48260640959304	0.351782048133584	0.15044253006221	0.154949552149499	0.115018737302647	0.142526980655108	0.102274269451486	0.355911469591251	0.31171592640504	0.304622089241222	0.41061897960669	0.260413838439399	0.36292505823028	0.332977229255328	0.259162657040681	0.0663477424504609	0.196338913541259	0.235429723444437	0.208078380152928	0.174201441846887	0.160426548605125	0.152039489990031	0.172078215229607	0.060159460210271	0.210609609750811	0.121045182479078	0.193135264462611	0.105366526125746	0.17053065242164	0.236900920317823	0.0114693710819527	0.157358175442875	0.141640345942068	0.0166710126299338	0.177288665340941	0.0214279153715364
IRF9	0.0300877062924882	0.064399394072566	0.0185581588675035	0.0690888698606109	0.0581731635634152	0.0834547719922594	0.110514967092849	0.0354749675601095	0.0357951791787315	0.0459768691306254	0.0727232945357784	1	0.0874471195415296	0.043484474585265	0.107592922966111	0.0998428739385297	0.0798960287169962	0.0658472826594859	0.0842185831026021	0.060593940086227	0.0800868028168138	0.0419000423167938	0.067843909310376	0.0113670201902547	0.0224785220870435	0.10828365252581	0.0492075836596054	0.026650653423439	0.0546995459746477	0.0698210549877181	0.0350290388463281	0.00620554022873265	0.158670115991727	0.149129871025297	0.0155427396392218	0.0118482029544337	0.0853146129618647	0.135338617285562	0.0672430045071554	0.0110575267538721	0.0935861693820027	0.0304191207595214	0.0357516923426446	0.0956786342720794	0.0622522436111685	0.0222693041741725	0.178680982122286	0.134157367937585	0.0602585618681902	0.237692443628574	0.0492885998020508	0.046267074957427	0.0637957383158906	0.134741650432369	0.137564533975167	0.0978637548872393	0.13251681069766	0.103966586415506	0.106721357301895	0.17925863103387	0.0912734675037492	0.126226507648198	0.0168685633584767	0.12055843559139	0.0670174372946536	0.00267848856612453	0.0833554439861948	0.0269943167377062	0.0233479891164538	0.0306030342756812	0.0718410727713091	0.062638732800955	0.0258502165801994	0.0398714065548452	0.0376782777336233	0.075604339533338	0.0136041684660833	0.0111696997987069	0.0156846207580216	0.0998619869624002	0.048265504655787	0.0881956858224057
JUN	0.00279991703598269	0.41415803631376	0.0502445978975593	0.0192068415802813	0.139633009048266	0.126105815555546	0.106542917255006	0.07049862566907	0.0775188806697661	0.0539727837451141	0.0544224619958236	0.0874471195415296	1	0.0292904686988602	0.222140857786483	0.0849004283951516	0.119702149069517	0.153820438620142	0.132894818650565	0.0425008894396618	0.0746876598000196	0.099409089779787	0.0539291530868206	0.0678699665164254	0.0014965781160194	0.0661953787153161	0.0531826293939379	0.0132376748607305	0.0848282520333089	0.0957657826079687	0.070645792104433	0.0908837510991712	0.00695122188358468	0.193559979144504	0.0132608207315833	0.209113892555551	0.0659866172312794	0.152658710096278	0.0975293222258384	0.0593856096703618	0.0892150962543223	0.111914579538474	0.0524214556164543	0.0790392980595078	0.135585520952074	0.0491696960496079	0.168105346442963	0.159818492364853	0.0745515047708466	0.0290989420121765	0.0314867553817544	0.0359171390229262	0.0929072269264781	0.104385262221528	0.128253630038556	0.0893835424087599	0.130680206480267	0.0814458987822379	0.147771463566997	0.205511420743348	0.11420804096193	0.0505357751979078	0.0602927497841429	0.0829571933422703	0.115675850494935	0.0820308794565409	0.0994394010989067	0.104132155301451	0.0519403225192242	0.077910822434122	0.0413820249216282	0.083679357945586	0.0687111837047166	0.05690681501882	0.120447710921627	0.019310362461059	0.0428730115635554	0.0153493020319435	0.0105227629260994	0.0333138228685138	0.0460450513958956	0.447432420076108
MAPK1	0.102119248311526	0.0891149895864973	0.0896880463142292	0.0378805832512194	0.0703377336387379	0.0472471198961451	0.054051656005982	0.127078906504547	0.127624754173275	0.0720922024752946	0.106639895013195	0.043484474585265	0.0292904686988602	1	0.0673778525173564	0.136522251151642	0.145811156221694	0.131061531965971	0.0497407126268782	0.0325877921392159	0.0524609493917248	0.0372565141216101	0.0253939789027158	0.00395558378976077	0.0371833797482792	0.038123623756863	0.0327745287124012	0.0260075518243571	0.00367148423241071	0.0539477170864631	0.0154126355394846	0.10464735487113	0.00419730662353979	0.18255182378168	0.0398336899205767	0.0214830252162253	0.090314667348856	0.167180642159788	0.0350362712386548	0.125264286228001	0.057960281039024	0.0639512056115031	0.143547203371336	0.0196797249506715	0.112195665172992	0.000551653259235883	0.147133985482323	0.205509484814531	0.0449202957457583	0.0363838280001612	0.000683669024108402	0.0658772426776536	0.0467338133473299	0.162969213159498	0.183974350616684	0.182948528309812	0.193718327717104	0.210576286414974	0.144900300807217	0.0883660024029028	0.0955093877915761	0.0358918556483186	0.0426416299900311	0.152107120793785	0.035574160859334	0.0220178274601991	0.0471954109355923	0.0767746832936875	0.118388776260855	0.0243203315561268	0.162317386579436	0.0837115963141081	0.133216462830686	0.0361450598571631	0.113170966350001	0.0462818295262217	0.0486214400968297	0.0924446024265209	0.109331013727502	0.0149241126498914	0.0867095229954634	0.0429863358694297
MEIS1	0.110579533467198	0.20770051360076	0.0842172535124288	0.0324433955996154	0.0763080999571639	0.237154641040758	0.153874733656418	0.144639622204011	0.132950547625506	0.137335471907333	0.394398978938543	0.107592922966111	0.222140857786483	0.0673778525173564	1	0.14763144311715	0.0790313793190389	0.317970103091153	0.277339216380555	0.214149402698592	0.100073174459791	0.322855756172049	0.0717264890528823	0.0951011864505106	0.104857010716657	0.0512323883181166	0.123491428853117	0.115442589332457	0.0662868907611908	0.154962939212879	0.140372257649237	0.205049930603782	0.0940294241024911	0.322745931873722	0.0972094875900132	0.0611689556159631	0.12319585476639	0.265080150133565	0.0742442452344785	0.143736478016812	0.103697660944253	0.134092240317718	0.22963690323293	0.0990251756735378	0.176792641830481	0.036365727004262	0.497098709725236	0.379080681694863	0.176121882086938	0.182795437811822	0.0865323732001822	0.0267143320091896	0.0829114827898958	0.240710946570497	0.210908415684247	0.188731028360936	0.301503250434048	0.141009343884126	0.257293233696524	0.381753188120148	0.240285033660208	0.0645956566335529	0.144824215620124	0.173870498437694	0.215184992371397	0.145726748292178	0.147830351283583	0.134965889525992	0.0972046578347865	0.0824124088361925	0.157966063753744	0.183804544523601	0.0915798238870065	0.104700367703338	0.161377799388938	0.137712322527708	0.119618470984556	0.061351648165079	0.0671544082987133	0.109907149903633	0.109848623133789	0.178561956297812
MYB	0.155950817925833	0.0664394186533026	0.0884818198265062	0.139989880401823	0.136913756967837	0.0321868870407433	0.0208106066401126	0.203361133845584	0.177938271654786	0.113066510658839	0.129560561809308	0.0998428739385297	0.0849004283951516	0.136522251151642	0.14763144311715	1	0.284719187756382	0.180072800472777	0.238477754131507	0.0810335081468846	0.113143913220358	0.000344706981636526	0.0615117397639966	0.133510339440719	0.0505557886517893	0.108637060854702	0.00994526879337795	0.0551506072732313	0.0833082918948529	0.171247925508265	0.147818357345825	0.202806219382732	0.0669664116828216	0.332613600435537	0.123015581429918	0.0761574750559187	0.15748704292271	0.185168980820898	0.155970550518743	0.103874916693704	0.144888515973098	0.106958539841365	0.126691669681221	0.0787796144841901	0.0977029091573639	0.0612760910054807	0.242702082322426	0.286503031924848	0.162772731142527	0.13420526125493	0.105823675061318	0.109836852397058	0.0829580022817494	0.212584393131218	0.172687384314708	0.199652820140861	0.225224027405123	0.188504923687151	0.265098018938247	0.273675421471271	0.170026999895737	0.0702928976922822	0.140785168592556	0.162580909909535	0.107952330244242	0.102136339483734	0.121378108148387	0.09887724875923	0.134212815130671	0.0831795727875542	0.185144115414214	0.0440205069376799	0.129474662977946	0.00909645729563906	0.254945267734926	0.0861296528254752	0.0706606380110559	0.143975486308069	0.128116629504988	0.122985458635817	0.172470013690037	0.152489080681149
MYC	0.210593671311774	0.0635762914330205	0.174845918492285	0.0970372841748317	0.177336099513678	0.0858559971447782	0.0297486305423652	0.0687977301499597	0.183676450502545	0.0916319498519832	0.193026965736762	0.0798960287169962	0.119702149069517	0.145811156221694	0.0790313793190389	0.284719187756382	1	0.125000168455232	0.196965897131679	0.0526813053415087	0.102445111482941	0.0541767092286745	0.146953256090085	0.115996872538927	0.0461052080608094	0.126803042632826	0.0859391581880779	0.0755567751616078	0.0838169303211657	0.201253113731625	0.198873942866283	0.234939571814731	0.0443172455191105	0.406202997967537	0.0879624849486361	0.0181380712059193	0.177067690735056	0.160019783527856	0.0629549134374861	0.142779732945089	0.120211073466721	0.0912947712314295	0.189523107437794	0.0968601704453099	0.0762900620644081	0.0953231543165263	0.165669665098264	0.236727335205105	0.161803374040982	0.102766519196674	0.130030907469718	0.133856821191984	0.0400793439053882	0.333380799550586	0.316732697085405	0.275859050262487	0.335441943977392	0.317760630912927	0.323625025227768	0.24297731030903	0.0686899338705622	0.124038481655227	0.115347430394959	0.327848686799991	0.124656574115748	0.0943981134075302	0.219349062526188	0.0574286328796042	0.153039042017743	0.104453913028291	0.2479414634907	0.026589332597675	0.256385055224811	0.0657787393846016	0.260384512497456	0.103529850562008	0.0511539064385173	0.176174478268214	0.220522648877548	0.00404196968717726	0.21416068856877	0.158148482193657
MYCN	0.108185781932487	0.139670592499113	0.0790490207513761	0.0803503910944601	0.131828569025001	0.155310552837556	0.129774647642878	0.172493828819387	0.0895515963185066	0.125610424185017	0.316262060393403	0.0658472826594859	0.153820438620142	0.131061531965971	0.317970103091153	0.180072800472777	0.125000168455232	1	0.249389078686411	0.15858130471566	0.153344959685382	0.188322157316822	0.0260434817472666	0.180610502862838	0.12871173093083	0.0841677555663176	0.119006042305503	0.107968568502003	0.106927301518849	0.215240145467383	0.16492265077046	0.189091916711063	0.129255594349959	0.304361859859444	0.0673234882983998	0.100580022856123	0.156621298549545	0.242797882818441	0.099403182670528	0.157938873906129	0.11096555099386	0.139321595966473	0.141416641356431	0.0658483434817545	0.177253175284601	0.0825853541416798	0.398197270839938	0.363659572614429	0.146118979299749	0.17542434068928	0.112579363733647	0.154936518817883	0.0908236200109098	0.205914837796416	0.182793701737805	0.245251356957863	0.280711671980543	0.20622087450769	0.24832964327526	0.363278934282067	0.194716409901146	0.0821127290734923	0.124425014625803	0.141675812668828	0.227182913693079	0.0580121600426599	0.110072391879481	0.10278777770873	0.106088504270525	0.10756312923402	0.171405465184669	0.070637865675457	0.0750057915609735	0.111346150357518	0.111166472563786	0.123581789845554	0.112572320645367	0.10489597956342	0.0756790541029238	0.0955297638635216	0.101528235276678	0.17036238448863
NDN	0.111891665083493	0.122064117267832	0.166795594891714	0.0960547544146291	0.0826894115835427	0.207613808701804	0.0314108416291196	0.157785871100623	0.0785074477482068	0.109903504521406	0.202974273424913	0.0842185831026021	0.132894818650565	0.0497407126268782	0.277339216380555	0.238477754131507	0.196965897131679	0.249389078686411	1	0.110708473211582	0.132768645147019	0.132202615909919	0.114998587564781	0.166832954941966	0.100286943791151	0.110508099666975	0.0798222939571021	0.0683019711351316	0.0429982591762996	0.246592064337377	0.198515585048966	0.110478257928938	0.088538773515617	0.278759020366505	0.0708213940165289	0.105290104858278	0.191771218634256	0.207524999998742	0.119357871808081	0.16654811007817	0.0597805744756227	0.103468834885583	0.0934063953867428	0.0449131709410351	0.0991177673572242	0.0254517341062186	0.315662156242166	0.31625476239686	0.174832609632038	0.105024383427762	0.127531623478909	0.121492255680173	0.0880601412888868	0.154124660360698	0.136908508657982	0.139553148971767	0.234737045062328	0.119068144215001	0.192069315565087	0.340187038069269	0.170718921458943	0.14904238880745	0.133586122968873	0.115157884355863	0.173235456836414	0.0893029947124693	0.0989032416046322	0.0658036737023332	0.064515162500765	0.151415211152158	0.101335587540021	0.129441852783844	0.0592613388787232	0.0871767005201567	0.126944015763406	0.113369168906096	0.191666533716593	0.111525589497082	0.102226050696436	0.0834076352175503	0.0740832229219238	0.13957794251502
NFAT5	0.0605956801573195	0.0388376259335218	0.0721330798524226	0.0668907524837988	0.0622748735297376	0.13706088320378	0.0962804631876752	0.110582284432097	0.0408039553643475	0.0224551049179256	0.162984161197207	0.060593940086227	0.0425008894396618	0.0325877921392159	0.214149402698592	0.0810335081468846	0.0526813053415087	0.15858130471566	0.110708473211582	1	0.050835068311831	0.128613628418884	0.0464727014408732	0.0267001539121702	0.0956335056248867	0.0696831780004926	0.0534014500792552	0.00230047522124066	0.0130311483239838	0.0735326881894372	0.0610707628369871	0.103453637864079	0.065483196577921	0.195693942842035	0.021290790998649	0.0674498868452755	0.0772922401195707	0.109640495152357	0.0919797219300035	0.114184277325163	0.0678035683266662	0.0345482194516194	0.112112708435186	0.0169545448869488	0.087033341163431	0.0533222914769852	0.253530552833177	0.15005426454359	0.136010423360815	0.127174944059232	0.0540847424921313	0.0237581796621958	0.0476419467090522	0.128186549370402	0.138650972920669	0.0961033861857152	0.164165457397338	0.10123733646374	0.162341850472352	0.172493534545947	0.0829125049786711	0.100070437412008	0.073112229219812	0.118266666982509	0.106605107160221	0.0704464752294917	0.0464638090894653	0.0979942657810852	0.045061863406322	0.0389937237466021	0.0842071394008409	0.113778159314874	0.0790694411626574	0.0337517652413133	0.0759589166340876	0.0510879144328093	0.0783414794329068	0.0392371544419662	0.0695113976291947	0.0349040019037958	0.0765946931787343	0.0771734852459145
NFATC2	0.0768182354012256	0.0594170003187921	0.0910175046829219	0.0137056518670794	0.112632723661362	0.0566875348772135	0.0149221856477944	0.107512074611041	0.0760209097045028	0.0323977875034987	0.138305105274202	0.0800868028168138	0.0746876598000196	0.0524609493917248	0.100073174459791	0.113143913220358	0.102445111482941	0.153344959685382	0.132768645147019	0.050835068311831	1	0.0388265728470552	0.048488497729195	0.0502719679571309	0.0441712749264067	0.0609006353944744	0.0026092132915383	0.0294626092959609	0.0910381949805256	0.031732933866387	0.0202576945611482	0.106697947495801	0.0790412494565039	0.204778381312962	0.0353225166870983	0.0268946309456682	0.0648630005657607	0.131355874219877	0.0952113526590534	0.0347184417415628	0.0658343336067008	0.0566835009249636	0.0910049196873906	0.116394509236545	0.0996156922256304	0.0642644895348197	0.214981276362267	0.18765249774052	0.0884824484357996	0.123948637995093	0.0296582802724886	0.00331680727960983	0.0564630407342687	0.153457034392656	0.152244574747894	0.152402967942609	0.172717130563848	0.0761897789338278	0.0986772492439838	0.136598098804749	0.114967469283477	0.0181022616406808	0.088225664735428	0.110199958648965	0.0800869816900867	1.85114678059784e-05	0.0748847553204064	0.0691645920159521	0.0784589132523947	0.0967740343445496	0.113108542121142	0.0659447362319388	0.0914919074364304	0.0159732390361049	0.0760152868223992	0.0478638723110467	0.0893707947456016	0.0273203920366035	0.037764749478136	0.0503064862511308	0.104596558151954	0.109253128902719
NFE2	0.0432562985696977	0.0876160131703532	0.0617057763809439	0.0241324517661129	0.038254482582356	0.23650802024535	0.0945118096719322	0.0883939232655809	0.0155441629352041	0.140731032759339	0.254158037560511	0.0419000423167938	0.099409089779787	0.0372565141216101	0.322855756172049	0.000344706981636526	0.0541767092286745	0.188322157316822	0.132202615909919	0.128613628418884	0.0388265728470552	1	0.0266539530924132	0.065206894022237	0.0553064679983978	0.0043152833822476	0.0329091968739619	0.0558138816452023	0.00533288534506514	0.0211947245173956	0.119439835341595	0.0703224628648217	0.0722825073559141	0.130525611876229	0.100903016345614	0.0911309070605437	0.166986665079422	0.206717896446952	0.0665493363840142	0.0491775637420603	0.0389252940067769	0.0593329635360186	0.131392492865835	0.0492636167238832	0.119543489894501	0.0709478089633066	0.3549586708978	0.211085133205454	0.0595120018135715	0.0954915409665797	0.0434892921790689	0.0710739348319096	0.0104468836601714	0.12078355755523	0.130345061342625	0.112150415214559	0.170304454769595	0.0738705152652177	0.134880738777762	0.231006814898755	0.147484665150168	0.137008239188928	0.0872147429318388	0.0546590145807971	0.113027904203924	0.0648970283085468	0.0358656408959431	0.0738177032295408	0.0131455699775462	0.0182134872251395	0.0328001514396084	0.131768126018489	0.0186811826851799	0.0427608494945189	0.081765483858767	0.129603727680471	0.0868053597271872	0.0261374472857192	0.0205310203657418	0.127707160735544	0.048153507398173	0.0709222409549067
NR3C2	0.0733977179992992	0.0677021133184813	0.127916240769547	0.135877541977416	0.0634922351761076	0.0117977462085978	0.0162352619976893	0.0655794701968091	0.0515341121300848	0.0126469271140689	0.0783936743637242	0.067843909310376	0.0539291530868206	0.0253939789027158	0.0717264890528823	0.0615117397639966	0.146953256090085	0.0260434817472666	0.114998587564781	0.0464727014408732	0.048488497729195	0.0266539530924132	1	0.0396114325384088	0.00540996315182953	0.0106592213637254	0.0293088272890206	0.0252667190230442	0.0681456516415052	0.0690393262011802	0.0743942261796	0.0785546342398221	0.01244157638324	0.144243565740185	0.0219639600142967	0.00236857051900019	0.0883837538738036	0.110413768746694	0.0426898475844925	0.071295988722518	0.00945761838184619	0.0405718182642459	0.131582119068749	0.047418298089308	0.108540005494306	0.0797888198679416	0.109086090889086	0.107633903915184	0.0850043985501542	0.0572888742943732	0.0718517214449031	0.0333027271134742	0.170771136713474	0.127373885493834	0.122880541673705	0.060604095717629	0.124244828854647	0.0419397617241799	0.139908960117148	0.111949420675914	0.0990957974692442	0.0719071044773155	0.0200610154152021	0.107039083436109	0.0191920767153148	0.0129291862315317	0.0544198670896677	0.0399744928563598	0.046719170290554	0.0171630487232277	0.0695716900423507	0.0780461897731149	0.131540329998634	0.0463189758953149	0.125153961815925	0.0176885807148228	0.0575342859183834	0.0414453569291463	0.0696671838051902	0.0147703272313442	0.0975602675819411	0.0720111033659908
NUPR1	0.0546682496934339	0.080184970659708	0.0525551474721997	0.105209232598917	0.101523361066159	0.124121167225554	0.133769055258286	0.078721495886761	0.00480374644200509	0.0675745069963289	0.117004090414824	0.0113670201902547	0.0678699665164254	0.00395558378976077	0.0951011864505106	0.133510339440719	0.115996872538927	0.180610502862838	0.166832954941966	0.0267001539121702	0.0502719679571309	0.065206894022237	0.0396114325384088	1	0.0247665529831202	0.0907752798917106	0.0349165782994338	0.0946847880955442	0.0956641945199686	0.16999048056767	0.129667082276103	0.111075468018634	0.00307195676779326	0.134336336806533	0.0285932547825648	0.0818417909639546	0.0976075194248344	0.0552355813591792	0.0165318804018793	0.0437012528560137	0.0227870024601042	0.0472555043977158	0.0295587672204427	0.0194045125902644	0.0957531249383119	0.0469770174285866	0.104206815748575	0.145796231862167	0.1264824620741	0.00888700751003986	0.0154894858338449	0.0575908943887638	0.00948415819688521	0.0866223907451338	0.0256282017762408	0.0678158438799892	0.0895580697691624	0.0215592716252095	0.126025281381494	0.18948994140054	0.0701381584250031	0.0689353456749298	0.0393146991978231	0.0612898426361344	0.122042350878752	0.0270946151586651	0.0301006238449092	0.0206334604063332	0.00661490966471664	0.187000276641698	0.0638127372655121	0.0382987728670796	0.0419908286391176	0.0578026338077621	0.0400982702911036	0.0696646334023245	0.130239370192613	0.0751990213596436	0.142231253414818	0.0612396347865849	0.00967553129093393	0.0713325566362753
PLAG1	0.0225190934236129	0.0324659807118521	0.0891309118157429	0.00538212370256086	0.0550301624031255	0.0467954696731474	0.0536553812068632	0.100542495854423	0.0222998259064447	0.038159039830107	0.101732315834445	0.0224785220870435	0.0014965781160194	0.0371833797482792	0.104857010716657	0.0505557886517893	0.0461052080608094	0.12871173093083	0.100286943791151	0.0956335056248867	0.0441712749264067	0.0553064679983978	0.00540996315182953	0.0247665529831202	1	0.0017052631375977	0.0133327857894234	0.00609330877578135	0.0362494819174572	0.0510710111785498	0.0748404892891833	0.0723443501403013	0.112893245048934	0.12950991111858	0.0720885065893741	0.0645642072193856	0.0588517777444626	0.0921963881079852	0.0140953188300145	0.0532800289782747	0.0778071973201043	0.0392490834112504	0.0967771061610884	0.0525808463587346	0.00592978236700166	0.0197264730281716	0.147601608603826	0.121702774570005	0.0191112023141225	0.00994994206284931	0.0205071176316483	0.0856077627179243	0.0413635751587806	0.09453391635232	0.093727452383167	0.0577957031084245	0.0782082163600301	0.0888632277185486	0.0704634773451393	0.130450356936252	0.0636104531144878	0.0625375527208943	0.0223374906677863	0.0722743694010419	0.117400555708659	0.0108054979452612	0.107894609857044	0.0799008568378077	0.0980499471832382	0.00178137033143032	0.041035392926152	0.0462232164768454	0.101275504101523	0.0373227431601725	0.0700787507258799	0.0601500948144705	0.0421265111296331	0.0821534198299228	0.0792101173933811	0.00809950817890086	0.0531303039027411	0.0209732554908256
RARB	0.0320615428410127	0.0725938313554217	0.018928602719832	0.144429649817056	0.101194826923685	0.0627971929206779	0.0347543486115221	0.0566051759550999	0.0344025842262679	0.0833094342285685	0.0548274203223067	0.10828365252581	0.0661953787153161	0.038123623756863	0.0512323883181166	0.108637060854702	0.126803042632826	0.0841677555663176	0.110508099666975	0.0696831780004926	0.0609006353944744	0.0043152833822476	0.0106592213637254	0.0907752798917106	0.0017052631375977	1	0.0146438396370083	0.0233484537064206	0.0527567402818414	0.152084093513428	0.0790193783042907	0.105302974363101	0.0307150719402648	0.131268653528981	0.0162944025091417	0.0428430681798354	0.0425350421623852	0.0826793404428792	0.00672942142597595	0.0257490215242588	0.0134126791233711	0.0482319787933521	0.0170328841308971	0.0145241366615229	0.0647195862529873	0.0275396984934405	0.0926368211706943	0.152158676082447	0.00281723530411388	0.0556795704670044	0.00913702318020884	0.0812104787843725	0.0935970677548548	0.0909442442070463	0.0759397592024279	0.0982355978699525	0.108765676844652	0.11045478858108	0.121035945638295	0.175936352549032	0.0732815669123455	0.0512233693029509	0.00554964874813304	0.0372569042477587	0.0346423780962236	0.0920980010125028	0.051678230972544	0.0294263924257491	0.0486413497154263	0.0515769608439167	0.0631534517712792	0.0888294705176597	0.0943746084556469	0.0231636467907998	0.0847529067629322	0.00357929399934016	0.0740883183158603	0.0612170348246125	0.0467283163430663	0.0209367712714317	0.0316150223470051	0.100929033792313
RB1	0.0738870112513584	0.00212420971299156	0.0266469222873139	0.0303167242595927	0.00913242205016665	0.0453416361434734	0.0823813386591194	0.0292212208924836	0.0533384436680809	0.0718263059905353	0.135872124866716	0.0492075836596054	0.0531826293939379	0.0327745287124012	0.123491428853117	0.00994526879337795	0.0859391581880779	0.119006042305503	0.0798222939571021	0.0534014500792552	0.0026092132915383	0.0329091968739619	0.0293088272890206	0.0349165782994338	0.0133327857894234	0.0146438396370083	1	0.00970985202639236	0.0492660772686427	0.0512124174823373	0.0423910462531384	0.0096420490527433	0.00756978925466053	0.156819407224408	0.0248053265516697	0.0553105669119186	0.0544838626742236	0.12699911446721	0.0339595491061046	0.114914327127657	0.0208408379868121	0.0635639651726249	0.0605843868519156	0.0386063873547526	0.0291778022018928	0.0345660191460475	0.169851796015044	0.143429277501995	0.0560918025263591	0.00895719517039918	0.0541474420757178	0.0465126280890151	0.0359523333821703	0.149630395035144	0.088198892901428	0.146793663709442	0.167542601865488	0.121737401765259	0.169400400523726	0.101919163757692	0.152490131863653	0.044138347781121	0.0822884391480344	0.11197139863898	0.0437916053710252	0.0511650606100231	0.0679235039890825	0.0157679550075127	0.0571791529813582	0.0499827965892945	0.119018845275901	0.0854408095626988	0.0466225731349938	0.0350638411795022	0.0912428829048986	0.0736511899550096	0.0485834054306918	0.0130510840037475	0.0712535688688334	0.0246483720103922	0.0277459230397285	0.037117935805602
REL	0.0369194878322074	0.0143612963693217	0.0231156344259359	0.0618976641985301	0.0399468015189059	0.0877177073810351	0.0812729490812089	0.106380080660827	0.00350528984518696	0.05505558813983	0.0934890484471883	0.026650653423439	0.0132376748607305	0.0260075518243571	0.115442589332457	0.0551506072732313	0.0755567751616078	0.107968568502003	0.0683019711351316	0.00230047522124066	0.0294626092959609	0.0558138816452023	0.0252667190230442	0.0946847880955442	0.00609330877578135	0.0233484537064206	0.00970985202639236	1	0.033470672712563	0.105787736499026	0.0774444107982022	0.047528331607211	0.0271164871735469	0.0790953831006642	0.0270634498409863	0.118204844989014	0.0711105489962269	0.0708159585590537	0.0899322070332416	0.00296974694896567	0.0154310276245575	0.018275034675135	0.143792083075732	0.0720127526457628	0.0234555768450641	0.0195364468800713	0.0797518063361353	0.10276567435373	0.0373407511989104	0.0809342376155301	0.0369416835753582	0.0945130530900737	0.0111792335676364	0.0282459293402147	0.0797320835960877	0.0583507947625815	0.0602971513299426	0.00359701029735616	0.0487520565074531	0.106789797992094	0.0157252570267632	0.00483802190975529	0.0692529096215227	0.00706848580626187	0.138638624635343	0.0422836566316955	0.026541111458119	0.0549745816824481	0.0309301080799914	0.0318245897954897	0.0828235796772333	0.0284616951784372	0.0116640877080924	0.00756341097051659	0.00203068239348668	0.0749869314808928	0.0311736202862058	0.0501082892043439	0.0659590136488609	0.00543413139768561	0.0438474052309519	0.0300142493927774
RELB	0.0662623281709166	0.0471535795556424	0.0309247383303102	0.0385297127106836	0.0718330604726058	0.0371449188173002	0.00584939808431503	0.0639974280600446	0.0416669825820496	0.0610132971006353	0.0417860298483624	0.0546995459746477	0.0848282520333089	0.00367148423241071	0.0662868907611908	0.0833082918948529	0.0838169303211657	0.106927301518849	0.0429982591762996	0.0130311483239838	0.0910381949805256	0.00533288534506514	0.0681456516415052	0.0956641945199686	0.0362494819174572	0.0527567402818414	0.0492660772686427	0.033470672712563	1	0.0638398834211591	0.0581091933803066	0.00465305608852125	0.0182528430259286	0.157098802194298	0.0266370700694502	0.00112424203489933	0.072885190832675	0.133081484417209	0.0114984893909438	0.0489013011654751	0.0439327329836479	0.0510037860056712	0.0536899958528574	0.0236190110961382	0.118374911737848	0.0391375399197061	0.12500700231237	0.123253949826656	0.03951896151503	0.0525002212666905	0.0633523906947612	0.0482023662756785	0.0158017453387996	0.0825018660082262	0.00431310159508012	0.0820777605927258	0.0999750199785257	0.106471751978485	0.125276846115152	0.0478765424954581	0.097858973406476	0.0862002809090358	0.00931276786741568	0.0807225393159687	0.00831217398327097	0.0581918781543539	0.0328049938908192	0.0108287454829011	0.0529301910971828	0.0476753584890513	0.0846864982223984	0.0264074557249146	0.0704276484171784	0.0299634523965836	0.0929314536171971	0.0542720330405814	0.00818390479514766	0.0114096788339182	0.0255257749026276	0.0149607646494748	0.0545501941209062	0.0797928881028198
