,TF,index
549,TAF9,996
550,GTF2A1L,997
551,FUBP3,998
552,MEF2C,1002
553,BCLAF1,1003
554,TRP53BP1,1004
555,POLR2B,1006
556,GATA3,1007
557,SKIL,1008
558,RARA,1009
559,KLF10,1010
560,TCEA3,1012
561,BTF3,1014
562,SIX1,1015
563,HDAC7,1017
564,RUNX1,1018
565,ZFP219,1020
566,FIZ1,1021
567,CUX1,1022
568,DAZAP2,1023
569,EP400,1025
570,MEIS3,1026
571,RUVBL1,1027
572,FOXJ2,1028
573,ZMYM2,1029
574,E2F1,1031
575,ID4,1033
576,ELL2,1034
577,APEX1,1037
578,PRDM5,1038
579,TGFB1I1,1039
580,BRCA2,1040
581,TCERG1,1043
582,ATF1,1044
583,ASH2L,1045
584,TCEA1,1048
585,MYCN,1049
586,HDAC3,1050
587,NCOA3,1051
588,DDX58,1054
589,SMAD2,1056
590,THRAP3,1058
591,NFATC1,1059
592,ARID3B,1060
593,NCOA6,1061
594,TET1,1062
595,GATA4,1063
596,ZEB1,1064
597,NFIB,1067
598,TCOF1,1068
599,RERE,1069
600,GNRH1,1070
601,RBPJ,1071
602,ZBTB7A,1072
603,DNMT3A,1073
604,PIAS1,1077
605,ELP2,1078
606,MYD88,1080
607,EBF4,1082
608,POLR2H,1085
609,POLR2A,1088
610,ERF,1095
611,CEBPZ,1097
612,TRIM28,1099
613,HIST1H1B,1101
614,PA2G4,1102
615,HDAC4,1103
616,ELK4,1105
617,NR0B1,1106
618,HOPX,1107
619,SMARCAD1,1108
620,ETV6,1109
621,SRSF3,1111
622,PLAG1,1113
623,STAT5B,1114
624,ZEB2,1116
625,RAPGEF3,1117
626,TOX4,1118
