,TF,index
123,EED,283
124,ZFP335,288
125,PEG3,290
126,NFE2L1,291
127,CBX8,296
128,PELP1,298
129,NFYA,302
130,TCF4,303
131,BTBD11,304
132,ANKRD6,306
133,ZBTB32,308
134,SKIL,309
135,PHF20,311
136,KDM5B,312
137,TRIM25,313
138,POLR2I,321
139,HSF2BP,329
140,GTF3C1,334
141,SUB1,336
142,NRIP1,338
143,DMRT1,340
144,GTF2A1L,343
145,CUX1,354
146,TAF1A,355
147,MEIS1,358
148,FOXH1,359
149,RB1,361
150,SND1,368
151,AGAP3,371
152,AATF,372
153,COPS2,373
154,CNOT6,376
155,SOS2,381
156,MAPK3,383
157,TCF20,386
158,RNF14,389
159,ZFP398,390
160,ID4,394
161,TRIM13,398
162,TET2,401
163,KHDRBS1,406
164,ZBTB20,407
165,IRF1,408
166,SIX5,411
167,DIDO1,414
168,RIF1,416
169,EP400,420
170,STAT5B,429
171,AKT1,434
172,SMAD3,436
173,PML,442
174,CCND1,443
175,VEZF1,444
176,CEBPZ,445
177,MBD2,446
178,POLR2A,447
179,CREB3L2,449
180,ID3,453
181,GNRH1,456
182,TRP53BP1,459
183,HOPX,461
184,PAX1,463
185,PBXIP1,465
186,DDX54,466
187,PAX6,475
188,TAF10,476
189,FUBP3,478
190,DDIT3,480
191,OVOL1,484
192,RFXAP,488
193,TRIM28,490
194,NCOA6,495
195,ZBTB43,499
196,ZEB2,504
197,JDP2,505
198,TOX3,507
199,SIN3B,508
200,PRDM1,509
201,FIZ1,510
202,HMGB2,511
203,EP300,516
204,DPPA2,518
205,PROX1,520
206,NFATC3,522
207,SMARCAD1,523
208,SFPQ,527
209,ZMYM2,529
210,CTNNBIP1,530
211,DDX5,531
212,PAWR,534
213,BMI1,537
214,NANOG,539
215,CHD4,543
216,RNF2,545
217,NFIC,546
218,ZFP277,549
219,SOX4,552
220,FOXJ2,558
221,MAPK13,559
222,MAFK,563
223,AIP,565
224,ATF2,567
225,POLR2E,569
226,TAF9,573
227,SMARCA2,574
228,TCF7L2,583
229,HDAC10,585
230,MYD88,586
231,HIST1H1D,594
232,NOTCH4,599
233,ZFP219,606
234,MLLT1,607
235,TRIB3,609
236,PHB2,610
237,RUNX3,611
238,POLR2B,615
239,PITX2,620
240,SMAD7,622
241,TCERG1,623
242,TFE3,626
243,ELK4,630
244,SSB,634
245,GLI1,635
246,FOXO3,636
247,HMGXB4,637
248,YBX1,638
249,ELK1,640
250,TEAD1,641
251,KPNA2,642
252,BTG1,643
253,JARID2,644
254,MYBBP1A,645
255,TEAD3,647
256,ELF2,648
257,DAZAP2,653
258,SRF,657
259,ETV5,658
260,SMARCA5,659
261,TRIP11,664
262,ZMYND11,667
263,ANKS1,669
264,KRBA1,670
265,PHF2,671
266,TRIP6,677
267,TRRAP,683
268,ABT1,693
269,GRHL1,694
270,PARP1,695
271,BMP6,696
272,PAX8,697
273,PHF12,699
274,BRCA2,700
275,ELP2,705
276,NFYB,706
277,DDB2,708
278,MAPK11,711
279,YAF2,713
280,HIST1H1B,716
281,TGFB1I1,725
282,BTAF1,731
283,SIX1,733
284,SMARCD1,734
285,KLF4,735
286,MCM5,739
287,TFAP2C,741
288,POU2F1,743
289,HSBP1,746
290,HNF4A,747
291,POLR3D,749
292,RYBP,756
293,HIF3A,758
294,MTF2,760
295,ZSCAN10,761
296,HSPB1,762
297,POU4F2,763
298,ZDHHC15,768
299,TBPL1,771
300,ERCC3,774
301,RFX5,776
302,ZFP57,780
303,BRCA1,782
304,TEAD4,783
305,XRCC5,784
306,CTNNBL1,789
307,CIC,790
308,IRF6,791
309,UTF1,792
310,PLAG1,794
311,TAX1BP3,795
312,POU4F1,798
313,TET1,799
314,ZFP462,801
315,NACC1,805
316,CNOT8,806
317,CDC5L,808
318,GTF3C5,811
319,HMGA1,818
320,CTCF,820
321,TRPS1,822
322,BARX1,826
323,GTF2I,827
324,BCLAF1,835
325,KLF9,838
326,RELA,841
327,ELF1,847
328,MATR3,852
329,SOX15,853
330,POLR1B,854
331,SIRT3,858
332,MTA3,861
333,KLF13,862
334,GBX2,869
335,ELL2,870
336,RHOX6,872
337,NFE2L2,873
338,TSHZ3,874
339,PLAGL2,876
340,DTX1,877
341,RCOR2,879
342,DCP1A,882
343,ARL6IP5,884
344,ATF3,888
345,EYA1,890
346,MEF2D,893
347,ZBTB38,894
348,HIF1A,898
349,GLIS2,901
350,TAF1,902
351,CREBZF,908
352,SMURF2,909
353,FOXA2,910
354,GATA4,911
355,RBFOX2,914
356,RAD51,915
357,SOX2,916
358,NOTCH1,918
359,RUVBL1,919
360,NFATC2IP,922
361,SSBP4,925
362,NR5A2,926
363,ZFPM1,930
364,PRDM5,931
365,BMP4,932
366,BARD1,933
367,XAB2,935
368,BIN1,937
369,TBX3,940
370,PITX1,942
371,USF1,945
372,H1F0,946
373,ZFP281,947
374,UBP1,948
375,SOX17,949
376,EGR1,951
377,ZFP296,953
378,PRRX2,957
379,KLF6,959
380,TTF2,963
381,FOXP1,966
382,COIL,967
383,MCM2,973
384,HDAC4,976
385,TRP53,979
386,CSF1,980
387,ESRRB,988
388,NDN,990
389,HDAC1,998
390,BACH2,999
391,NME2,1004
392,NFXL1,1012
393,ZIC3,1015
394,SPEN,1017
395,FOXJ3,1020
396,TOPORS,1021
397,BRD7,1023
398,ESPL1,1032
399,LHX2,1034
400,KANK2,1036
401,MITF,1037
402,PATZ1,1040
403,SCMH1,1041
404,ATF4,1047
405,BRPF1,1052
406,NAA15,1054
407,ZFP236,1060
408,FHL2,1062
409,ZFHX3,1063
410,CREB3,1066
411,MEF2C,1070
412,CRABP2,1073
413,ABTB1,1075
414,SRRT,1079
415,DDX58,1084
416,ANKRD54,1087
417,ETV3,1093
418,HNRNPAB,1094
419,ZBTB39,1096
420,PCBP2,1097
421,ZFP275,1101
422,POU5F1,1102
423,DNMT1,1103
424,SOX7,1104
425,DPPA4,1107
426,CHD7,1109
427,PHC1,1110
428,ARNTL,1114
429,DAB2,1115
430,LDB1,1116
431,FXR1,1119
432,GATAD2B,1120
433,XBP1,1123
434,FXR2,1127
435,POU6F1,1128
436,ZFAND3,1130
437,EZH1,1131
438,ETS1,1133
439,ETV4,1134
440,FUS,1136
441,ILF2,1141
442,MEIS3,1145
443,NR3C1,1148
444,ARID5B,1151
445,RERE,1152
446,EZH2,1154
447,MSX2,1155
448,CENPB,1156
449,NR1D1,1160
450,AIRE,1161
451,ZDHHC16,1164
452,ELL3,1168
453,SMAD4,1169
454,ZEB1,1171
455,FOXD3,1172
456,IKBKB,1174
457,MCM4,1175
458,TCOF1,1176
459,DDX21,1178
460,CALCOCO1,1180
461,NPAS2,1182
462,PER1,1183
463,HDAC3,1184
464,TNFAIP3,1185
465,IRF4,1187
466,ELAVL2,1188
467,MSC,1196
468,PCBD1,1198
469,DNAJC2,1200
470,ARID3B,1201
471,HIST1H2BB,1202
472,TFCP2L1,1204
473,MIS18BP1,1209
474,ZFP768,1210
475,BCL3,1214
476,NOTCH2,1221
477,ZHX3,1223
478,TULP3,1224
479,NFATC4,1226
480,SALL1,1227
481,ETV1,1228
482,RARA,1231
483,ECD,1232
484,ARNT2,1233
485,RBMXL2,1236
486,KLF3,1243
487,EBF4,1247
488,MCM7,1249
489,MLXIP,1250
490,POLR1E,1252
491,SERTAD2,1253
492,MYBL2,1259
493,YEATS4,1260
494,E2F6,1261
495,TOX4,1263
496,RBBP4,1264
497,YEATS2,1265
498,CBX4,1268
499,NR4A1,1282
500,NR2C1,1285
501,KLF10,1287
502,MXD4,1288
503,MED31,1291
504,ZFP148,1293
505,WBP11,1294
506,POLR2J,1295
507,EMX2,1296
508,ETV6,1298
509,ASH1L,1301
510,MED21,1302
511,ZFP91,1303
512,E2F1,1307
513,SREBF1,1309
514,CBX6,1312
515,ZBTB3,1313
516,SNAI1,1315
517,GABBR1,1316
518,SMARCA4,1317
519,GTF2H4,1318
520,DDX20,1319
521,NSD1,1320
522,CBX7,1323
523,KNTC1,1326
524,RUNX1,1327
525,ESRRA,1328
526,XRCC6,1332
527,PIAS3,1333
528,SALL4,1345
529,PHF1,1346
530,SIRT1,1348
531,KLF8,1352
532,TAF6,1353
533,RAD54B,1355
534,APBB1,1357
535,PKNOX2,1358
536,DR1,1359
537,HDAC2,1363
538,ATF5,1368
539,HDAC5,1371
540,TFEB,1373
541,TCF12,1377
542,GATA3,1378
543,NR1H2,1379
544,RNF19A,1382
545,SMURF1,1384
546,PDCD11,1387
547,HNRNPD,1388
548,MAML3,1398
549,SAP30,1400
550,HNF1B,1401
551,HNRNPK,1411
552,MED15,1412
553,HMGXB3,1413
554,HES6,1414
555,NR1D2,1415
556,ZFP36L1,1416
557,CRAMP1L,1421
558,HTT,1426
559,ATF7,1427
560,DNMT3A,1429
561,POLR2H,1433
562,PREB,1434
563,MEF2A,1435
564,ANKRD49,1436
565,ATF1,1439
566,CNOT3,1442
567,MLXIPL,1446
568,NR2F6,1447
569,BTG2,1448
570,BAZ1A,1452
571,RFX2,1454
572,NR0B1,1458
573,ING1,1459
574,RBBP7,1460
575,RNF6,1468
576,SNAPC3,1469
577,ERCC8,1471
578,INTS12,1472
579,NFATC1,1473
580,CITED2,1476
581,CNOT7,1480
582,PHF14,1482
583,HMGA2,1484
584,CITED1,1485
585,JUN,1486
586,SMARCB1,1487
587,GRIN1,1488
588,CHD5,1490
589,PRDM14,1499
590,PIAS2,1500
591,HSF2,1501
592,JUND,1506
593,PAPOLA,1507
594,SMAD2,1512
595,GLI2,1517
596,NFIL3,1520
597,POLR2K,1523
598,DDB1,1527
599,KEAP1,1528
600,TWIST1,1535
601,MYC,1536
602,ARID1A,1537
603,TSG101,1539
604,ING3,1541
605,HDAC11,1543
606,HOXD13,1546
607,MED4,1550
608,ZBTB24,1552
609,TAF6L,1556
610,BRWD1,1558
611,SATB2,1559
612,CNOT2,1561
613,PLRG1,1563
614,HEXIM1,1565
615,ELF3,1567
616,ORC2,1570
617,ZFP423,1572
618,WWTR1,1573
619,ZFP592,1583
620,TBL1X,1584
621,ZBTB10,1587
622,TLE1,1588
623,HIVEP2,1593
624,PA2G4,1599
625,EWSR1,1602
626,SIRT2,1604
627,NUPR1,1607
