	MCM6	MCM3	ORC2	MCM5	MCM4	MCM2	MCM7	RAD51	KLF6	JUN	BTG2	POLR2B	TCF19	ELL2	ZFP143	GTF2E1	GTF2F1	SNAPC3	AFF4	SNRPB	YBX1	XAB2	PWP1	PA2G4	POLR1B	REXO4	SPI1	GATA2	EBF1	GATA1	IKZF1	TLR4	ID2	MYB	GFI1	STAT3	NFATC1	IRF8	RUNX1T1	PML	ESR1	CTR9	TAF12	GTF2H1	TAF1	PHB2	MAPK9	XRCC5	XRCC3	XRCC6	ERCC8	XPC	EPOR	CENPK	AHCTF1	MEF2C	RNF4	RNF19A	HMGB2	BUB3	VHL	MIS18BP1	TCF12	TTF1	NOTCH1	E2F4	RB1	SMAD2	MYC	CBFB	KLF1	GFI1B	FEM1B	HNF4A	PPARGC1A	FOXO1	MAPK1	ETS1	RARB	HDAC2	HDAC9	SMARCA2	HDAC10	JARID2	CBX7	MECOM	BMI1	HDAC7	HDAC11	DDX20	POLR3F	FOS	PGR	CNOT7	EGR1	ZFP36	NR4A1	E2F6	RUVBL2	E2F8	HCFC1	DDX58	MYCN	NFKBIA	REL	RELB	MAPK12	CREB5	SPO11	DEK	THRB	DCP1A	ELP3	ELP2	ABL1	H1F0	HIST1H1C	RUNX2	TOX4	SALL2	MED16	VDR	HCLS1	PHF10	EPAS1	TSC22D3	RORA	BLZF1	ZEB2	MEIS1	GTF3C3	IFI204	RORC	ZZZ3	PRDM16	NCOA6	PBX1	IRF1	TRIB3	PRDM5	NFE2	NFE2L2	NDN	BATF2	TOPORS	HOXA9	NR3C2	EYA2	EYA1	AHR	APBB1	NFATC2	BTAF1	NRF1	HNRNPAB	TRPS1
XRCC5	0.266975349969038	0.235218768070193	0.145064713296415	0.245677990694676	0.266975349969038	0.172292196901579	0.27104779935001	0.256073759865792	0.176242048633814	0.135718821291499	0.106790139987615	0.132235920981457	0.064018439966448	0.0967867836991654	0.102657886624373	0.0772091436482183	0.139699689056778	0.147844254190915	0.128036879932896	0.135803619063778	0.165024590496112	0.117494699089209	0.154418287296437	0.248577288479952	0.167639626868134	0.198353881472186	0.0399361531915436	0.0702693668861158	0.132235920981457	0.0931605141066805	0.166324785964779	0.0774249125187863	0.0724866093357736	0.115813715472327	0.140257374663655	0.093117730860288	0.0788012522564099	0.14734393379094	0.136877182165831	0.157635680495613	0.0891810200761778	0.0784062560233975	0.0800926049907115	0.171096477707289	0.14734393379094	0.104541674697863	0.101753394221264	1	0.225990882428321	0.763150456659477	0.160185209981423	0.298949332381878	0.0467524582212184	0.121466449526837	0.133487674984519	0.0783064389797154	0.126294800392234	0.0603571640283457	0.254383485553159	0.096027659949672	0.106533123634265	0.193573567398331	0.131748862527318	0.184805317738643	0.0522708373489317	0.113169682553148	0.0828394310128791	0.127253772403664	0.1204469648756	0.143149583578467	0.128036879932896	0.150892910070864	0.120714328056691	0.1190718797146	0.0945615027076918	0.121965287147507	0.134900797985176	0.133606278006569	0.136678087977298	0.106790139987615	0.124621947719179	0.197216242290232	0.19020681374619	0.133730159607598	0.155267523511134	0.119976007197601	0.167183463772606	0.114980512454568	0.193022859120546	0.248973301616926	0.161955266035783	0.173720573208491	0.0914549142377828	0.124621947719179	0.11116714294075	0.110321753158974	0.110883190643186	0.088121024316907	0.258098089864441	0.0951034068730948	0.103851623099316	0.263808270507198	0.113169682553148	0.128036879932896	0.136487772608154	0.170715839910528	0.139699689056778	0.0661179604907286	0.217770263323122	0.128036879932896	0.0965114295602729	0.0858897501470802	0.104541674697863	0.115813715472327	0.11240301006286	0.139699689056778	0.150892910070864	0.134870249796834	0.145180175548748	0.136877182165831	0.0772091436482183	0.0967867836991655	0.113169682553148	0.100440392190365	0.0724285968340148	0.114519666862774	0.0896437464955599	0.147844254190915	0.0905357460425185	0.0951034068730948	0.0522708373489317	0.290360351097496	0.078101764558456	0.124214018808907	0.15805215593872	0.0878325750182118	0.108642895251022	0.151024064298207	0.142655110309642	0.186882744978327	0.147844254190915	0.139740771160021	0.137976614945482	0.0772091436482183	0.111441799672998	0.0935049164424369	0.135116001384382	0.163785327129784	0.181824391349504	0.107375295819872	0.156812512046795	0.154418287296437	0.156812512046795	0.136877182165831	0.204859007892634	0.160185209981423
XRCC3	0.204465205027383	0.280224269158903	0.136557748399784	0.250872603002127	0.204465205027383	0.14303970797043	0.264197974633739	0.392232270276368	0.224960635332924	0.0831530749926064	0.12267912301643	0.15191090506255	0.098058067569092	0.14824986333222	0.104828483672192	0.177393718796725	0.128388147753274	0.169841555121689	0.130744090092123	0.138675049056307	0.273009453115974	0.179968508266339	0.0591312395989083	0.108785658644084	0.171184197004365	0.15191090506255	0.327218646015269	0.0861061697819235	0.15191090506255	0.0713477241231741	0.141534629268074	0.0338837073785849	0.0666173387526491	0.118262479197817	0.107417231105915	0.0891436977900837	0.120701137396317	0.128965176043832	0.104828483672192	0.100605454573192	0.0780571392250965	0.0800640769025436	0.0817860820109531	0.209656967344384	0.16120647005479	0.0800640769025436	0.155857300039839	0.225990882428321	1	0.233785950059759	0.12267912301643	0.281787981470539	0	0.0620173672946042	0.163572164021906	0.0856737314234579	0.128965176043832	0.0462250163521024	0.155857300039839	0.098058067569092	0.0815892439830632	0.14824986333222	0.134534558799262	0.169841555121689	0.0533760512683624	0.138675049056307	0.063443240165672	0.086629616364842	0.0922452704756137	0.131558702896054	0.11766968108291	0.138675049056307	0.18490006540841	0.113990188146888	0.0965609099170535	0.133440128170906	0.150276151353069	0.116941069240937	0.119629720910916	0.0817860820109531	0.0954427144463667	0.137308759095272	0.25492496425523	0.136557748399784	0.142695448246348	0.0918845837747533	0.166924465222397	0.105670493051452	0.118262479197817	0.242681335848538	0.0620173672946042	0.118262479197817	0.0840497722020789	0.0636284762975778	0.097300851082104	0.0965609099170535	0.169841555121689	0.134976381199754	0.22237479499833	0.145671408145846	0.0954427144463667	0.134693114610091	0.10400628679223	0.0840497722020789	0.125436301501064	0.163430112615153	0.256776295506548	0.101273936708367	0.14824986333222	0.147087101353638	0.0591312395989083	0.0877058019307029	0.120096115353815	0.236524958395633	0.187821258343517	0.128388147753274	0.0924500327042049	0.137721944641467	0.14824986333222	0.104828483672192	0.118262479197817	0.14824986333222	0.138675049056307	0.0769230769230769	0.0832050294337844	0.0877058019307029	0.0823852554571635	0.11322770341446	0.110940039245046	0.109253556109384	0.0800640769025436	0.185312329165275	0.0897222906831869	0.142695448246348	0.151306883167201	0.134534558799262	0.110940039245046	0.086747239794936	0.109253556109384	0.12267912301643	0.150970271219279	0.118912873538624	0.176117488419087	0.118262479197817	0.136557748399784	0.107417231105915	0.118262479197817	0.209060502501773	0.126592420885458	0.082234228280746	0.106752102536725	0.177393718796725	0.0800640769025436	0.209656967344384	0.156892908110547	0.12267912301643
XRCC6	0.276184088333054	0.243332131696144	0.0774249125187863	0.254152122626207	0.276184088333054	0.165822779387697	0.28039700806402	0.248349816949696	0.212707993911967	0.168480178858653	0.110473635333221	0.102597835208515	0.0662266178532522	0.100125234864352	0.176998081351197	0.0798723063830872	0.173421993904824	0.152943822580375	0.132453235706504	0.0936585811581694	0.0836242010007091	0.121547425092553	0.119808459574631	0.146943671674129	0.173421993904824	0.205195670417031	0.110656667034498	0.101770419803951	0.205195670417031	0.144560827395728	0.229415733870562	0.0800955177350543	0.0899842541331695	0.139776536170403	0.145095250022002	0.120412032460459	0.130430930145205	0.195976600339204	0.141598465080958	0.122304737248655	0.118616305942459	0.108147614087175	0.138092044166527	0.176998081351197	0.174201422523737	0.0901230117393125	0.105263157894737	0.763150456659477	0.233785950059759	1	0.193328861833138	0.285471640841884	0.0241825416703337	0.167541563316678	0.138092044166527	0.104152436419188	0.174201422523737	0.0624390541054463	0.298245614035088	0.0993399267798783	0.110207753755597	0.200250469728704	0.204439882690915	0.191179778225468	0.0630861082175188	0.163902517026796	0.0999795980820074	0.160897142478827	0.137061675205444	0.177704663327728	0.185434529989106	0.156097635263616	0.124878108210893	0.153973758948597	0.0978231976089037	0.1441968187829	0.126867190722283	0.197449625919697	0.161591432649355	0.138092044166527	0.150407264907739	0.241113116432351	0.196767587177313	0.115285743977679	0.128498513240647	0.144800040662221	0.265395521078815	0.118946517017452	0.159744612766174	0.234146452895423	0.167541563316678	0.239616919149262	0.113531344891289	0.128920512778062	0.147859217427043	0.0815193313407531	0.172061800402921	0.121547425092553	0.283688165448997	0.147575690382985	0.150407264907739	0.218326213841689	0.163902517026796	0.132453235706504	0.197673873153717	0.198679853559757	0.14451832825402	0.136797113611354	0.200250469728704	0.16556654463313	0.119808459574631	0.148087219439773	0.108147614087175	0.119808459574631	0.116280109244926	0.14451832825402	0.156097635263616	0.186029743883145	0.100125234864352	0.176998081351197	0.119808459574631	0.11681277400841	0.140487871737254	0.129881083366533	0.112390297389803	0.118469775551818	0.12983013961742	0.114707866935281	0.112390297389803	0.147575690382985	0.0540738070435875	0.275344395876967	0.100994645405847	0.128498513240647	0.204379779828322	0.159008797648489	0.149853729853071	0.195291641716127	0.12297974198582	0.193328861833138	0.152943822580375	0.160623141550809	0.166525123824432	0.0798723063830872	0.138342892773215	0.145095250022002	0.159744612766174	0.169434748417471	0.22229530961845	0.152733590422471	0.162221421130763	0.199680765957718	0.162221421130763	0.212397697621437	0.185434529989106	0.165710452999832
ERCC8	0.0869565217391304	0.0425628265379374	0.0707106781186548	0.0444554224474387	0.0869565217391304	0.0368855556781659	0.120385853085769	0.130321508785672	0.047836487323494	0.0884099347405071	0.130434782608696	0.0538381902058166	0.104257207028537	0.0788110406239101	0.111455642515071	0.0628694613461932	0.136504726557987	0.0601929265428846	0.139009609371383	0.0737209780774486	0.223606797749979	0.191345949293976	0.0628694613461932	0.057831493196624	0.091003151038658	0.107676380411633	0.0784615442649073	0.0457748607123174	0.107676380411633	0.0505721737424174	0.0902893898143269	0.036025803716501	0.0708288246974828	0.0628694613461932	0.114208048144032	0.0568675674701113	0.0513327002339345	0.0685591170191061	0.167183463772606	0.10696563746014	0.103739798340817	0.0851256530758749	0.0869565217391304	0.167183463772606	0.0685591170191061	0.113500870767833	0.0828552264999161	0.160185209981423	0.12267912301643	0.193328861833138	1	0.224701765881942	0.038069349381344	0.131876094679157	0.0869565217391304	0.0546539668301897	0.171397792547765	0.147441956154897	0.0828552264999161	0.0521286035142687	0.0867472397949361	0.15762208124782	0.0715198539852152	0.120385853085769	0.0283752176919583	0.0737209780774486	0.0449693750413288	0.0690796948587756	0.0980769303311342	0.186500961648063	0.0834057656228299	0.147441956154897	0.147441956154897	0.0727179248345579	0.0513327002339345	0.0851256530758749	0.0998602933156765	0.0621669872160209	0.095394450112334	0.0652173913043478	0.101476513723761	0.0583957162473784	0.116160463899355	0.0725954008640628	0.101144347484835	0.0651289609025836	0.274397736228014	0.0749005886273138	0.125738922692386	0.0737209780774486	0.0659380473395787	0.0943041920192897	0.0893633203101749	0.0676510091491739	0.0258630300055936	0.0769990503509018	0.0601929265428846	0.047836487323494	0.131351734373183	0.0387201546331183	0.101476513723761	0.0286416575063102	0.0737209780774486	0.1191510937469	0.0889108448948774	0.104257207028537	0.045501575519329	0.0538381902058166	0.0788110406239101	0.0521286035142687	0.0628694613461932	0.0466252404120157	0.0425628265379374	0.0628694613461932	0.0998475714488415	0.045501575519329	0.0982946374365981	0.073214298684507	0.0788110406239101	0.111455642515071	0.0628694613461932	0.0788110406239101	0.110581467116173	0.12267912301643	0.0884651736929383	0.186500961648063	0.0583957162473784	0.120385853085769	0.0294883912309794	0.0774403092662366	0	0.118216560935865	0.0635963000748893	0.0505721737424174	0.0643489452087787	0.107279780977823	0.0589767824619589	0.0614875461901346	0.0774403092662366	0.0434782608695652	0.0802572353905128	0.101144347484835	0.112350882940971	0.0628694613461932	0.217786202592188	0.0761386987626881	0.0943041920192897	0.222277112237194	0.16151457061745	0.0655747495481961	0.17025130615175	0.0943041920192897	0	0.111455642515071	0.125108648434245	0.130434782608696
XPC	0.224701765881942	0.21997067253203	0.421637021355784	0.229751874320245	0.224701765881942	0.152145154862546	0.276520451928113	0.269407953040162	0.288429975200615	0.152304991509027	0.149801177254628	0.13912166872805	0.0898026510133875	0.135768846660426	0.144004608221196	0.162459108322165	0.195965450417405	0.207390338946085	0.179605302026775	0.158750158750238	0.127342907993403	0.206021410857582	0.162459108322165	0.149440644416015	0.274351630584367	0.231869447880084	0.350311365414165	0.118285458403163	0.231869447880084	0.13068205256071	0.181466546577824	0.0465466048463804	0.122017775217313	0.162459108322165	0.131165167156791	0.146949792567361	0.154755190899884	0.177161578607248	0.144004608221196	0.14741692143935	0.125099768552877	0.109985336266015	0.187251471568285	0.288009216442392	0.177161578607248	0.122205929184461	0.166525123824432	0.298949332381878	0.281787981470539	0.285471640841884	0.224701765881942	1	0.0655825835783953	0.170388550274119	0.187251471568285	0.141229692880762	0.177161578607248	0.0846667513334604	0.237893034034903	0.134703976520081	0.149440644416015	0.271537693320852	0.215614386271794	0.259237923682606	0.0977647433475689	0.158750158750238	0.0968366889979414	0.138838613157653	0.135166764551141	0.200804832225625	0.179605302026775	0.254000254000381	0.211666878333651	0.187908230398348	0.176863075314153	0.171088300858246	0.154827611321696	0.187417843410583	0.164337310699433	0.112350882940971	0.145679136687016	0.17604840918975	0.233463071087775	0.156326349870181	0.217803420934516	0.140248178363304	0.154303349962092	0.129032258064516	0.216612144429553	0.190500190500286	0.0567961834247065	0.216612144429553	0.153947401737236	0.0874074820122098	0.111386479838528	0.132647306485615	0.207390338946085	0.123612846514549	0.181025128880568	0.166759336491268	0.17481496402442	0.123353427872862	0.190500190500286	0.179605302026775	0.191459895266871	0.179605302026775	0.156772360333924	0.13912166872805	0.169711058325533	0.179605302026775	0.0812295541610824	0.120482899335375	0.146647115021353	0.216612144429553	0.143340635928415	0.156772360333924	0.169333502666921	0.147148474142049	0.135768846660426	0.144004608221196	0.216612144429553	0.135768846660426	0.254000254000381	0.105670493051452	0.127000127000191	0.1606438657805	0.150898636448357	0.155542754209564	0.152400152400229	0.133407469193014	0.0733235575106767	0.271537693320852	0.136947758916194	0.174242736747613	0.221709598189477	0.215614386271794	0.127000127000191	0.132406785333094	0.100055601894761	0.149801177254628	0.172825282455071	0.196023078841064	0.193548387096774	0.108306072214776	0.187591619844217	0.131165167156791	0.162459108322165	0.229751874320245	0.162308613516059	0.13179426029667	0.171088300858246	0.216612144429553	0.146647115021353	0.24000768036866	0.251447422837485	0.149801177254628
EPOR	0.0761386987626881	0	0.14213381090374	0	0.038069349381344	0.051434449987364	0.0351364184463153	0.0456435464587638	0.0418853908291695	0.096764124964523	0.0761386987626881	0	0	0	0.0487950036474267	0	0.0398409536444798	0	0.0608580619450185	0.0322748612183951	0.100503781525921	0	0	0	0.0796819072889596	0.0471404520791032	0.227507877596645	0.0400802408028101	0.0471404520791032	0.0442807442770048	0.0790569415042095	0.141948067022215	0.0620173672946042	0.027524094128159	0.0333333333333333	0.0995859195463938	0.0449466574975495	0.0300150112593832	0.0975900072948533	0.0561951486949016	0.127167673414733	0.0372677996249965	0.038069349381344	0	0.0300150112593832	0.149071198499986	0.0725476250110012	0.0467524582212184	0	0.0241825416703337	0.038069349381344	0.0655825835783953	1	0.0577350269189626	0.038069349381344	0.0638063227222696	0.0600300225187664	0.086066296582387	0.0483650833406674	0	0.0506369683541833	0.0690065559342354	0.0626224291085149	0.052704627669473	0.149071198499986	0.0322748612183951	0.0393749615479079	0.0604858378909134	0.0343502693286363	0.0408248290463863	0.0365148371670111	0.086066296582387	0.0430331482911935	0.0212238179989004	0.0449466574975495	0.0248451997499977	0.1049246125174	0.0816496580927726	0.0278423023194852	0.038069349381344	0.0592348877759092	0.0511309992564914	0	0.0317820863081864	0.0442807442770048	0.0570265948512201	0.0702728368926307	0.0327912917891977	0.110096376512636	0.0322748612183951	0	0.055048188256318	0.10432810619146	0.0888523316638639	0	0.0224733287487747	0.052704627669473	0	0.0690065559342354	0.0339031751810405	0.0592348877759092	0.100313972515104	0.0322748612183951	0.0782460796435952	0.0389249472080761	0.0608580619450185	0	0.0471404520791032	0.0345032779671177	0	0.082572282384477	0.0408248290463863	0	0	0.0437130189471936	0	0.0430331482911935	0.0641060764756032	0	0	0	0.0230021853114118	0.0968245836551854	0.0358057437019716	0.0774596669241483	0.0816496580927726	0.0255654996282457	0.105409255338946	0	0.135612700724162	0	0.103509833901353	0.0556846046389705	0	0.0281718084909506	0.0939336436627724	0.0516397779494322	0.0269190951029083	0.0339031751810405	0	0.0702728368926307	0.0664211164155071	0.0327912917891977	0	0.0635641726163728	0.0333333333333333	0.110096376512636	0.0389249472080761	0.0235702260395516	0.0382779501175476	0.0993807989999907	0.027524094128159	0	0.0487950036474267	0.0365148371670111	0.038069349381344
CENPK	0.197814142018736	0.129099444873581	0.130012741873086	0.134839972492648	0.197814142018736	0.227155425212127	0.182574185835055	0.118585412256314	0.145095250022002	0.100560228473099	0.131876094679157	0.0816496580927726	0.158113883008419	0.119522860933439	0.253546276418555	0.0953462589245592	0.207019667802706	0.0912870929175277	0.210818510677892	0.111803398874989	0.207390338946085	0.0725476250110012	0.190692517849118	0.0877058019307029	0.207019667802706	0.0816496580927726	0.188982236504614	0.104131520175093	0.244948974278318	0.115044748327106	0.136930639376292	0.0546358364708153	0.0716114874039433	0.143019388386839	0.115470053837925	0.0862439361864103	0.116774841624228	0.155962573473011	0.169030850945703	0.064888568452305	0.0943975163291329	0.193649167310371	0.197814142018736	0.0845154254728517	0.103975048982007	0.086066296582387	0.0837707816583391	0.121466449526837	0.0620173672946042	0.167541563316678	0.131876094679157	0.170388550274119	0.0577350269189626	1	0.263752189358315	0.0828868445993306	0.155962573473011	0.074535599249993	0.167541563316678	0.395284707521047	0.0877058019307029	0.478091443733757	0.162697843363992	0.182574185835055	0.0645497224367903	0.167705098312484	0.102299150920571	0.104764544365437	0.0892446175963094	0.212132034355964	0.189736659610103	0.149071198499986	0.149071198499986	0.110282193314071	0.116774841624228	0.129099444873581	0.0605782532815383	0.14142135623731	0.144672846651124	0.098907071009368	0.102597835208515	0.132842232831014	0.0587220219514703	0.110096376512636	0.230089496654211	0.148159439497438	0.3079201435678	0.113592366849413	0.190692517849118	0.111803398874989	0.1	0.143019388386839	0.135526185435788	0.153896752812773	0.0784464540552736	0.0778498944161523	0.136930639376292	0.0725476250110012	0.119522860933439	0.117444043902941	0.153896752812773	0.0868744485526139	0.167705098312484	0.135526185435788	0.202259958738973	0.158113883008419	0.0690065559342354	0.163299316185545	0.179284291400159	0.158113883008419	0.143019388386839	0.0707106781186547	0.0645497224367903	0.0953462589245592	0.0504754465125069	0.138013111868471	0.223606797749979	0.111034981529641	0.119522860933439	0.169030850945703	0.0953462589245592	0.119522860933439	0.167705098312484	0.248069469178417	0.134164078649987	0.282842712474619	0.132842232831014	0.182574185835055	0.134164078649987	0.176166065854411	0	0.119522860933439	0.0964485644340824	0.076696498884737	0.0975900072948533	0.108465228909328	0.134164078649987	0.139875721236047	0.117444043902941	0.131876094679157	0.121716123890037	0.115044748327106	0.170388550274119	0.0953462589245592	0.110096376512636	0.173205080756888	0.143019388386839	0.134839972492648	0.122474487139159	0.0994490316197694	0.129099444873581	0.143019388386839	0	0.253546276418555	0.126491106406735	0.131876094679157
AHCTF1	0.217391304347826	0.255376959227625	0.103486736760844	0.266732534684632	0.217391304347826	0.0692635644809415	0.200643088476282	0.156385810542806	0.191345949293976	0.0884099347405071	0.0869565217391304	0.16151457061745	0.104257207028537	0.15762208124782	0.111455642515071	0.125738922692386	0.136504726557987	0.240771706171538	0.139009609371383	0.110581467116173	0.05643326479831	0.095672974646988	0.125738922692386	0.115662986393248	0.182006302077316	0.107676380411633	0.0869565217391304	0.0915497214246348	0.215352760823266	0.075858260613626	0.210675242900096	0.0180129018582505	0.0944384329299771	0.0943041920192897	0.19034674690672	0.0947792791168522	0.153998100701804	0.137118234038212	0.167183463772606	0.128358764952167	0.0829918386726536	0.0851256530758749	0.0869565217391304	0.111455642515071	0.171397792547765	0.0851256530758749	0.0552368176666107	0.133487674984519	0.163572164021906	0.138092044166527	0.0869565217391304	0.187251471568285	0.038069349381344	0.263752189358315	1	0.0910899447169828	0.171397792547765	0.0491473187182991	0.165710452999832	0.364900224599881	0.115662986393248	0.47286624374346	0.214559561955645	0.180578779628654	0.0567504353839166	0.221162934232346	0.134908125123986	0.115132824764626	0.0980769303311342	0.139875721236047	0.16681153124566	0.245736593591495	0.147441956154897	0.12119654139093	0.102665400467869	0.113500870767833	0.0798882346525412	0.124333974432042	0.127192600149779	0.0869565217391304	0.0676510091491739	0.116791432494757	0.116160463899355	0.181488502160157	0.202288694969669	0.130257921805167	0.369274472937998	0.0749005886273138	0.125738922692386	0.184302445193621	0.0659380473395787	0.125738922692386	0.0893633203101749	0.101476513723761	0.129315150027968	0.128331750584836	0.180578779628654	0.191345949293976	0.0788110406239101	0.154880618532473	0.135302018298348	0.0572833150126205	0.110581467116173	0.0595755468734499	0.133366267342316	0.173762011714229	0.182006302077316	0.107676380411633	0.15762208124782	0.156385810542806	0.0943041920192897	0.0932504808240314	0.0851256530758749	0.188608384038579	0.0832063095407013	0.273009453115974	0.147441956154897	0.146428597369014	0.23643312187173	0.111455642515071	0.125738922692386	0.15762208124782	0.0737209780774486	0.204465205027383	0.147441956154897	0.0932504808240314	0.116791432494757	0.180578779628654	0.147441956154897	0.193600773165592	0.17025130615175	0.197027601559775	0.158990750187223	0.151716521227252	0.128697890417557	0.0715198539852152	0.147441956154897	0.122975092380269	0.0774403092662366	0.173913043478261	0.160514470781026	0.126430434356043	0.149801177254628	0.125738922692386	0.108893101296094	0.152277397525376	0.125738922692386	0.133366267342316	0.134595475514541	0.0874329993975949	0.0567504353839166	0.157173653365483	0.0851256530758749	0.167183463772606	0.16681153124566	0.173913043478261
MEF2C	0.0728719557735862	0.0713376375006422	0.186352203822751	0.0745097323051745	0.0728719557735862	0.310344827586207	0.100886654461064	0.0873704056661038	0.240529748813495	0.231531111953414	0.127525922603776	0.0902357669589883	0.0436852028330519	0.0990687280025739	0.186805784997722	0.0790295054660748	0.13346049915464	0.100886654461064	0.0873704056661038	0.0772252579019019	0.142695448246348	0.0601324372033737	0.0263431684886916	0.0484643811672656	0.0953289279675998	0.0676768252192412	0.108567458176987	0.210983254304656	0.270707300876965	0.233094795426971	0.226994972537393	0.0754765347851818	0.148391255699439	0.171230595176495	0.175467387486241	0.190626339635136	0.247354730520927	0.229817699391451	0.116753615623576	0.0896401448263206	0.147792565034562	0.124840865626124	0.145743911547172	0.0934028924988609	0.0861816372717943	0.0594480312505351	0.0810074505482575	0.0783064389797154	0.0856737314234579	0.104152436419188	0.0546539668301897	0.141229692880762	0.0638063227222696	0.0828868445993306	0.0910899447169828	1	0.10054524348376	0.0411868042143477	0.162014901096515	0.0436852028330519	0.109044857626348	0.0990687280025739	0.374597523876596	0.12610831807633	0.148620078126338	0.216230722125325	0.169585076499937	0.202617391861211	0.180820560556338	0.175829549662027	0.244637135865091	0.205934021071738	0.123560412643043	0.213288670450258	0.161318302513648	0.202123306251819	0.100422805316915	0.247463810635445	0.199857929301908	0.145743911547172	0.127560162347339	0.146811646785232	0.129794216214667	0.12167388334603	0.127142615687439	0.191029509028526	0.33166247903554	0.125537504782899	0.105372673954766	0.139005464223423	0.0276289481997769	0.263431684886916	0.13729635176102	0.0992134596034861	0.22757626663268	0.0967909815081887	0.226994972537393	0.220485603079037	0.0990687280025739	0.194691324322	0.184253567835046	0.0840087373630523	0.247120825286086	0.0998518921898329	0.242156629991817	0.189302545609892	0.0762631423740799	0.203030475657724	0.0660458186683826	0.0873704056661038	0.15805901093215	0.0586098498873423	0.0891720468758027	0.105372673954766	0.0976208447938263	0.0762631423740799	0.0823736084286954	0.286326110284259	0.0660458186683826	0.186805784997722	0.0790295054660748	0.187129819560417	0.108115361062663	0.102808477708149	0.271832907814695	0.0781464665164563	0.159045950684001	0.0756649908457977	0.111204371378739	0.194691324322	0.0356688187503211	0.198137456005148	0.186534067348447	0.0847617437916258	0.202223194227401	0.134855108595575	0.234764784021782	0.193230952821859	0.0811213851341668	0.182179889433966	0.201773308922127	0.211904359479064	0.203998445272211	0.184402179420841	0.0912554125095226	0.207370548847376	0.131715842443458	0.111764598457762	0.135353650438482	0.210654864307445	0.154564881251391	0.302946437619954	0.0713376375006422	0.233507231247152	0.139792649065766	0.200397878377362
RNF4	0.171397792547765	0.134231211042805	0.1187827741833	0.140199927446556	0.137118234038212	0.0796819072889596	0.126554399433667	0.164398987305357	0.226294285921414	0.139410062415097	0.102838675528659	0.212238179989004	0.0821994936526786	0.12427395320024	0.219687387581873	0.148704479128983	0.179374000833544	0.1898315991505	0.164398987305357	0.116247638743819	0.18166810487819	0.0754314286404714	0.049568159709661	0.0911921505175107	0.215248801000253	0.0848952719956018	0.130051217752471	0.144361065477016	0.297133451984606	0.15949044456578	0.213560549044312	0.0568076377322596	0.074458079104994	0.148704479128983	0.180090067556299	0.119562899858442	0.182125048166179	0.189189189189189	0.219687387581873	0.168669802080019	0.196299727682028	0.134231211042805	0.205677351057318	0.131812432549124	0.162162162162162	0.0894874740285366	0.108875889077336	0.126294800392234	0.128965176043832	0.174201422523737	0.171397792547765	0.177161578607248	0.0600300225187664	0.155962573473011	0.171397792547765	0.10054524348376	1	0.348742916231458	0.174201422523737	0.0821994936526786	0.113990188146888	0.18641092980036	0.19735935605211	0.1898315991505	0.0894874740285366	0.174371458115729	0.124093190990815	0.163393479479609	0.108257490669496	0.183803655523452	0.2301585822275	0.193746064573032	0.232495277487639	0.171998946775106	0.161888931703271	0.178974948057073	0.110225969913367	0.196057232558349	0.20056488422556	0.102838675528659	0.0800071120593998	0.138122776654839	0.122112502174533	0.143090951758036	0.119617833424335	0.205398466385239	0.117953564923918	0.118107719071499	0.148704479128983	0.174371458115729	0.0519875244910036	0.198272638838644	0.211370126535459	0.1600142241188	0.183520662814392	0.101180582314544	0.237289498938125	0.113147142960707	0.165698604266987	0.152640627718166	0.186683261471933	0.158073563262001	0.174371458115729	0.140913417690306	0.210299891169834	0.191798818522917	0.179374000833544	0.212238179989004	0.1553424415003	0.164398987305357	0.198272638838644	0.183803655523452	0.134231211042805	0.148704479128983	0.104963740470532	0.143499200666835	0.116247638743819	0.134690122504708	0.12427395320024	0.175749910065499	0.148704479128983	0.165698604266987	0.116247638743819	0.16120647005479	0.139497166492583	0.147042924418762	0.184163702206452	0.142373699362875	0.116247638743819	0.152640627718166	0.0671156055214024	0.21747941810042	0.20056488422556	0.199363055707225	0.202938515772736	0.16916516233038	0.139497166492583	0.145435849669116	0.0915843766308995	0.239956909566871	0.1898315991505	0.199363055707225	0.177161578607248	0.099136319419322	0.343418284219285	0.150075056296916	0.247840798548305	0.140199927446556	0.169790543991204	0.137869572451716	0.134231211042805	0.198272638838644	0.0671156055214024	0.219687387581873	0.197278784766429	0.205677351057318
