	APBB1	BMI1	E2F4	EGR1	EPAS1	EPOR	ESR1	ETS1	FOS	FOXO1	GATA1	GATA2	GFI1	GFI1B	HCFC1	HDAC2	HMGB2	HNF4A	HOXA9	ID2	IKZF1	IRF1	IRF8	JARID2	JUN	KLF6	MAPK1	MEF2C	MYB	MYC	MYCN	NCOA6	NDN	NFATC2	NFE2	NFE2L2	NOTCH1	NR2C1	NR3C2	NRF1	NUPR1	PGR	PLAG1	PPARGC1A	PWP1	RARB	RB1	REL	RELB	RUNX1T1	RUNX2	SATB1	SMAD2	SMARCA2	SP4	SPI1	STAT3	TCF12	TCF19	TRPS1	VDR	YBX1	ABL1	AHCTF1	AHR	BLZF1	BTG2	CBFB	CENPK	CITED4	CNOT7	CREB5	CTR9	DCP1A	DDX20	E2F6	ERCC8	GTF2E1	GTF2F1	GTF2H1	GTF3C3	H1F0	HCLS1	HDAC10	HDAC11	HDAC7	HDAC9	HDGF	HIST1H1C	HLF	IRF5	IRF6	KLF1	LZTS1	MAPK9	MCM2	MCM3	MCM4	MCM5	MCM6	MCM7	MECOM	MED16	MEIS1	MIS18BP1	NFAT5	NFATC1	NFKBIA	NR4A1	ORC2	PA2G4	PBX1	PHB2	PHF10	PML	POLR1B	POLR2B	POLR3F	PRDM16	RAI14	RNF4	RORC	RUVBL2	SNAPC3	SNRPB	SPO11	SRSF1	TAF1	TEAD3	THRB	TOPORS	TOX4	TRIB3	VHL	XAB2	XPC	XRCC5	XRCC6	ZBTB43	ZDHHC6	ZEB2	ZFP143	ZFP275	ZFP36	ZFP592	ZKSCAN17	ZSCAN21
HOXA9	0.0912776843663336	0.0401815567865724	0.252784682485625	0.1123584239569	0.0428730263302627	0.428929928882298	0.199862814098597	0.113934113532949	0.187775237722895	0.0877386362298928	0.437311777792624	0.0806574991612087	0.148149383051774	0.310899851783456	0.240585063403179	0.124319776418315	0.325214362615976	0.12988884489835	1	0.0607985362991314	0.200733358888477	0.222078031844002	0.134247294972897	0.1070718585741	0.279309943997663	0.20450936179123	0.185265454773816	0.255535690846016	0.0939324802592706	0.12094896889404	0.265216979602334	0.13358523123803	0.199141265657662	0.152110356606414	0.186629608070275	0.174903976995167	0.194617070945591	0.0500058269057355	0.0374615075660818	0.137471628846488	0.00710820916463511	0.139247093767719	0.0882682588324095	0.0657093326270975	0.195248340728263	0.0160971141383994	0.150880824861507	0.232922118666616	0.0729822739331535	0.112667496629753	0.281205574443848	0.232773043097508	0.0340048470488399	0.182549022042572	0.105720427498375	0.365869750333055	0.180431772693052	0.146819170868726	0.24364948667048	0.120143602093228	0.110387797000844	0.342824501294417	0.0428056192668279	0.25219481284226	0.0264766089742681	0.0815288532899726	0.0877305542876108	0.108994059920784	0.320055205603237	0.356515338524649	0.0757067804640087	0.088092690088536	0.137764554906005	0.0680620856693517	0.194276422445048	0.131811813073339	0.181064240667832	0.145860344441668	0.275460477422978	0.241368688976491	0.0712900898613816	0.0547861623645869	0.153875997171364	0.102924183498674	0.160991593822718	0.24026565859887	0.0752666395353958	0.30144486586787	0.0687005881111785	0.411758669808045	0.141536352424473	0.155417137245444	0.431540200921312	0.10746220412276	0.225344695346238	0.33005740072083	0.26180354504784	0.270859682286587	0.334200121656367	0.188367817560233	0.305357290361186	0.286908559603549	0.08400402287901	0.389781974287192	0.222896781437518	0.121521215737406	0.18147192733356	0.126904154478315	0.105655544417909	0.236990422108689	0.261147286131693	0.103321833543924	0.327228508365737	0.313908267574148	0.142253143326153	0.172131200992297	0.180550492279426	0.0694891869373806	0.137638319420535	0.122775897260224	0.13412262782301	0.0388929504958085	0.232192462110698	0.112842293171497	0.223397427730328	0.135514995282203	0.238027595751173	0.112139613253854	0.105847814237852	0.0744456611416851	0.126759511746911	0.0922470540311576	0.172334912694561	0.0341517712698831	0.0652998481446806	0.175087002962154	0.161245007246597	0.220694694021392	0.0824292367148877	0.214375683786786	0.246546282313486	0.0793433691344938	0.133323932320359	0.295401389591748	0.0717439602080922	0.0711893271885998	0.0791513192481798
ID2	0.00533831056090493	0.0124913776629076	0.0619903689693446	0.104145892297237	0.0240442362916994	0.1551893612616	0.0309823491731018	0.112260645925588	0.0522260954630013	0.0864935241763738	0.145293120961963	0.00945966713520422	0.054153413192573	0.141368479966566	0.0817197737381225	0.0806598795509721	0.155237891775954	0.0136519625912434	0.0607985362991314	1	0.078344339892206	0.0918142744800042	0.0794842847467312	0.0555365145625857	0.09260852059174	0.0926347571940221	0.163888766226916	0.0424465240861347	0.125789976008908	0.202388113957513	0.1087250331147	0.0186950262236845	0.0895791321393782	0.0861929639896522	0.0898265862553633	0.116719615320061	0.0751238031186155	0.0137063340165179	0.0158518051565877	0.0568428479771029	0.0572275185241808	0.154420884032291	0.0236312228459075	0.0123757881445372	0.0569978431142404	0.0357373042632601	0.0624865583596723	0.00647605650644672	0.0315839356362537	0.15994512729298	0.0343803873503041	0.0357607821243033	0.0447809220860488	0.0660915554767965	0.0309840523503486	0.0799426516456091	0.0902768081265424	0.0790052891130345	0.0533470078278385	0.0790901758358769	0.086038839432966	0.206251848544421	0.00825298287141658	0.0429657191227592	0.0892967130494158	0.027768567345379	0.0641683383732278	0.0523699848664492	0.102250416990427	0.116098603203057	0.0836181668019624	0.0851825517922981	0.0574957239817467	0.0167445096320061	0.0916089780227029	0.0493447026667028	0.0805497199540801	0.104339815623883	0.0961724728553547	0.113235151118384	0.0317907952492696	0.0302788570586833	0.00299507811660974	0.0124934966724778	0.0525446286109241	0.0667499850594241	0.0363717576964412	0.150972562748416	0.0407768681989517	0.136367226179802	0.00276893509292377	0.0486991123107423	0.180883801340431	0.0325195878359228	0.103995711311782	0.125856121243986	0.154845543864534	0.162819586320184	0.107384405383106	0.192474279288838	0.161996989102518	0.0953227346896825	0.0616758520683446	0.103312747407271	0.0466434123726197	0.0388606403297996	0.0599547946593151	0.0918636227996065	0.112505532626323	0.0795910710314145	0.161806908460114	0.09205177491347	0.122681898480888	0.13115643526018	0.104603375191018	0.134108612018533	0.0411590585129471	0.0165449889745083	0.077774557323561	0.010216963555652	0.0777240171691983	0.109094414279793	0.113825678416444	0.0387039837806857	0.130016896673952	0.0332145853337543	0.0688538293024138	0.0339960209895066	0.0594935749349706	0.0123121112885529	0.0523974662993124	0.00144349873172875	0.033457324524883	0.0427965776620584	0.0695773950548462	0.0384603870807493	0.0786913618737284	0.130422032414481	0.0481056550527128	0.0784891259225585	0.101345203215241	0.0898999291492397	0.0347856126249349	0.127687147854942	0.057236696034806	0.00423387672787281	0.0523568987594358
IKZF1	0.138921012030957	0.130805577861592	0.308858118706243	0.0936762651484422	0.0520211273080723	0.397928864608068	0.103994427944875	0.0709846240691379	0.139024002575446	0.0812567102858385	0.394343664352757	0.159422168829535	0.073872361474867	0.30991271368576	0.290691482021528	0.26393462519883	0.406915892874976	0.0573813112399735	0.200733358888477	0.078344339892206	1	0.166977608766285	0.077677762622532	0.183040951601866	0.247551518827184	0.19198214749991	0.197327593790155	0.193165819956331	0.176476992322139	0.193385764314416	0.278375412792192	0.161424026409266	0.186715991336008	0.130128197528962	0.155869430968833	0.24250993953298	0.131884711265675	0.0807948509730987	0.0393678880670143	0.163608305752701	0.0846045596680549	0.100431611816072	0.0822819130247871	0.101342095590233	0.143462493939886	0.0906552276479079	0.190743751290439	0.0968488219251731	0.0801218940383171	0.158955770384883	0.1743438192702	0.0885790142357207	0.108514757591407	0.186987744432546	0.13303946913637	0.25104872392593	0.156682011214484	0.163609087498482	0.245512591751737	0.0997788240124527	0.0739707764437974	0.343687462140705	0.0844306632705562	0.303687381023932	0.0956452318494018	0.135981489711722	0.0845828727828674	0.0878677092004706	0.389967130458717	0.391578294478657	0.184624863854237	0.0573380024796611	0.18844886405113	0.0940099028342665	0.2515334857427	0.212222031714418	0.221598892254709	0.161862125054037	0.321507700392456	0.305595706644138	0.109936911238439	0.0766227540484853	0.127084552565298	0.0651362729569236	0.113667040595923	0.300194105436491	0.108108946767476	0.342085607434708	0.109093934616676	0.343774678913353	0.137223076686248	0.136150859044717	0.446053252015436	0.101375908386146	0.221595700395316	0.323618691482628	0.281741681768303	0.317892088297482	0.316025056221082	0.263032512085201	0.307560586662874	0.259905634293294	0.164232583320648	0.41278776990855	0.320392620208553	0.106667620610963	0.142437595293447	0.110794620758848	0.0385738892441008	0.306241915281249	0.292973724955295	0.295522253908638	0.267638500642143	0.356014410428133	0.163825413914169	0.195631759196195	0.266163140714542	0.135903526038127	0.10308251754053	0.118175845155301	0.238686984064565	0.0996931443078818	0.295352558792867	0.16425611198022	0.250909326344035	0.103273970178963	0.31623500809707	0.135114735752225	0.030339653219511	0.0726564261426451	0.198077540546088	0.107415412265498	0.14543213848586	0.0796227063577845	0.130548378997367	0.0725608235848708	0.297772384258995	0.236797439167732	0.11147328674366	0.205211362268494	0.122095423145147	0.14629617673922	0.0530977474633948	0.292395016805638	0.0832001175653126	0.141316170912754	0.130853663583395
IRF1	0.0975514656672353	0.0282943807216167	0.201587468171576	0.0470281342377938	0.060473470720956	0.377633795491943	0.188880325548527	0.1587084154043	0.175399723303349	0.0717704105875816	0.402084493194198	0.031746592106612	0.167756314628983	0.306368732791638	0.192920860434958	0.178335338432241	0.327257967162021	0.107599692745236	0.222078031844002	0.0918142744800042	0.166977608766285	1	0.165047201379799	0.094139354062518	0.215473325590473	0.213432887775345	0.0985289204150102	0.237747001421404	0.181189011224116	0.149601851674941	0.239806715011426	0.0904729645961725	0.232034664136879	0.180662745347538	0.0695297450654937	0.133362048158366	0.281978071686421	0.0352944672824888	0.147084504922198	0.138771529029433	0.00441274477536713	0.141941554301409	0.0707886873374075	0.0994826882951207	0.130294229396076	0.0687047693977382	0.191115357060462	0.168759698750229	0.120282147648167	0.111022430349338	0.212742982564995	0.269982538769611	0.0366872835317569	0.235748415712837	0.0974588436698549	0.31607485421793	0.206835271079997	0.13515812578633	0.13557014151402	0.165356671142977	0.0886328189526481	0.347287850526702	0.0172856651968735	0.250465812807538	0.0381729838794757	0.0781466622818066	0.122046691771437	0.116446478564528	0.30734264906095	0.303885422780366	0.114079625462962	0.101792939169152	0.0881039728508975	0.042421010286371	0.172953519549583	0.147977240755944	0.163301563871529	0.110491799978478	0.191066727478603	0.226653930336166	0.0974524003228944	0.107841727032648	0.150207584340892	0.0828253148832822	0.115013746349301	0.241183168974407	0.111007640401902	0.314480274472169	0.0246780093365655	0.40068766565694	0.186280051177395	0.150107125076144	0.403585693428877	0.161487119059756	0.199172074889615	0.246339735195709	0.200239722519538	0.211623148002848	0.257812817750181	0.197398336021767	0.304034708589327	0.252252514018776	0.0779940154199159	0.295886177794899	0.216843992331842	0.154843019887992	0.118593313105374	0.183456988421948	0.119530709644732	0.254793324796563	0.235487356870224	0.131517831282546	0.233522157479926	0.256851469514531	0.15189293366557	0.203005169658056	0.153930810436316	0.0504240967382797	0.16790918992197	0.0667514058478252	0.151436615471228	0.0648771819871098	0.208593091590353	0.088437899505118	0.216636228780348	0.110732858683464	0.215333425013353	0.0871430956843265	0.0811452445856593	0.0720475790300981	0.0734952883318726	0.027899639909027	0.177665898493574	0.046921271680252	0.0310709339105119	0.125585776280647	0.106112144159172	0.146304201863429	0.0605290146831348	0.148271399022235	0.163088506479854	0.0675163319054955	0.147440221996793	0.31360822340621	0.0815530741179367	0.0464330186988368	0.0703790141906863
IRF8	0.03302822127392	0.0273341830475432	0.116767637242147	0.0880343858276196	0.0105035837158691	0.19181230366246	0.143539771577556	0.144723608290282	0.178645700813698	0.0986689266128285	0.181191941309008	0.017863862823986	0.0594850655159889	0.150847272722533	0.0743503889439115	0.0630682917065821	0.12427106621225	0.0528959037554736	0.134247294972897	0.0794842847467312	0.077677762622532	0.165047201379799	1	0.0455293221295616	0.13387030975943	0.177030696401696	0.0448543591635469	0.152069265246884	0.0101386882888304	0.043678679181146	0.0733322425143423	0.0239844885450302	0.0476815936517559	0.0287431979615025	0.0638324437464818	0.141417996743633	0.13827130807544	0.0252836471173977	0.0102893588165787	0.0167080608331833	0.0072381907925865	0.0860680444529489	0.0130195497876057	0.0321058411098773	0.0730656224435891	0.0186312741127293	0.029599467604798	0.125448129920765	0.150400004995763	0.138730386453148	0.119187246817461	0.249712626995778	5.65399038800592e-05	0.122273499481812	0.0295709536116271	0.205710550533249	0.115762884928822	0.057073729552938	0.0283909879067976	0.140328779626712	0.0742602985730342	0.148628186313048	0.0501608773186258	0.0950762708456707	0.00647430087337769	0.0529296675171845	0.175845064337535	0.0908574736065496	0.154380303347403	0.15029344515253	0.0398404232555951	0.0168089273175417	0.0425000261638978	0.0533465167602581	0.0644175803474691	0.0708890953429199	0.100774757130229	0.0718761794540105	0.031722514980243	0.105251327542302	0.0434932684655035	0.0719547134851957	0.0845104590021018	0.0368225158099539	0.0779159350905424	0.0411461397405579	0.0606709255896614	0.14112988801098	0.0233998935072766	0.0686510458995157	0.133153820839658	0.0115003365054331	0.167926365945512	0.0677799531085601	0.124459552394133	0.0687817331093267	0.050666570840787	0.0585079250628988	0.0511463177496876	0.0633427531173423	0.0746038119898444	0.0467998851221185	0.081005585835826	0.12236636564814	0.0803792486894589	0.011418023038411	0.0985170801078519	0.0267098113996247	0.0796540418727485	0.0861230895331608	0.146880703653858	0.0311818183709787	0.153068385581344	0.134701922889771	0.070016900121373	0.0668113609541917	0.0426584124601079	0.0218230750967567	0.00526607253582985	0.0472548645975865	0.0670343193775031	0.0372970843767471	0.0970919706074051	0.00644164492981442	0.116398170282153	0.0235086913960474	0.106412731894943	0.0721587733614564	0.0309068496692823	0.0114916836924036	0.0324766697905338	0.0271529128640729	0.00219531872123876	0.0197921372772137	0.0233727937305538	0.0871742961424529	0.0780296248506296	0.0610542410519078	0.0545528623763577	0.134007235386337	0.028868569589866	0.0223995871158181	0.0735549336738892	0.189630542189398	0.0367306816106142	0.0161066691121655	0.000704428898696508
JARID2	0.104675852792399	0.015792910615182	0.169848689206968	0.0183198754290988	0.0390379478051672	0.24123533332419	0.0230868467864517	0.0603035539643239	0.0578529515580433	0.0180912164097985	0.22078850787874	0.0224852159692072	0.0603727612749151	0.188708441076017	0.155401882749916	0.109094063648064	0.192622190939903	0.0589288270953389	0.1070718585741	0.0555365145625857	0.183040951601866	0.094139354062518	0.0455293221295616	1	0.0829538623045169	0.121328961785299	0.0786727084404157	0.0995006239473696	0.0814560067596359	0.165133862098296	0.142289410592592	0.0840370867640024	0.142805664442274	0.0826949391118423	0.05272167237952	0.102764366191823	0.114376037929153	0.10464026761377	0.0784195951418544	0.153503626722136	0.0434824408667577	0.0299122403981877	0.0332868113769699	0.049594926018732	0.0913122821656324	0.00969037999982989	0.156223495769298	0.0454315145049903	0.0798164298726233	0.0932626018596299	0.10999886630287	0.0196740700332631	0.0814567584426677	0.0901543157057804	0.0679994792793871	0.130839128187053	0.023314625652074	0.140565428971706	0.0904856142345702	0.0612261464379596	0.0313692661416489	0.194381741814675	0.0972583614818604	0.131029210956713	0.0731369550466361	0.0612659276830861	0.0130064964186481	0.0831907581331157	0.15281620366504	0.161826705326418	0.0633593710790268	0.0668374192092347	0.124028289255959	0.0560717152451849	0.13950504743306	0.0718732109314789	0.133364073130928	0.0844798023938281	0.171393399477233	0.174466717940973	0.0728015062761459	0.0750161741041066	0.081638841036648	0.043548521646671	0.0544115114977796	0.163042776130382	0.0609533899685537	0.162980637837213	0.0477582832772832	0.164119652665898	0.119699694907034	0.0835917954963564	0.24318920339578	0.054921182137645	0.122213016396557	0.129804299715852	0.103125659947661	0.138069925680827	0.111131504213488	0.0654767006247141	0.12817627509652	0.180070676740985	0.136422818639599	0.182959285507807	0.194208161001169	0.06484817808773	0.0902253979112593	0.0724141555163099	0.0637125577045797	0.166991487945074	0.162526304663253	0.102650177016689	0.136735668313484	0.176744887197825	0.0504263423013212	0.178469652373833	0.0544349668402714	0.0968894480830627	0.0476311543091261	0.0693888768371655	0.139613274732242	0.053304975383398	0.127408448324306	0.125580273178251	0.14934266702173	0.0112549570528821	0.162299871569798	0.0893708338379778	0.0191669699289606	0.0160146784882047	0.0687166449103318	0.0451767579337174	0.0583003143034784	1.35443301209687e-05	0.0900824860290411	0.0121546097762692	0.0998430832774651	0.160393382646112	0.0541328901869198	0.112089842258511	0.136119248022096	0.0724782395379163	0.0636926159532337	0.158067369683347	0.0552729021070013	0.0905730126032112	0.0418974720888821
JUN	0.161645047893747	0.0759690892804119	0.247798863683135	0.432830671592324	0.0271369264608567	0.396628582884297	0.165729611737041	0.141782798336822	0.654741893540422	0.150369164363995	0.398965647488577	0.182701944091409	0.134515190207857	0.291361108446502	0.242322890953727	0.223886407400036	0.344599489917623	0.0937774445785538	0.279309943997663	0.09260852059174	0.247551518827184	0.215473325590473	0.13387030975943	0.0829538623045169	1	0.394613683492691	0.167405783645282	0.306209078444143	0.101942904287264	0.187815456539939	0.2702521814958	0.145128316233816	0.199997201702601	0.136414636798477	0.15013343607019	0.142597416917841	0.225170898685284	0.112691874880918	0.0805424502454418	0.150626459450434	0.0521086627338405	0.055393927335394	0.0799526677534203	0.104454725089211	0.261632916526758	0.0657786214464268	0.167259427239376	0.176128784866294	0.103402731592268	0.177015382566473	0.194401065541817	0.156497296428305	0.0695515922587957	0.226432604824721	0.142262833730224	0.287835209931445	0.199161104864928	0.139671930712588	0.209524894446568	0.17598946566702	0.105281420009181	0.382671475277514	0.032813148614847	0.326269263401786	0.0630421165054134	0.133826090794324	0.284844170228124	0.124236369204398	0.361018529048774	0.38736559520017	0.132023202276957	0.130647612798918	0.148091861670591	0.112687935824758	0.283383781843847	0.200685676781155	0.192675981102272	0.170815600580486	0.258130771419219	0.268044074306187	0.0916921119524445	0.124835950798491	0.204027066352495	0.0744127195552301	0.155099114047672	0.130107417660991	0.0736376428869515	0.303867459830222	0.10006007013843	0.326461774453359	0.160574817812719	0.116158660019252	0.408752208452204	0.160299026789848	0.215744265802191	0.272491770385435	0.263525444877288	0.263595803106165	0.308356923927764	0.251722815273658	0.295551165832522	0.318382952898332	0.11622165661017	0.401693995944241	0.272343933096441	0.0966758416873421	0.150197839200579	0.186519595373661	0.124305014825794	0.284784683212189	0.297396160032347	0.221383979669613	0.336885445684681	0.352228106837371	0.14365276526952	0.229461477028732	0.263915689030819	0.097534202277018	0.163134739716878	0.160873020723587	0.149798025298839	0.11003789872196	0.241559284723097	0.0992045812211261	0.323411380117824	0.101235238823058	0.272066731588091	0.196595560530501	0.0842311773771615	0.0665552941212968	0.0845468932898652	0.0500551949170733	0.204473736400641	0.100607984698729	0.0845967361755188	0.140913636897278	0.171026336891389	0.21766276727634	0.107719613172465	0.254183017000866	0.105160814350018	0.0867176111824209	0.160143759404215	0.550237927260787	0.113766338688739	0.0831649927164378	0.147734116516253
KLF6	0.13104008636292	0.0121376613029327	0.211930853758425	0.268437131831289	0.0492248674035238	0.348450268873673	0.154692968779246	0.179165979373573	0.429312867161472	0.135620453695344	0.366791107801408	0.134497177036684	0.134307332770598	0.294815228416901	0.224310375612726	0.235640078005225	0.32522134607675	0.0740944835642617	0.20450936179123	0.0926347571940221	0.19198214749991	0.213432887775345	0.177030696401696	0.121328961785299	0.394613683492691	1	0.156626084749144	0.223743389642715	0.160102638781612	0.197844612576485	0.262431580660417	0.123877017662606	0.228594298966465	0.140693020770121	0.12477614503506	0.183566107274605	0.168579949481385	0.0474372053809822	0.0780859363399143	0.0877419495209801	0.0814454440038675	0.134540349054099	0.0484125474088014	0.0712730653398626	0.125583863437137	0.100170785571181	0.111597127034824	0.145424727340437	0.150884993828145	0.184362342597556	0.223063123943747	0.16837848661532	0.0335999919488478	0.203849486926343	0.124560281399857	0.213538220125255	0.152578188913799	0.130356814679043	0.17283853774791	0.137625999347061	0.164069239411257	0.368487573918767	0.0473505708946542	0.237262647294316	0.0742402061509837	0.095988524074367	0.19833982230635	0.0849801473395698	0.312164934258795	0.296420921568975	0.14732946587101	0.132538739070506	0.12322178125686	0.0528972308689507	0.162279439322017	0.161955138076503	0.161935823581887	0.125786489980672	0.226073428841697	0.224412580617775	0.0851345363783157	0.209104244591432	0.140063761325892	0.11321861819891	0.179657145271903	0.181564755443723	0.0422896864979213	0.254666800629897	0.0786970538775982	0.336055274899665	0.16175885093222	0.0974431457991611	0.371731670947661	0.165983143558944	0.219738617890039	0.272222456946252	0.261081298424574	0.260607673639589	0.302734025037784	0.261365332906774	0.300049151613777	0.278509354381003	0.0773254639539704	0.361775320009948	0.156082294411154	0.12581992725699	0.15278889235557	0.209140337914896	0.100806118103178	0.231083351663916	0.276653716140478	0.224832610660161	0.275800959989658	0.323820981049245	0.110366997979754	0.178986506357718	0.109819696601111	0.0107609362471469	0.138791867814801	0.126175645158315	0.13391956279261	0.155056439605331	0.219020902508294	0.0745843500656631	0.228612505265256	0.0829887732658363	0.239014894504769	0.0677664954096847	0.0542819138604594	0.0518890674542013	0.0773273052268732	0.0193972815081446	0.150760422682997	0.0632771214044294	0.0758038110615174	0.0805741490111898	0.148618179802594	0.219033070933944	0.0671386556392181	0.213886534104928	0.0633919973757431	0.00137094850641755	0.103116630016604	0.434050918947052	0.118952579122629	0.0733594761698917	0.0928515086206582
MAPK1	0.100092829471392	0.099366872022918	0.269108011225051	0.130292843360113	0.0430577279345507	0.336106480512463	0.124576154845777	0.147835187232155	0.173802884663157	0.0921741819797292	0.306061403416232	0.116574276246431	0.112202979349858	0.30109088402671	0.28241908312031	0.241085049137552	0.328334338426457	0.0646439791469234	0.185265454773816	0.163888766226916	0.197327593790155	0.0985289204150102	0.0448543591635469	0.0786727084404157	0.167405783645282	0.156626084749144	1	0.192777305953462	0.109059669420647	0.23168183405495	0.222483115544535	0.143725522333338	0.120767616107306	0.0756898688523746	0.0239050705286283	0.21778618984494	0.141738872763352	0.117326618323005	0.0495900849602235	0.138475317278941	0.0185014217867215	0.1020513946222	0.0193599109373646	0.0355941924341762	0.224552839736494	0.0304404361205696	0.180000841433526	0.0871238933779359	0.0211712286568333	0.121030824190732	0.126760435766795	0.141386680744091	0.133837521492985	0.141313133861157	0.15372578605281	0.191213331042365	0.173189636091336	0.162484522805648	0.219409322361459	0.0840815010993421	0.104929909094528	0.349647892854256	0.057510285584847	0.241640131021326	0.0485065031675576	0.16709384462891	0.0793039108146285	0.10680700463383	0.304851227802775	0.328575202970762	0.190800858455814	0.0585706765467608	0.170297079608376	0.0825199155911852	0.188287339294601	0.212746322327194	0.20090248537209	0.158054153264367	0.29054640635937	0.209675721290675	0.085585982001433	0.0062039089008327	0.0493485571324112	0.140665309124266	0.160800001215077	0.132964506895338	0.0436657603956545	0.263787000269214	0.0739898985314304	0.256699691581318	0.107901543014746	0.0959319840290868	0.310386924867033	0.0339303576486079	0.237386934766959	0.280787423611452	0.289339650164671	0.304094121344723	0.327145154427035	0.298820934462801	0.289260748011688	0.204944282282037	0.136984477174693	0.267552644682601	0.222208307335997	0.111986432175266	0.137206530205665	0.0561391255894538	0.107409294136334	0.263226552412522	0.309799497149181	0.122839667898128	0.319448975463885	0.240860913294949	0.160349769748771	0.210556515343611	0.178037797475366	0.100950628922904	0.0454296969385053	0.0303487931141947	0.215645204136447	0.0408182239716914	0.297952872344271	0.140389648332481	0.262761423013066	0.0625260585799305	0.256668378535841	0.148385048250789	0.067647127158009	0.100691328908387	0.14625401058072	0.0965804656463925	0.0719406827583095	0.0718841837673998	0.202102149824594	0.0130036921475537	0.177447127789982	0.272872133595489	0.0643952470012079	0.240815987542639	0.119084182144918	0.119653038752608	0.0635127508333096	0.233394512251454	0.091724991674784	0.126969668009367	0.0598254882955771
MEF2C	0.166008077421428	0.125058119522052	0.311779065465407	0.0927715812852432	0.0420385777063558	0.409461381085757	0.157470471900726	0.080063692472053	0.234906797770595	0.0866480596322279	0.402095316363992	0.151264450829042	0.104572064143677	0.352113137953412	0.236547882503895	0.163970303842583	0.339263240721334	0.0766601103943269	0.255535690846016	0.0424465240861347	0.193165819956331	0.237747001421404	0.152069265246884	0.0995006239473696	0.306209078444143	0.223743389642715	0.192777305953462	1	0.127417428097641	0.133670721868621	0.298985917465181	0.104192167187087	0.193726561218446	0.128658263180784	0.158912744880351	0.307199169509615	0.198127294205169	0.0924308152619305	0.0419446581125445	0.161054552494364	0.0530174664508762	0.142020908280499	0.0512154608309355	0.0591400587804828	0.226866655466085	0.0412723848968553	0.177846570287919	0.177738507839235	0.0873477638337918	0.125371833747616	0.245727408374714	0.217250073227644	0.0382186898487892	0.270244406246067	0.181238092799832	0.334400091433359	0.233056077329252	0.142464603454636	0.171593482970315	0.171640966221066	0.0425791038880664	0.368470791855519	0.0503010325479209	0.335292950394005	0.0515209908844214	0.118920160355273	0.193160231710642	0.240668184924576	0.317905208125695	0.459221029026663	0.130325108277155	0.0626807030581474	0.161787682446566	0.0621182613394373	0.262028842985214	0.199288423255728	0.225199745090115	0.185279502409916	0.301069641528858	0.323988188885171	0.0830623201818841	0.141274393277677	0.176507041002613	0.0629988863592095	0.109219794922975	0.239637658957496	0.0900663405541365	0.334022805247877	0.0768585049110197	0.32441141227511	0.17647812048445	0.090053672005643	0.465156269759779	0.0925952513952533	0.306554471472828	0.27027034908963	0.220086912130346	0.23339621676223	0.263345551771518	0.247401202914783	0.307642698282684	0.249894939268176	0.157455392556097	0.468360675045964	0.216825702868445	0.141807131318797	0.163287749856861	0.113612117028819	0.0714184749797792	0.311379950394555	0.244549491053878	0.309909931636035	0.339390780022824	0.407113418229975	0.174777506956575	0.264146198874536	0.222189083858576	0.175860888509896	0.108852065653891	0.0868912177839918	0.159209150519956	0.0417090151502281	0.23775117320757	0.09446393851405	0.27145073956795	0.0638435568024181	0.249069427319236	0.187287774031608	0.0608736812168108	0.127382499575387	0.11497924402172	0.0742324841518964	0.0971020528751375	0.109924423469912	0.142513281689382	0.190907955544366	0.223222162500304	0.198723712184465	0.14274969942218	0.251887122638872	0.0255043933641844	0.0948736456447648	0.100800672570731	0.305655945406382	0.18729177521396	0.0425719622553064	0.0790127317479227
