	APBB1	BMI1	E2F4	EGR1	EPAS1	EPOR	ESR1	ETS1	FOS	FOXO1	GATA1	GATA2	GFI1	GFI1B	HCFC1	HDAC2	HMGB2	HNF4A	HOXA9	ID2	IKZF1	IRF1	IRF8	JARID2	JUN	KLF6	MAPK1	MEF2C	MYB	MYC	MYCN	NCOA6	NDN	NFATC2	NFE2	NFE2L2	NOTCH1	NR2C1	NR3C2	NRF1	NUPR1	PGR	PLAG1	PPARGC1A	PWP1	RARB	RB1	REL	RELB	RUNX1T1	RUNX2	SATB1	SMAD2	SMARCA2	SP4	SPI1	STAT3	TCF12	TCF19	TRPS1	VDR	YBX1	ABL1	AHCTF1	AHR	BLZF1	BTG2	CBFB	CENPK	CITED4	CNOT7	CREB5	CTR9	DCP1A	DDX20	E2F6	ERCC8	GTF2E1	GTF2F1	GTF2H1	GTF3C3	H1F0	HCLS1	HDAC10	HDAC11	HDAC7	HDAC9	HDGF	HIST1H1C	HLF	IRF5	IRF6	KLF1	LZTS1	MAPK9	MCM2	MCM3	MCM4	MCM5	MCM6	MCM7	MECOM	MED16	MEIS1	MIS18BP1	NFAT5	NFATC1	NFKBIA	NR4A1	ORC2	PA2G4	PBX1	PHB2	PHF10	PML	POLR1B	POLR2B	POLR3F	PRDM16	RAI14	RNF4	RORC	RUVBL2	SNAPC3	SNRPB	SPO11	SRSF1	TAF1	TEAD3	THRB	TOPORS	TOX4	TRIB3	VHL	XAB2	XPC	XRCC5	XRCC6	ZBTB43	ZDHHC6	ZEB2	ZFP143	ZFP275	ZFP36	ZFP592	ZKSCAN17	ZSCAN21
PLAG1	0.0936585811581694	0.408248290463863	0.324442842261525	0.284555196612236	0.25955427380922	0.0418853908291695	0.182621749776421	0.307793505625546	0.27668578554643	0.249756216421785	0.250386697833596	0.276998130841233	0.209426954145848	0.324442842261525	0.223296878269436	0.095672974646988	0.182321137638829	0.293359410884466	0.335083126633356	0.103904866693226	0.298019780339635	0.236778532022108	0.26401000024165	0.119808459574631	0.218862172388609	0.473684210526316	0.0659221260433573	0.240529748813495	0.345857231933037	0.237397785226333	0.405553552826906	0.157377895072927	0.288429975200615	0.345857231933037	0.264906471413009	0.306028186241061	0.124878108210893	0.300375704593055	0.207514339159822	0.490511471587973	0.103757169579911	0.229415733870562	1	0.197673873153717	0.0691714463866075	0.279884571416528	0.123692673998823	0.391292790435615	0.382359556450936	0.245255735793986	0.268510806770527	0.264906471413009	0.304016755162884	0.160623141550809	0.463586324972765	0.195962378834549	0.229415733870562	0.354100263914085	0.114707866935281	0.23918243661747	0.260132990857236	0.25	0.0915468441463049	0.143509461970482	0.144295821073165	0.132453235706504	0.047836487323494	0.205195670417031	0.145095250022002	0.187317162316339	0.186080731891197	0.355409326655455	0.187317162316339	0.0512989176042577	0.162221421130763	0.31578947368421	0.047836487323494	0.27668578554643	0.200250469728704	0.122627867896993	0.0936585811581694	0.150187852296528	0.121666065848072	0.213007161421153	0.0691714463866075	0.123612846514549	0.0372161463782393	0.23918243661747	0.108147614087175	0.473879102207274	0.309057549981843	0.293197735804187	0.458831467741123	0	0.121547425092553	0.152075347492566	0.187317162316339	0.143509461970482	0.146734796413356	0.143509461970482	0.176604314275339	0.250801027365006	0.138342892773215	0.340811458273844	0.173421993904824	0.418853908291695	0.254152122626207	0.0983210288016693	0.331133089266261	0.0955394632947723	0.0636284762975778	0.25955427380922	0.0312195270527231	0.179968508266339	0.141225345947355	0.250313087160879	0.236939551103637	0.0725476250110012	0.247797313891676	0.207514339159822	0.188578571601179	0.244898999989462	0.202325659555628	0.264906471413009	0.121666065848072	0.173421993904824	0.125656172487509	0.113147142960707	0.367883603690979	0.207514339159822	0.199680765957718	0.173421993904824	0.085202864568461	0.127256952595156	0.105263157894737	0.164817128686066	0.088121024316907	0.121547425092553	0.405553552826906	0	0.291998558035373	0.429197537639476	0.229415733870562	0.112956498944981	0.243332131696144	0.458831467741123	0.458831467741123
PPARGC1A	0.150755672288882	0.142971164060431	0.19583736295016	0.183211444965738	0.174077655955698	0.0449466574975495	0.195968978116534	0.220192753025272	0.185567404756301	0.234508823560483	0.17912443020796	0.135110464183741	0.0898933149950989	0.145064713296415	0.21964884255349	0.166831275760287	0.163038662681506	0.214636427637053	0.134839972492648	0.167248402001418	0.177667263629675	0.145190801728126	0.141652815240362	0.149992347524419	0.221810423124355	0.141195623681226	0.0589501327735336	0.161318302513648	0.148453923805041	0.162112627998593	0.174077655955698	0.211100165460375	0.176863075314153	0.241237626183192	0.118444842419784	0.22390553775995	0.100503781525921	0.161164592805076	0.129897183329411	0.230283093235919	0.129897183329411	0.140675989690666	0.197673873153717	1	0.0371134809512603	0.131398934761199	0.119459671470427	0.183702358378517	0.205152484965555	0.131590338991954	0.172881231771639	0.165822779387697	0.163118174348111	0.172362563331673	0.177667263629675	0.0513327002339345	0.179042168697211	0.1688801323683	0.0615457454896664	0.179664450818771	0.155080701733078	0.173421993904824	0.0687663931781191	0.102665400467869	0.14193843787544	0.14213381090374	0.0769990503509018	0.192668658897113	0.116774841624228	0.201007563051842	0.099840382978859	0.190692517849118	0.150755672288882	0.082572282384477	0.152317948961236	0.141195623681226	0.0513327002339345	0.111340442853781	0.161164592805076	0.131590338991954	0.0502518907629606	0.161164592805076	0.130558241966773	0.0914300641764989	0.0742269619025206	0.0884315376570764	0.0599042297873154	0.153998100701804	0.145064713296415	0.222474604157305	0.14213381090374	0.157313301241423	0.221564683762799	0	0.114127063877054	0.400555170287995	0.0753778361444409	0.102665400467869	0.0787295821622217	0.102665400467869	0.118444842419784	0.0961183060135991	0.148453923805041	0.182860128352998	0.139572631559771	0.202259958738973	0.212121212121212	0.105506992267999	0.177667263629675	0.102232602513691	0.136557748399784	0.121854359168988	0.0670025210172808	0.14484136487558	0.138918125577748	0.134303827337563	0.127128345232746	0.0389249472080761	0.189934294099397	0.111340442853781	0.161888931703271	0.187712763944569	0.139572631559771	0.106600358177805	0.108798534972311	0.0930484210398471	0.112366643743874	0.161888931703271	0.164487923739942	0.167010664280671	0.107137391088871	0.186096842079694	0.0914300641764989	0.0682788741998919	0.0564782494724905	0.176863075314153	0.0945615027076918	0.0978231976089037	0.0870388279778489	0.0328975847479884	0.104446593573419	0.164487923739942	0.0615457454896664	0.0606060606060606	0.130558241966773	0.205152484965555	0.153864363724166
PWP1	0.0410304969931109	0.064018439966448	0.0533001790889026	0.0373978796003383	0.0426401432711221	0	0.0600030002250188	0.0449466574975495	0.0454545454545455	0.0410304969931109	0.0365636212063565	0.0330951696160748	0.055048188256318	0.0710669054518702	0.0489115988044519	0.0314347306730966	0.119808459574631	0.0350499818616391	0.055048188256318	0.0341394370999459	0.0435194139889245	0.0444554224474387	0.049568159709661	0.0524863881081478	0.0319601386050297	0.138342892773215	0.0577590982257908	0.0263431684886916	0.0454545454545455	0.05672760277974	0.106600358177805	0.0517087689995019	0.0541530361073882	0.0454545454545455	0.0580258853185659	0.0731272424127131	0.0205152484965555	0.0657951694959769	0.0454545454545455	0.080582296402538	0.0454545454545455	0.0430730492253948	0.0691714463866075	0.0371134809512603	1	0.0459800489871703	0.0325128044381178	0.0642824346533225	0.0502518907629606	0.080582296402538	0.0352892336620293	0.0580258853185659	0.0332963579106013	0.0422200330920749	0.0870388279778489	0.0884024435494763	0.0274101222343421	0.0517087689995019	0.150755672288882	0.0628694613461932	0.0379868588198793	0.170715839910528	0.0481264499251422	0.125738922692386	0.0316069770620507	0.174077655955698	0.0628694613461932	0.0674199862463242	0.190692517849118	0.123091490979333	0.0489115988044519	0.0778498944161523	0.0615457454896664	0.0674199862463242	0.0533001790889026	0.0691714463866075	0.0628694613461932	0.0909090909090909	0.0657951694959769	0.080582296402538	0	0.197385508487931	0.0533001790889026	0.0559892510955854	0.0909090909090909	0.0541530361073882	0.0489115988044519	0.0628694613461932	0.14213381090374	0.0778498944161523	0.0580258853185659	0.055048188256318	0.0603022689155527	0	0.0399361531915436	0.149071198499986	0.123091490979333	0.125738922692386	0.128564869306645	0.125738922692386	0.116051770637132	0.0470881609348011	0.0909090909090909	0.0559892510955854	0.227921152919276	0.110096376512636	0.0371134809512603	0.0430730492253948	0.0435194139889245	0.397359707119513	0.250872603002127	0.0426401432711221	0.0410304969931109	0.0591312395989083	0.0618688224889746	0.197385508487931	0.0778498944161523	0.0953462589245592	0.0465242105199235	0.0909090909090909	0.049568159709661	0.0459800489871703	0.0379868588198793	0.174077655955698	0.0533001790889026	0.113960576459638	0.055048188256318	0.099136319419322	0.080582296402538	0.0454545454545455	0.0524863881081478	0.113960576459638	0.0559892510955854	0.0836242010007091	0.0691714463866075	0.162459108322165	0.154418287296437	0.119808459574631	0.106600358177805	0.080582296402538	0.127920429813366	0.080582296402538	0.150755672288882	0.0371134809512603	0.106600358177805	0.100503781525921	0.0753778361444409
RARB	0.186771841909407	0.315063018906302	0.269581933008596	0.245896556053699	0.237232101047565	0.0278423023194852	0.227612623402193	0.272797735788189	0.275880293923022	0.269781549424699	0.258904352509358	0.251083390830662	0.250580720875367	0.287554061875836	0.197908278398117	0.111293525131056	0.141392503568186	0.283641579407577	0.250580720875367	0.0863353144637463	0.264135271897687	0.247331562727308	0.30084732633834	0.185826155620665	0.242472241884843	0.314870142843594	0.0730335695616076	0.199857929301908	0.229900244935851	0.172150305012654	0.296540126309456	0.104613156193188	0.219116414265911	0.275880293923022	0.293483635441875	0.184931680363827	0.13489077471235	0.465890827947805	0.321860342910192	0.285298701078728	0.114950122467926	0.261426120570179	0.279884571416528	0.131398934761199	0.0459800489871703	1	0.147999093736719	0.29261523994306	0.228747855498907	0.203784786484806	0.232031899027472	0.2347869083535	0.202087798152742	0.149478497615644	0.308157817213968	0.285830975237515	0.180225583120351	0.261532890482971	0.0762492851663023	0.317981500374447	0.307408222775592	0.102597835208515	0.109536397994264	0.127192600149779	0.175848132791585	0.132067635948844	0.158990750187223	0.238698018814666	0.144672846651124	0.186771841909407	0.123692673998823	0.236249769287447	0.186771841909407	0.0681994339470473	0.188707353106017	0.279884571416528	0.095394450112334	0.137940146961511	0.16638958140993	0.0815139145939222	0.062257280636469	0.0998337488459583	0.161749159805158	0.16990964153658	0.137940146961511	0.136947758916194	0.0989541391990587	0.254385200299557	0.143777030937918	0.354374653931171	0.322831998986062	0.389792232472793	0.274497426598688	0.0369863360727655	0.0807957163246777	0.0519875244910036	0.124514561272938	0.127192600149779	0.130051217752471	0.127192600149779	0.146741817720937	0.261979029526248	0.0919600979743406	0.22654618871544	0.17291712531127	0.250580720875367	0.262797869522397	0.108927550237575	0.35218036253025	0.139554138995058	0.0845909868875627	0.301931764969628	0.062257280636469	0.149537151138645	0.156460231885188	0.16638958140993	0.157499846191632	0.0482242822170412	0.258841442934256	0.183920195948681	0.20056488422556	0.325581395348837	0.134491097464321	0.176090181265125	0.107832773203438	0.144097604426059	0.111369209277941	0.10028244211278	0.244541743781767	0.344850367403777	0.132732968300475	0.115278083540847	0.14159136794715	0.148034227053235	0.0699711428541319	0.164337310699433	0.136678087977298	0.161591432649355	0.269581933008596	0.0407569572969611	0.150965882484814	0.244541743781767	0.0762492851663023	0.131398934761199	0.215665546406877	0.304997140665209	0.266872498082058
RB1	0.132067635948844	0.131306432859723	0.190623212915756	0.120375084638761	0.167748427365865	0.0393749615479079	0.12875714359308	0.225046650346192	0.178820424409648	0.146741817720937	0.169996378813931	0.15387039919305	0.137812365417678	0.20333142711014	0.157435071421797	0.157392812644651	0.157110796986012	0.175494273697365	0.157499846191632	0.134306229889014	0.202336162068524	0.174889825205946	0.141820789703788	0.187712763944569	0.217174770882618	0.123692673998823	0.0619710387495266	0.169585076499937	0.130051217752471	0.192737026091485	0.190623212915756	0.110959008218296	0.135571364597118	0.178820424409648	0.166019415030584	0.143843089765634	0.161415999493031	0.188248322134005	0.113794815533412	0.201736646196482	0.130051217752471	0.107832773203438	0.123692673998823	0.119459671470427	0.0325128044381178	0.147999093736719	1	0.114950122467926	0.143777030937918	0.17291712531127	0.2145548151782	0.20752426878823	0.202438340997555	0.181195301666741	0.155643201591173	0.0457748607123174	0.176453628878354	0.184931680363827	0.107832773203438	0.224846875206644	0.135856524323204	0.0871627267280818	0.0946659142103794	0.134908125123986	0.146951299366089	0.155643201591173	0.179877500165315	0.168784987759644	0.102299150920571	0.0440225453162812	0.122449499994731	0.139211511597426	0.110056363290703	0.0723364233255618	0.152498570332605	0.197908278398117	0.0449693750413288	0.130051217752471	0.117655201333753	0.0864585626556352	0.0440225453162812	0.141186241600503	0.133436249041029	0.120144259719491	0.130051217752471	0.11620402679753	0.157435071421797	0.134908125123986	0.152498570332605	0.167053813916911	0.124514561272938	0.157499846191632	0.172532437125501	0.0261532890482971	0.0428483991780032	0.258438295352369	0.0880450906325624	0.112423437603322	0.0919600979743406	0.134908125123986	0.145266988151761	0.168406498460619	0.0975384133143533	0.140168303006073	0.203784786484806	0.118124884643724	0.199099452450712	0.0924280913172329	0.202336162068524	0.150482316357212	0.0897222906831869	0.167748427365865	0.0586967270883749	0.148034227053235	0.15488772733285	0.0941241610670023	0.111369209277941	0.0340997169735237	0.16638958140993	0.0975384133143533	0.124093190990815	0.115110406239671	0.108685219458563	0.0933859209547035	0.0571869638747267	0.0815139145939222	0.0590624423218618	0.159548388416762	0.17291712531127	0.162564022190589	0.0938563819722847	0.163027829187844	0.200240432865818	0.13458343602478	0.0494770695995293	0.0968366889979414	0.0828394310128791	0.0999795980820074	0.114373927749453	0.0288195208852117	0.106748999232823	0.17291712531127	0.161749159805158	0.0929130778103323	0.114373927749453	0.143777030937918	0.134790966504298
REL	0.174077655955698	0.27277236279499	0.376889180722205	0.29088723694137	0.33166247903554	0.0389249472080761	0.254571170103892	0.381385035698237	0.385694607919935	0.348155311911396	0.284398229497261	0.280821826320545	0.194624736040381	0.251259453814803	0.242100062353126	0.133366267342316	0.254152122626207	0.297408958257966	0.350324524872685	0.120701137396317	0.307728727448332	0.471520960096449	0.38554980047803	0.111340442853781	0.248591538088063	0.391292790435615	0.0816837000613531	0.242156629991817	0.321412173266612	0.240674835636066	0.414578098794425	0.10969086361907	0.229751874320245	0.417835825246596	0.328243975944887	0.336106998496762	0.10154529930749	0.325669473639465	0.25712973861329	0.455842305838552	0.128564869306645	0.335029697130245	0.391292790435615	0.183702358378517	0.0642824346533225	0.29261523994306	0.114950122467926	1	0.604068696340896	0.170940864689457	0.274485820678272	0.287213478951776	0.282528965608807	0.17912443020796	0.369274472937998	0.267261241912424	0.290728249575832	0.365636212063565	0.106600358177805	0.266732534684632	0.241746889207614	0.0695234661988982	0.0850763477412572	0.133366267342316	0.223495078133837	0.123091490979333	0.133366267342316	0.238365647311398	0.202259958738973	0.348155311911396	0.172928615966519	0.440385506050544	0.174077655955698	0.143019388386839	0.150755672288882	0.342381191631163	0.0889108448948774	0.0642824346533225	0.186096842079694	0.113960576459638	0	0.0930484210398471	0.150755672288882	0.118771137369734	0.192847303959967	0.153167916213497	0.138342892773215	0.266732534684632	0.150755672288882	0.495433694306862	0.533396460910442	0.467099366496914	0.426401432711221	0.0517087689995019	0.112956498944981	0.107211253483779	0.130558241966773	0.133366267342316	0.136363636363636	0.133366267342316	0.123091490979333	0.332963579106013	0.128564869306645	0.356313412109203	0.241746889207614	0.389249472080761	0.341161522702961	0.21320071635561	0.369274472937998	0.344584393803158	0.118262479197817	0.33166247903554	0.0870388279778489	0.125436301501064	0.153117523740932	0.139572631559771	0.110096376512636	0.134839972492648	0.263180677983908	0.128564869306645	0.210299891169834	0.29261523994306	0.188025358272589	0.184637236468999	0.113066754216661	0.120873444603807	0.116774841624228	0.105149945584917	0.398862017608733	0.25712973861329	0.148453923805041	0.161164592805076	0.0791807582464896	0.147828098997271	0.0489115988044518	0.191459895266871	0.136487772608154	0.197673873153717	0.301511344577764	0.056980288229819	0.180906806746658	0.398862017608733	0.21320071635561	0.104972776216296	0.226133508433323	0.497468338163091	0.426401432711221
RELB	0.15876322406928	0.177161578607248	0.353553390593274	0.268741924943285	0.235702260395516	0.0608580619450185	0.215591391212164	0.298142396999972	0.301511344577764	0.249485066394583	0.222324322949972	0.201234476647766	0.243432247780074	0.235702260395516	0.243332131696144	0.208514414057075	0.242830932128591	0.290619096859548	0.304290309725092	0.169841555121689	0.336787657027282	0.344031231028093	0.273998312175596	0.174077655955698	0.282666101335029	0.382359556450936	0.143673942783173	0.189302545609892	0.301511344577764	0.188144173676719	0.294627825494395	0.171498585142509	0.299342170044625	0.326637289959244	0.320750149549792	0.303169531295416	0.102062072615966	0.290957186981323	0.226133508433323	0.445435403187374	0.125629726907402	0.238095238095238	0.382359556450936	0.205152484965555	0.0502518907629606	0.228747855498907	0.143777030937918	0.604068696340896	1	0.267261241912424	0.292602867990326	0.256600119639834	0.276078815187116	0.186704011203735	0.384900179459751	0.101360606759923	0.272727272727273	0.314414072761266	0.0833333333333333	0.312771621085612	0.230978289061194	0.115562540880256	0.133014480744604	0.173762011714229	0.244599795235114	0.144337567297406	0.104257207028537	0.260874597374975	0.158113883008419	0.204124145231932	0.135184517608969	0.344265186329548	0.170103454359943	0.111803398874989	0.235702260395516	0.267651689515655	0.104257207028537	0.150755672288882	0.218217890235992	0.0890870806374748	0.0680413817439772	0.181848241863327	0.176776695296637	0.185695338177052	0.150755672288882	0.209539519031237	0.135184517608969	0.278019218742766	0.117851130197758	0.430331482911935	0.449050209369709	0.304290309725092	0.366666666666667	0.0808452083454443	0.110377696422087	0.218217890235992	0.170103454359943	0.139009609371383	0.14213381090374	0.173762011714229	0.160375074774896	0.260289603147677	0.100503781525921	0.278543007265578	0.188982236504614	0.334719340697602	0.246182981958665	0.214285714285714	0.336787657027282	0.0943564195120496	0.138675049056307	0.259272486435067	0.136082763487954	0.196116135138184	0.22229530961845	0.181848241863327	0.129099444873581	0.105409255338946	0.25717224993682	0.251259453814803	0.191798818522917	0.254164283887674	0.209980262782904	0.192450089729875	0.147313912747197	0.125988157669742	0.121716123890037	0.136999156087798	0.311804782231162	0.226133508433323	0.116051770637132	0.188982236504614	0.154746115147543	0.115562540880256	0.0764719112901872	0.179605302026775	0.170715839910528	0.198679853559757	0.235702260395516	0.0445435403187374	0.212132034355964	0.311804782231162	0.166666666666667	0.123091490979333	0.176776695296637	0.333333333333333	0.291666666666667
RUNX1T1	0.145478593490662	0.0975900072948533	0.188982236504614	0.132598708826359	0.113389341902768	0.0975900072948533	0.132967437602285	0.239045721866879	0.201455741006345	0.181848241863327	0.162050930888041	0.176014394654657	0.29277002188456	0.314970394174356	0.260132990857236	0.139319553143838	0.176998081351197	0.18641092980036	0.243975018237133	0.0907841299003204	0.270030862433661	0.15762208124782	0.175749910065499	0.186096842079694	0.198307444884526	0.18394180184549	0.127994921262284	0.116753615623576	0.201455741006345	0.150850936546281	0.188982236504614	0.137504774554232	0.192006144294928	0.161164592805076	0.25717224993682	0.129640744710433	0.127293769304329	0.349927106111883	0.241746889207614	0.214285714285714	0.120873444603807	0.190900887080303	0.245255735793986	0.131590338991954	0.080582296402538	0.203784786484806	0.17291712531127	0.170940864689457	0.267261241912424	1	0.187683374126956	0.25717224993682	0.236112534440382	0.18712029714128	0.308606699924184	0	0.145778859224959	0.183339699405642	0.133630620956212	0.334366927545212	0.235702260395516	0.0428746462856272	0.0853190767587337	0.167183463772606	0.140082953670131	0.231455024943138	0.167183463772606	0.179284291400159	0.169030850945703	0.218217890235992	0.260132990857236	0.276026223736942	0.218217890235992	0.119522860933439	0.236227795630767	0.18394180184549	0.167183463772606	0.241746889207614	0.174963553055941	0.214285714285714	0.109108945117996	0.116642368703961	0.0944911182523068	0.248145833492733	0.241746889207614	0.288009216442392	0.21677749238103	0.222911285030141	0.125988157669742	0.207019667802706	0.205737799949456	0.14638501094228	0.320713490294909	0	0.0707992325404789	0.142002144538376	0.109108945117996	0.167183463772606	0.113960576459638	0.222911285030141	0.154303349962092	0.166956774225936	0.161164592805076	0.198516666794186	0.202030508910442	0.195180014589707	0.164487923739942	0.114540532248182	0.270030862433661	0.204124145231931	0.22237479499833	0.188982236504614	0.181848241863327	0.314485451016575	0.219363398842833	0.291605921759902	0.276026223736942	0.0845154254728517	0.247435829652697	0.161164592805076	0.219687387581873	0.203784786484806	0.202030508910442	0.154303349962092	0.14173667737846	0.202030508910442	0.14638501094228	0.131812432549124	0.142857142857143	0.241746889207614	0.186096842079694	0.101015254455221	0.297775000191279	0.185312329165275	0.18394180184549	0.144004608221196	0.136877182165831	0.141598465080958	0.188982236504614	0.0714285714285714	0.113389341902768	0.214285714285714	0.133630620956212	0.0986927542439653	0.28347335475692	0.356348322549899	0.200445931434318
RUNX2	0.159272827522499	0.162650012158089	0.351732502656006	0.261309017312794	0.264833884352758	0.0641060764756032	0.209628529640985	0.348949281726809	0.335247719789278	0.254836524035998	0.28386647790183	0.218397893475571	0.213686921585344	0.24828176658071	0.246825555976104	0.219642896053521	0.24803965851086	0.326538167938031	0.320530382378016	0.172279903926151	0.337868689199743	0.276108411091372	0.269380245009416	0.22411673409695	0.310158419753527	0.322212968124633	0.100894578513203	0.286326110284259	0.247024635634205	0.242226709179304	0.351732502656006	0.200723911475925	0.210212105917213	0.370536953451307	0.360393268479726	0.269673154006738	0.175200110274749	0.280945194331338	0.176446168310146	0.375366748253913	0.105867700986088	0.200641966621938	0.268510806770527	0.172881231771639	0.0352892336620293	0.232031899027472	0.2145548151782	0.274485820678272	0.292602867990326	0.187683374126956	1	0.247770372079812	0.284350714965228	0.245835581145799	0.270294951359794	0.216930457818656	0.266002607263933	0.421520214099443	0.117041147196131	0.317261960966197	0.221186977601904	0.109108945117996	0.112090805424331	0.146428597369014	0.220846427780835	0.101360606759923	0.097619064912676	0.261711961295107	0.111034981529641	0.191127393026999	0.132906068602517	0.30219894260775	0.119454620641874	0.104684784518043	0.227591619365651	0.241659726093475	0.073214298684507	0.105867700986088	0.178783305483579	0.125122249417971	0.0477818482567497	0.127702361059699	0.144831030505414	0.152137967864509	0.141156934648117	0.147148474142049	0.132906068602517	0.170833363597183	0.137934314767061	0.332418836868525	0.292819530639777	0.363267766695085	0.397939900466844	0.028386647790183	0.108517350598501	0.171498585142509	0.119454620641874	0.122023831140845	0.124766282126487	0.122023831140845	0.15767205495988	0.237623831293911	0.105867700986088	0.304275935729018	0.132712186561143	0.341899074536551	0.302542155600368	0.133761311081292	0.287188385819782	0.172362563331673	0.0973841209741793	0.347594473212995	0.0796364137612494	0.160675602081711	0.108073514993798	0.127702361059699	0.1208795770431	0.0370116605098803	0.270897616436539	0.176446168310146	0.134690122504708	0.214183291409974	0.176949582081524	0.135147475679897	0.103450736075296	0.110593488800952	0.0854747686341377	0.134690122504708	0.281525061190435	0.282313869296234	0.101871242771341	0.221186977601904	0.108669977046078	0.146076181461269	0.0537021613541055	0.147148474142049	0.134870249796834	0.186029743883145	0.24828176658071	0.0312805623544927	0.165521177720474	0.312805623544927	0.175561720794196	0.0864406158858196	0.124140883290355	0.312109725856348	0.292602867990326
SATB1	0.157134840263677	0.342997170285018	0.340206908719886	0.286445949615773	0.272165526975909	0	0.191494996540475	0.286887655274623	0.29012942659283	0.261891400439462	0.280056016805602	0.232365558525642	0.351364184463153	0.31752644813856	0.280975743474508	0.200643088476282	0.178434459677104	0.246090553578476	0.281091347570523	0.0653720450460613	0.333333333333333	0.312127394611541	0.348024598442583	0.268010084069123	0.265195693256912	0.309057549981843	0.0368667509072887	0.201773308922127	0.232103541274264	0.271562723296784	0.272165526975909	0.0990147542976674	0.172825282455071	0.377168254570679	0.296296296296296	0.233380014004668	0.0916619901538117	0.419960525565808	0.203090598614981	0.360041149911548	0.116051770637132	0.192450089729875	0.264906471413009	0.165822779387697	0.0580258853185659	0.2347869083535	0.20752426878823	0.287213478951776	0.256600119639834	0.25717224993682	0.247770372079812	1	0.212525571021113	0.242535625036333	0.444444444444444	0.205342491418324	0.192450089729875	0.297044262893002	0.0962250448649376	0.44141479464782	0.26671075473288	0.181488502160157	0.0767959462640152	0.240771706171538	0.161394008711681	0.111111111111111	0.0802572353905128	0.258198889747161	0.0608580619450184	0.157134840263677	0.0936585811581694	0.298142396999972	0.157134840263677	0.0430331482911935	0.204124145231931	0.529812942826017	0.0802572353905128	0.116051770637132	0.125988157669742	0.154303349962092	0.0785674201318386	0.209980262782904	0.0680413817439772	0.178685422472966	0.174077655955698	0.172825282455071	0.124878108210893	0.280900323866795	0.226804605813257	0.447213595499958	0.296296296296296	0.281091347570523	0.423390197405726	0	0.0254906370967291	0.109599324870238	0.117851130197758	0.120385853085769	0.123091490979333	0.120385853085769	0.111111111111111	0.180333926933486	0.116051770637132	0.321633760451338	0.145478593490662	0.316227766016838	0.379023495743307	0.0274928699614107	0.277777777777778	0.340206908719886	0.0533760512683624	0.2993820796735	0.0523782800878924	0.226455406828919	0.118469775551818	0.125988157669742	0.198761597999981	0.0608580619450184	0.267261241912424	0.116051770637132	0.158192999292083	0.35218036253025	0.169725025739105	0.277777777777778	0.0680413817439772	0.109108945117996	0.0702728368926307	0.126554399433667	0.360041149911548	0.29012942659283	0.134005042034562	0.290957186981323	0.107211253483779	0.133440128170906	0.0883021571376696	0.103695169473043	0.0739221270954573	0.0764719112901873	0.340206908719886	0	0.244948974278318	0.308606699924184	0.384900179459751	0.0947558739358269	0.136082763487954	0.384900179459751	0.288675134594813
SMAD2	0.165306099689029	0.39405520311955	0.273304083305061	0.219157520431598	0.218643266644048	0.0604858378909134	0.186801908207398	0.296318878994877	0.332963579106013	0.210389581422401	0.241052212802511	0.218185825304479	0.18145751367274	0.234260642832909	0.232886668267506	0.172699237146939	0.204778181336689	0.295260295428781	0.241943351563654	0.150046896984107	0.255030685225335	0.211669122933397	0.199703141586189	0.153789289621758	0.280937240460491	0.278682025565977	0.126929062069888	0.202617391861211	0.216426326418909	0.1869934339909	0.273304083305061	0.170449654292678	0.178506788345554	0.283019042240111	0.233778128123224	0.227660423202372	0.180333926933486	0.24098134635594	0.183129968508307	0.295140668050478	0.116537252687105	0.18931118755688	0.304016755162884	0.163118174348111	0.0332963579106013	0.202087798152742	0.202438340997555	0.282528965608807	0.276078815187116	0.236112534440382	0.284350714965228	0.212525571021113	1	0.17009857327257	0.255030685225335	0.0968245836551854	0.230902281792861	0.321960458108392	0.0552157630374233	0.230265649529252	0.194782903263592	0.106676149412533	0.0793205573328713	0.115132824764626	0.162069171992452	0.127515342612668	0.115132824764626	0.148159439497438	0.104764544365437	0.180333926933486	0.161229231877504	0.25661967683049	0.112708704333429	0.148159439497438	0.156173761888606	0.202677836775256	0.0690796948587756	0.099889073731804	0.144588807813564	0.118056267220191	0.0450834817333716	0.12049067317797	0.117130321416455	0.123039717479259	0.133185431642405	0.138838613157653	0.143314872780004	0.161185954670476	0.104115841259071	0.25661967683049	0.233778128123224	0.262105297527291	0.353380883439509	0.026783579200279	0.0877620777157238	0.17025130615175	0.0901669634667432	0.0921062598117008	0.0941763218696022	0.115132824764626	0.0850102284084451	0.258697602873127	0.099889073731804	0.246079434958519	0.125217580669452	0.262105297527291	0.29904998630487	0.126207458371253	0.270970103051919	0.238499523001431	0.122512778366338	0.24987801902177	0.0901669634667432	0.151601828638473	0.16995053271078	0.12049067317797	0.14256648712805	0.0698430295769578	0.238559361806849	0.133185431642405	0.163393479479609	0.202087798152742	0.125217580669452	0.127515342612668	0.078086880944303	0.10434798389121	0.120971675781827	0.12708381737303	0.26562660124543	0.216426326418909	0.115341967216319	0.125217580669452	0.123039717479259	0.107198681070546	0.050669459193814	0.138838613157653	0.127253772403664	0.160897142478827	0.195217202360758	0.0295140668050478	0.156173761888606	0.295140668050478	0.110431526074847	0.0815590871740555	0.156173761888606	0.294484069532924	0.276078815187116
