	DNTT	CASP12	MYC	PTGS1	CCNG2	CCR7	IKZF1	IL7R	RUNX2	SELL	TRIB3	SPI1	MEIS1	RAG2	FLT3	NOTCH1	IL12A	SOCS2	PF4	BCL2	NFIA	PDGFRB	GATA2	MLLT3	TSC22D3	ESR1	ELF1	IGHM	IRF8	MEF2C	NCF1	PIRB	SLC2A3	TIE1	APOE	GGTA1	ICA1	KCTD12	MOGS	NDRG2	NEAT1	NUDT19	PGR	PRR5	VEGFC	ANKRD44	CCDC112	CD44	CTSL	DACH1	EFNA1	GFI1B	H2-DMA	HNF4A	IPCEF1	ITGB7	RUNX1T1	VAMP5	CDK6	CRIP1	DUSP1	HDAC7	HLF	OSGIN1	RARB	TEK	TMEM14C	MAML3	CDT1	MCM4	MCM7	MKI67	PRIM1	TIPIN	TOP2A	UHRF1	FOXO1	VDR	ANGPT1	ARPP21	FCHO2	IL1R1	PBX1	SATB1	SYK	DENND2D	MPZL1	NCAPD2	PTP4A3	SLC43A2	TUBB4B	FDFT1	IRF6	CKS1B	HMGB2	POLA2	SLBP	2810468N07RIK	ARHGAP27	CAV2	ERP29	FHL1	FUT8	GNG11	GP9	KCNK5	KLF6	MGAT1	MYCT1	PYGL	ST8SIA4	TMEM123	WLS	ARRDC4	HOXA9	NDN	RNF38	AMPD2	AP1S2	CCT2	CD63	EMP1	HNRNPAB	CADPS2	CBX7	CHRNB1	CPXM1	CTSF	DTL	ELL2	ENPP5	ITSN1	ME2	MYO5A	N4BP3	NT5C3	NUPR1	PKN3	RANBP1	RGS19	RHOF	SGMS1	SLC29A1	TAPT1	YBX1	ZFP62	ZNRF2	OBSCN	PRDM16	RASAL3	SPNS2	TMEM246	TRIM16	UNC93B1	ITGB5	MAGED1	NUCB2	H1F0	NPDC1	TGM2	CD74	FKBP9	HSD3B7	CBFB
KCTD12	0	0.0642824346533225	0.02836380138987	0.0533001790889026	0	0.113960576459638	0.0870388279778489	0.116051770637132	0.0352892336620293	0.188608384038579	0.0559892510955854	0	0.0559892510955854	0.0541530361073882	0.158361516492979	0.102576242482777	0.0435194139889245	0.0710669054518702	0.204124145231932	0.0647750275631296	0	0.123737644977949	0.0330951696160748	0.0642824346533225	0.134839972492648	0.120006000450038	0	0.183920195948681	0.049568159709661	0.0263431684886916	0.150755672288882	0.154303349962092	0.227921152919276	0.165144564768954	0.0472323822860906	0.0909090909090909	0.202259958738973	1	0.0953462589245592	0.0778498944161523	0.123091490979333	0	0.129219147676184	0	0.0965609099170535	0	0	0.157013734395772	0.127920429813366	0.055048188256318	0.155126306998506	0.14213381090374	0.107676380411633	0.0350499818616391	0.301511344577764	0.134839972492648	0.161164592805076	0.150755672288882	0.0820609939862218	0	0	0.0541530361073882	0	0	0.0459800489871703	0.174077655955698	0.181818181818182	0	0.0603022689155527	0.0628694613461932	0.0580258853185659	0	0.080582296402538	0.0731272424127131	0.0435194139889245	0.103417537999004	0.0410304969931109	0.0759737176397586	0.117760300796829	0	0.292508969650852	0.165144564768954	0.0426401432711221	0	0.0829184989234173	0	0.426401432711221	0	0.134839972492648	0.138342892773215	0	0.0657951694959769	0.055048188256318	0	0.0399361531915436	0.0909090909090909	0.0753778361444409	0.424476359978009	0.0953462589245592	0.115813715472327	0	0.150755672288882	0.0642824346533225	0.246182981958666	0.0953462589245592	0	0	0.0778498944161523	0.113960576459638	0.116051770637132	0.0953462589245592	0.150755672288882	0.21320071635561	0.167248402001418	0.055048188256318	0.108306072214776	0	0.0710669054518702	0.180906806746658	0	0.150755672288882	0.301511344577764	0.0603022689155527	0.328975847479885	0.0731272424127131	0.266500895444513	0	0.0909090909090909	0.0580258853185659	0	0.190692517849118	0.263879698280125	0	0.0923186182344996	0.227921152919276	0	0.0454545454545455	0	0	0.246182981958666	0.167248402001418	0.134839972492648	0.103417537999004	0.14213381090374	0.192747769860971	0	0.292508969650852	0.141264482804403	0.0465242105199235	0.113960576459638	0.138342892773215	0.123091490979333	0.0953462589245592	0.125738922692386	0.269679944985297	0.251477845384773	0.0591312395989083	0	0.301511344577764	0.164121987972444	0.099889073731804	0	0.0870388279778489	0.0674199862463242
MOGS	0.0707106781186547	0.134839972492648	0	0.111803398874989	0	0.0398409536444798	0	0.0608580619450184	0	0.0659380473395787	0	0.0276289481997769	0	0	0.08304547985374	0.0645497224367903	0	0	0.0717496003334175	0.0679366220486757	0	0.0324442842261525	0	0	0	0.0314658387763776	0	0.0482242822170412	0	0	0.052704627669473	0	0.0597614304667197	0.0577350269189626	0.0247688702309035	0.190692517849118	0.0707106781186547	0.0953462589245592	1	0	0	0.0953462589245592	0	0	0.0506369683541833	0	0	0.0411693484796309	0.0894427190999916	0	0.054232614454664	0	0.110389464932176	0	0.158113883008419	0.0707106781186547	0	0.0790569415042095	0	0	0.055048188256318	0.0567961834247065	0	0	0	0.0365148371670111	0.0953462589245592	0	0	0.0659380473395787	0.0608580619450184	0	0	0	0	0	0	0	0	0	0.076696498884737	0.115470053837925	0	0	0.0289885517826224	0	0.223606797749979	0	0.141421356237309	0.0725476250110012	0	0.276026223736942	0	0	0	0	0	0.157134840263677	0.1	0.0404888165089458	0.0845154254728517	0	0.134839972492648	0.129099444873581	0.1	0	0	0.163299316185545	0.119522860933439	0.121716123890037	0.2	0.158113883008419	0.167705098312484	0.0877058019307029	0	0	0	0.074535599249993	0.0632455532033676	0	0.052704627669473	0.158113883008419	0	0.0690065559342354	0	0.0559016994374947	0.1	0.190692517849118	0.0608580619450184	0	0.2	0.0461265604014442	0.0816496580927726	0.0645497224367903	0	0.138013111868471	0	0	0	0.129099444873581	0.0877058019307029	0.141421356237309	0.054232614454664	0.074535599249993	0.174242736747613	0	0.076696498884737	0.0493864798324795	0	0	0.0725476250110012	0.129099444873581	0	0.131876094679157	0.0707106781186547	0.0659380473395787	0.124034734589208	0	0.316227766016838	0.086066296582387	0.0698430295769578	0.129099444873581	0.182574185835055	0
NDRG2	0.115470053837925	0.055048188256318	0.048578616755726	0.0912870929175277	0.163299316185545	0.0325300024316178	0.111803398874989	0	0.0906596827823249	0	0.0479463301485384	0	0.0958926602970768	0.0463738895760168	0.0339031751810405	0.0702728368926307	0.0372677996249965	0	0.0687523872771159	0.0369800130816819	0.0456435464587638	0.132453235706504	0.0566820201265136	0.055048188256318	0.115470053837925	0.0770752493308062	0.133333333333333	0.0393749615479079	0.0848952719956018	0.135353650438482	0.0430331482911935	0	0.0975900072948533	0.0471404520791032	0.0202236978569752	0.0778498944161523	0.115470053837925	0.0778498944161523	0	1	0	0	0.0737711113563317	0	0.0826898230594723	0	0.105409255338946	0.100843896817922	0.0730296743340221	0.188561808316413	0	0.121716123890037	0	0.0900450337781496	0.129099444873581	0	0.0690065559342354	0.193649167310371	0.175682092231577	0.086066296582387	0.134839972492648	0.13912166872805	0.0666666666666667	0.0975900072948533	0.118124884643724	0.0596284793999944	0	0.0975900072948533	0.0516397779494322	0.0538381902058166	0.0496903994999953	0.112687233963802	0	0.12524485821703	0.074535599249993	0.0442807442770048	0.105409255338946	0.130120009726471	0.0672292645452814	0.115470053837925	0.0626224291085149	0.0471404520791032	0.146059348668044	0.0496903994999953	0.0710071602496726	0.129099444873581	0	0.112687233963802	0.115470053837925	0	0.0608580619450185	0	0.14142135623731	0	0.0683985568056769	0.0778498944161523	0.129099444873581	0.0460043706228236	0.163299316185545	0.132235920981457	0	0.258198889747161	0.055048188256318	0.105409255338946	0	0	0.118469775551818	0.133333333333333	0.0975900072948533	0.0496903994999953	0.0816496580927726	0	0.136930639376292	0.0716114874039433	0.0942809041582063	0.13912166872805	0.0975900072948533	0	0.0516397779494322	0.0516397779494322	0	0	0.103279555898864	0	0.0626224291085149	0.0456435464587638	0	0	0.0993807989999907	0.0975900072948533	0	0.112986536573206	0	0.052704627669473	0.29277002188456	0.0563436169819011	0.0778498944161523	0.187867287325545	0.0690065559342354	0	0.143222974807887	0.115470053837925	0	0.243432247780074	0	0.115470053837925	0.12524485821703	0.161295567709102	0.119522860933439	0.0975900072948533	0	0.105409255338946	0.0816496580927726	0	0	0.107676380411633	0.15191090506255	0.112687233963802	0	0.0702728368926307	0.0855398922768301	0	0	0.0577350269189626
NEAT1	0	0.0870388279778489	0.0768095372642569	0	0	0.051434449987364	0.058925565098879	0	0.0477818482567497	0.0851256530758749	0.0758098043578904	0.329914439536929	0.0758098043578904	0.0733235575106767	0.0536056267418897	0.0277777777777778	0.058925565098879	0.0962250448649376	0	0.0292352673102343	0.0721687836487032	0.0418853908291696	0.0448110714948221	0.0870388279778489	0.182574185835055	0.0406222231851194	0	0.062257280636469	0.0671156055214024	0.0356688187503211	0.0680413817439772	0.0645497224367903	0.077151674981046	0	0.031976473969554	0	0.0912870929175277	0.123091490979333	0	0	1	0	0.0583211843519804	0	0.0653720450460614	0	0	0.0531494003452734	0.0577350269189626	0.074535599249993	0.0700140042014005	0.0962250448649376	0	0.0474578997876249	0	0	0.109108945117996	0	0.0555555555555556	0	0	0.0733235575106767	0	0	0.062257280636469	0.0471404520791032	0	0	0.163299316185545	0.0851256530758749	0.0785674201318386	0.0890870806374748	0.109108945117996	0.0990147542976674	0.058925565098879	0.0700140042014005	0.0555555555555556	0.051434449987364	0.0531494003452734	0	0.0990147542976674	0.074535599249993	0.0577350269189626	0.0785674201318386	0.037424059428256	0	0	0	0	0	0	0	0.074535599249993	0	0.0540738070435875	0.123091490979333	0	0.039253433598943	0	0.0522708373489317	0	0.102062072615966	0	0	0	0	0	0	0.154303349962092	0.0785674201318386	0	0	0.0721687836487032	0	0.074535599249993	0.0733235575106767	0	0	0.0816496580927726	0	0.0680413817439772	0	0.0816496580927726	0.0890870806374748	0.0990147542976674	0.0721687836487032	0	0	0	0	0	0.0595491334175414	0	0.0416666666666667	0.154303349962092	0.0890870806374748	0.0615457454896664	0	0	0.166666666666667	0	0	0	0	0.0474578997876249	0	0	0.127515342612668	0.0629940788348712	0	0	0	0	0.0851256530758749	0.0912870929175277	0.0851256530758749	0	0.0890870806374748	0	0	0.0450834817333716	0	0	0.0912870929175277
NUDT19	0.134839972492648	0.0642824346533225	0	0.0533001790889026	0	0.0379868588198793	0.0435194139889245	0	0	0.0628694613461932	0	0	0	0.0541530361073882	0	0.0205152484965555	0	0	0.0793363503758019	0.0215916758543765	0	0	0.0330951696160748	0	0	0.0300015001125094	0	0	0	0	0	0.062257280636469	0	0	0	0.0909090909090909	0	0	0.0953462589245592	0	0	1	0.0430730492253948	0	0	0	0	0	0.0426401432711221	0	0	0.0710669054518702	0	0.0350499818616391	0	0	0.080582296402538	0	0	0.100503781525921	0.0524863881081478	0.108306072214776	0	0	0.0459800489871703	0	0.0909090909090909	0	0	0.0628694613461932	0.0580258853185659	0	0.161164592805076	0	0.0870388279778489	0.0517087689995019	0	0.0379868588198793	0	0	0	0.055048188256318	0	0	0	0	0	0	0.0674199862463242	0	0.0710669054518702	0.0657951694959769	0	0	0	0	0	0	0	0	0	0.0753778361444409	0	0	0	0	0.0691714463866075	0.0778498944161523	0	0	0	0	0	0	0	0	0.113960576459638	0.14213381090374	0	0	0	0	0	0.0657951694959769	0	0	0.190692517849118	0.0909090909090909	0	0	0.190692517849118	0.0439799497133542	0.155699788832305	0.0307728727448332	0	0.263180677983908	0	0	0	0	0	0	0	0	0.0449921270665848	0.134839972492648	0.0731272424127131	0.0470881609348011	0.0465242105199235	0	0	0	0.0953462589245592	0	0	0	0.0591312395989083	0	0	0.123091490979333	0	0.123091490979333	0	0
PGR	0.127775312999988	0.0609144903873173	0.188144173676719	0.0505076272276105	0.0903507902905251	0.0359966164770693	0.268055482123755	0.0549857399228215	0.200641966621938	0.0893633203101749	0.0795837163615937	0.0350070021007002	0.265279054538646	0.153947401737236	0.0375161236742064	0.126362566095958	0.0412393049421161	0.0336717514850737	0.186500961648063	0.0716114874039433	0.227284322524247	0.131911502410948	0.235209128549336	0.152286225968293	0.191662969499982	0.398014876083996	0.368855556781659	0.0871420401900598	0.23485569615051	0.13729635176102	0.119047619047619	0.200250469728704	0.107989849431208	0.0260820265478651	0.0783260449987957	0.0430730492253948	0.095831484749991	0.129219147676184	0	0.0737711113563317	0.0583211843519804	0.0430730492253948	1	0.0381801774160606	0.0457509010871677	0	0.0583211843519804	0.0557952475632102	0.0808122035641769	0.20865621238292	0.0489995957550025	0.26937401188059	0	0.265708888557301	0.142857142857143	0	0.190900887080303	0.0357142857142857	0.0583211843519804	0.142857142857143	0.0746047096952991	0.102631601158157	0.331970001103493	0	0.261426120570179	0.0824786098842323	0.0430730492253948	0.107989849431208	0.0857142857142857	0.0893633203101749	0.0824786098842323	0.0935219529582825	0.114540532248182	0.173239732168809	0.144337567297406	0.19599838302001	0.291605921759902	0.23397800710095	0.0929920792720171	0.127775312999988	0.138591785735047	0.0782460796435952	0.222233559801486	0.192450089729875	0.0654784640734437	0.0714285714285714	0.101015254455221	0.062347968638855	0.127775312999988	0.0327736762672231	0.0673435029701474	0.0311739843194275	0.312984318574381	0.0381801774160606	0.151375126521719	0.129219147676184	0.107142857142857	0	0.0451753951452626	0.0731639313902263	0	0.178571428571429	0	0.0583211843519804	0	0	0.294963086405008	0.0737711113563317	0.0539949247156039	0.0824786098842323	0	0	0.0757614408414158	0.0792428851750327	0.286902292026516	0.153947401737236	0.107989849431208	0.0673435029701474	0.0285714285714286	0.0285714285714286	0.0476190476190476	0.0714285714285714	0.2	0.0935219529582825	0.0692958928675237	0.0505076272276105	0.0903507902905251	0.0430730492253948	0.0549857399228215	0.0539949247156039	0.135526185435788	0.125027135569624	0.0368855556781659	0.0729014804399755	0.0539949247156039	0.062347968638855	0.107682623063487	0.0692958928675237	0.0381801774160606	0.0583211843519804	0.0792428851750327	0.063887656499994	0.0244997978775013	0.0336717514850737	0	0.31943828249997	0.103943839301286	0.133863224475948	0.220433357088703	0.107989849431208	0.0327736762672231	0	0.225876975726313	0.029787773436725	0.063887656499994	0.208514414057075	0.112066362936105	0.062347968638855	0	0.0972019739199674	0.0946555937784399	0.0583211843519804	0	0.191662969499982
PRR5	0	0	0	0	0.0845154254728517	0.0336717514850737	0.038575837490523	0	0	0	0.0496291666985465	0.0785674201318386	0	0	0.0701862406343596	0.0181848241863327	0	0	0.0261488180184245	0.0382779501175476	0	0.109681699421416	0	0	0	0	0	0	0	0	0	0.138342892773215	0.0505076272276105	0.0487950036474267	0	0	0	0	0	0	0	0	0.0381801774160606	1	0.0855920985021826	0	0	0.0347944500319611	0	0	0.0458349248514106	0	0.0492067831305123	0	0	0	0	0	0.0727392967453308	0	0.0930484210398471	0	0	0	0	0.123442679969674	0	0	0.0534522483824849	0.0557278212575353	0.051434449987364	0.0583211843519804	0	0.0648203723552164	0	0.0458349248514106	0.0363696483726654	0	0.104383350095883	0	0	0	0	0	0.0244997978775013	0	0	0.0583211843519804	0	0	0	0	0	0.0714285714285714	0	0	0	0.140028008402801	0.0845154254728517	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0389840587792725	0	0	0	0	0.040291148201269	0.0648203723552164	0.0714285714285714	0	0	0	0	0	0.0567961834247065	0	0	0.0417391935564841	0	0.101015254455221	0	0	0	0	0	0	0	0	0	0	0.0590281336100955	0	0	0
VEGFC	0	0.0341394370999459	0.0753179479500919	0.0283069258536149	0	0.0403485021779202	0.0462250163521024	0.0616333551361366	0.0937079140987292	0.100167084494127	0.0297350516725026	0.0617213399848368	0.148675258362513	0.0287598654271525	0.105129283382795	0.141639430933133	0.115562540880256	0.0377425678048199	0.0912870929175277	0.0573350763461485	0.0283069258536149	0.0985728116180288	0.0703053932237228	0.0341394370999459	0.0716114874039433	0.0478000404707181	0.0413449115297361	0.0976772581011009	0.0263249063246328	0.0419713852695442	0.0533760512683624	0.0487950036474267	0.0605227532668802	0.116941069240937	0.037626614941534	0.0482804549585268	0.0716114874039433	0.0965609099170535	0.0506369683541833	0.0826898230594723	0.0653720450460614	0	0.0457509010871677	0.0855920985021826	1	0	0	0.0625407298837625	0.0905821627315676	0.0584705346204686	0.137308759095272	0.0754851356096397	0.170319886741098	0.037229039552497	0.0800640769025436	0.0358057437019716	0.0427960492510913	0.120096115353815	0.0653720450460613	0	0	0.0575197308543051	0	0.12104550653376	0.0732579435758257	0.166410058867569	0.0482804549585268	0	0.0320256307610174	0.0333890281647089	0.0616333551361366	0.0349428278907306	0.0427960492510913	0.0776735637380617	0.0231125081760512	0.0274617518190545	0.0435813633640409	0.0806970043558403	0.187622189651287	0	0.0776735637380617	0.116941069240937	0.11322770341446	0	0.0587156951700103	0	0.11322770341446	0	0.0716114874039433	0.0367359179185323	0	0.0349428278907306	0.0877058019307029	0	0.106047460495963	0.0482804549585268	0	0.129099444873581	0.0506369683541833	0.102511546013091	0.0427960492510913	0.120096115353815	0.0341394370999459	0.0653720450460614	0.0506369683541833	0	0	0.0413449115297361	0.0605227532668802	0.0308166775680683	0.0506369683541833	0.0800640769025436	0.0849207775608447	0.0444115591684328	0.0584705346204686	0.0287598654271525	0	0	0.0640512615220349	0	0.106752102536725	0.0800640769025436	0.0320256307610174	0.0698856557814612	0.0388367818690309	0.0566138517072298	0.101273936708367	0.0482804549585268	0.0308166775680683	0	0.101273936708367	0.0467141835867052	0	0.0326860225230307	0.12104550653376	0	0.0241402274792634	0	0	0.130744090092123	0.0444115591684328	0.0358057437019716	0.0274617518190545	0.11322770341446	0.0674199862463242	0	0.0388367818690309	0.150046896984107	0.0494166211107401	0	0.0367359179185323	0.0653720450460614	0	0.0667780563294178	0.0716114874039433	0.0667780563294178	0.0942111439531992	0	0.160128153805087	0.0435813633640409	0.0884159819612176	0	0.0462250163521024	0.0358057437019716
ANKRD44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.707106781186548	0	0	0	0	0	0.107417231105915	0	0	0	0	0	0	0	0	0	0	0.218217890235992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258198889747161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0917662935482247	0	0	0	0	0	0	0.182574185835055	0	0	0	0.218217890235992	0	0	0.288675134594813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218217890235992	0	0	0	0	0	0	0	0	0.136082763487954	0.207869854820775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC112	0.0912870929175277	0.0870388279778489	0	0.0721687836487032	0.129099444873581	0	0.058925565098879	0	0.0477818482567497	0	0	0	0	0	0	0.0277777777777778	0.058925565098879	0	0.16151457061745	0.0292352673102343	0	0.0418853908291696	0.0448110714948221	0	0	0.0406222231851194	0	0.062257280636469	0.0671156055214024	0.0356688187503211	0.0680413817439772	0	0.077151674981046	0	0	0	0.0912870929175277	0	0	0.105409255338946	0	0	0.0583211843519804	0	0	0.707106781186548	1	0	0	0.074535599249993	0	0	0	0.0474578997876249	0.204124145231932	0	0	0	0.111111111111111	0.136082763487954	0.0710669054518702	0.0733235575106767	0	0.154303349962092	0.062257280636469	0.14142135623731	0	0	0	0	0	0.0890870806374748	0	0.0990147542976674	0.058925565098879	0	0.0555555555555556	0.051434449987364	0	0.365148371670111	0.0990147542976674	0	0.0577350269189626	0	0.037424059428256	0.204124145231932	0	0.0890870806374748	0.0912870929175277	0	0.192450089729875	0	0.074535599249993	0	0.0540738070435875	0	0.102062072615966	0	0.129099444873581	0.0522708373489317	0	0.102062072615966	0	0	0.129099444873581	0	0.0936585811581694	0.105409255338946	0.154303349962092	0.0785674201318386	0	0.204124145231932	0	0.11322770341446	0	0.0733235575106767	0	0	0	0.0816496580927726	0	0	0.0816496580927726	0	0	0	0	0	0.157134840263677	0	0	0.0595491334175414	0	0.0416666666666667	0.154303349962092	0.0890870806374748	0.0615457454896664	0.0990147542976674	0.109108945117996	0	0.226455406828919	0	0	0.288675134594813	0.169030850945703	0	0.0990147542976674	0.0637576713063338	0.0629940788348712	0.154303349962092	0	0	0.129099444873581	0	0	0.0851256530758749	0.0800640769025436	0	0	0.0555555555555556	0.0450834817333716	0	0	0
CD44	0.0291111254869791	0.0277563690826684	0.0612357126958977	0.0460287308949162	0.0411693484796309	0.0984135662610246	0.0751646028002829	0.150329205600566	0.0609498379736422	0.162877586939371	0.0483509477029724	0	0.0241754738514862	0.0233826186772478	0.119662490491488	0.088582333908789	0.0751646028002829	0.0306858205966108	0.258198889747161	0.0745841724706909	0	0.12021390391308	0.0285801789453476	0.0555127381653369	0.0582222509739582	0.0906799657252002	0	0.158828982381875	0.0214029251236348	0.0454986318624914	0.108490759150687	0.0859602382591879	0.123016957826281	0.0475382688541528	0.091774642498454	0.078506867197886	0.116444501947916	0.157013734395772	0.0411693484796309	0.100843896817922	0.0531494003452734	0	0.0557952475632102	0.0347944500319611	0.0625407298837625	0	0	1	0.128880446505765	0.0713074032812293	0.133963284206732	0.0613716411932216	0.190692517849118	0.0454024604764502	0.130188910980824	0.116444501947916	0.0347944500319611	0.130188910980824	0.0708658671270312	0	0.0226629804549668	0.0935304747089911	0	0	0.0198536227977344	0.180395046720679	0.039253433598943	0	0.0260377821961648	0.0271462644898952	0.0501097352001886	0	0.0347944500319611	0.0315754488975336	0.0375823014001414	0.0223272140344553	0.0354329335635156	0.0492067831305123	0.169491525423729	0	0.0947263466926009	0.190153075416611	0.0368229847159329	0.0250548676000943	0.0835407853181026	0.0650944554904119	0.184114923579665	0.0284095494863568	0.0582222509739582	0.0896021536634248	0	0.0284095494863568	0.0237691344270764	0.0347944500319611	0.0862197125625809	0.078506867197886	0.032547227745206	0.163082018263361	0.0823386969592618	0.166689819638462	0.0695889000639221	0.0976416832356179	0.0832691072480053	0.106298800690547	0.0823386969592618	0	0.0298673845544749	0.0672292645452814	0.0492067831305123	0.0250548676000943	0.0823386969592618	0.130188910980824	0.138086192684749	0.0722158144674119	0.0237691344270764	0.0935304747089911	0	0.0306858205966108	0.0781133465884943	0.0260377821961648	0.151887062810961	0.130188910980824	0.0260377821961648	0.0568190989727136	0.0631508977950673	0.0920574617898323	0.0411693484796309	0.039253433598943	0.0501097352001886	0	0.123508045438893	0.0949500219666901	0	0.0664367504315918	0.0984135662610246	0.0284095494863568	0.039253433598943	0	0.0347944500319611	0.106298800690547	0.18053953616853	0.116444501947916	0.0893088561378213	0.0920574617898323	0.0629940788348712	0	0.126301795590135	0.101660459920281	0.0401771701845154	0	0.0597347691089499	0.106298800690547	0.0823386969592618	0.0542925289797903	0.174666752921875	0.135731322449476	0.0765964381782248	0.0284095494863568	0.130188910980824	0.0708658671270312	0.27316224223506	0	0.0751646028002829	0.0582222509739582
CTSL	0.0632455532033676	0.241209075662211	0.0665190105237739	0.075	0.0447213595499958	0.0890870806374748	0.0408248290463863	0.0816496580927726	0.0331042355440947	0.147441956154897	0.052522573143889	0.0691301129820284	0.052522573143889	0.0508000508000762	0.0928476690885259	0.0769800358919501	0.0816496580927726	0.0333333333333333	0.277350098112615	0.0506369683541833	0.025	0.116076200017602	0.0310460210282533	0.0904534033733291	0.126491106406735	0.0985036562622408	0.0365148371670111	0.129399327844126	0.0697485832462916	0.0370681237929129	0.0707106781186548	0	0.0801783725737273	0.0516397779494322	0.0553848775621711	0.0852802865422442	0.158113883008419	0.127920429813366	0.0894427190999916	0.0730296743340221	0.0577350269189626	0.0426401432711221	0.0808122035641769	0	0.0905821627315676	0	0	0.128880446505765	1	0.0774596669241483	0.0970142500145332	0.1	0.0316227766016838	0.0493196961916072	0.14142135623731	0.0316227766016838	0.0755928946018454	0.106066017177982	0.038490017945975	0.0471404520791032	0.0492365963917331	0.0762000762001143	0.0365148371670111	0	0.064699663922063	0.0816496580927726	0.0426401432711221	0.0534522483824849	0.0565685424949238	0.0884651736929383	0.0816496580927726	0.0617213399848368	0.0377964473009227	0.0685994340570035	0.0612372435695795	0.0727606875108999	0.038490017945975	0.0534522483824849	0.110468954147799	0	0.102899151085505	0.180739222823013	0.04	0.0272165526975909	0.0648203723552164	0	0.2	0.0617213399848368	0.126491106406735	0.064888568452305	0	0.0308606699924184	0.103279555898864	0.0377964473009227	0.0936585811581694	0.0852802865422442	0.0707106781186548	0.0998337488459583	0.0447213595499958	0.108642895251022	0	0.106066017177982	0.0603022689155527	0.115470053837925	0.0447213595499958	0	0.0973328526784575	0.0730296743340221	0.160356745147455	0.0272165526975909	0.0894427190999916	0.212132034355964	0.125	0.156892908110547	0.0516397779494322	0.0508000508000762	0.0534522483824849	0.0333333333333333	0.14142135623731	0	0.188561808316413	0.14142135623731	0.0848528137423857	0.123442679969674	0.0685994340570035	0.075	0.178885438199983	0.426401432711221	0.0816496580927726	0.0534522483824849	0.178885438199983	0.103142124625879	0.0365148371670111	0.0866025403784439	0.10690449676497	0.0308606699924184	0.0426401432711221	0.0342997170285018	0	0.115470053837925	0.0784464540552736	0.126491106406735	0.0485071250072666	0.0333333333333333	0.0642824346533225	0.0632455532033676	0.137198868114007	0.132517831289816	0.0436435780471985	0	0.064888568452305	0.115470053837925	0.0447213595499958	0.117953564923918	0.0948683298050514	0.147441956154897	0.138675049056307	0.0617213399848368	0.14142135623731	0.1539600717839	0.171791138077467	0	0.0408248290463863	0.0632455532033676
DACH1	0.204124145231931	0.0778498944161523	0.206101615971818	0.0645497224367903	0.173205080756888	0.0230021853114118	0.421637021355784	0.0702728368926307	0.299161690219482	0.038069349381344	0.169515875905203	0	0.339031751810405	0.131165167156791	0.0479463301485384	0.136648598624987	0.052704627669473	0.0430331482911935	0.0496903994999953	0.0653720450460613	0.258198889747161	0.0936585811581694	0.240481444816861	0.233549683248457	0.244948974278318	0.199834915366009	0.329983164553722	0.0556846046389705	0.390195146371982	0.223322129527944	0.121716123890037	0.0410304969931109	0.0690065559342354	0.0666666666666667	0.0429009416860051	0.055048188256318	0.163299316185545	0.055048188256318	0	0.188561808316413	0.074535599249993	0	0.20865621238292	0	0.0584705346204686	0	0.074535599249993	0.0713074032812293	0.0774596669241483	1	0.0626224291085149	0.387298334620742	0.176604314275339	0.275909633985706	0.0912870929175277	0	0.243975018237133	0.0912870929175277	0.149071198499986	0.0608580619450185	0.0953462589245592	0.196747750735186	0.377123616632825	0	0.250580720875367	0.0632455532033676	0	0.207019667802706	0.182574185835055	0.152277397525376	0.175682092231577	0.199204768222399	0.0487950036474267	0.177122977108019	0.131761569173682	0.156556072771287	0.273297197249974	0.299028409048353	0.0475382688541528	0.0816496580927726	0.0885614885540095	0.0333333333333333	0.335658556671309	0.386500602909469	0.0669461927004578	0.273861278752583	0	0.159363814577919	0.122474487139159	0	0.0430331482911935	0	0.3	0.0487950036474267	0.19346033336267	0.27524094128159	0.182574185835055	0.0660338179744218	0.0577350269189626	0.0935049164424369	0	0.228217732293819	0.0778498944161523	0	0	0	0.376968517462526	0.0942809041582063	0.138013111868471	0.0702728368926307	0.0577350269189626	0	0.129099444873581	0.0506369683541833	0.366666666666667	0.295121626102779	0.138013111868471	0.0430331482911935	0.0730296743340221	0.0730296743340221	0.0608580619450185	0	0.219089023002066	0.0796819072889596	0.221403721385024	0.0322748612183951	0	0	0.140545673785261	0.138013111868471	0	0.106524728258261	0	0.074535599249993	0.138013111868471	0.119522860933439	0.165144564768954	0.0885614885540095	0.0975900072948533	0.074535599249993	0.101273936708367	0.0816496580927726	0	0.172132593164774	0	0.244948974278318	0.0885614885540095	0.14256648712805	0.338061701891407	0.0690065559342354	0	0.074535599249993	0.173205080756888	0.038069349381344	0.0408248290463863	0.266485445669408	0.143222974807887	0.159363814577919	0	0.074535599249993	0.100809729818189	0	0	0.244948974278318
