,TF,index
126,TCF7L1,395
127,HIF3A,397
128,SOX3,398
129,DACH1,403
130,TWIST1,409
131,LMX1B,410
132,CDCA7L,411
133,TAF1L,415
134,UHRF1,422
135,SF1,423
136,ELL2,425
137,CBFA2T2,429
138,MECOM,430
139,POLR2G,432
140,RAX2,434
141,TEAD4,445
142,POLR3E,447
143,ASXL1,448
144,HCFC1,453
145,SIX6,457
146,ARID5B,460
147,MEIS1,463
148,RARG,466
149,POLR1A,468
150,POLR2A,477
151,FUBP1,485
152,CNBP,489
153,ANKRD6,494
154,JMJD1C,496
155,EEF1A1,498
156,ANKZF1,508
157,AFF4,511
158,OTX2,514
159,KHDRBS2,517
160,HELZ,520
161,MED16,527
162,DAB2,528
163,APBB2,538
164,ZRANB2,539
165,SOX5,541
166,REL,546
167,CENPK,549
168,HIF1A,552
169,PHF21A,554
170,ARID3A,558
171,DMBX1,559
172,MDM4,566
173,ILF3,582
174,FOXH1,585
175,ALS2CR8,586
176,KLF7,587
177,RBM14,589
178,PHF17,591
179,TLE2,592
180,MCM2,593
181,HNRNPD,601
182,MCM4,606
183,PITX2,614
184,GSC,622
185,HOXB3,625
186,RBBP4,628
187,FUS,630
188,CIITA,632
189,SNAI2,635
190,U2AF1,642
191,CRABP2,646
192,HLX,654
193,BARX2,657
194,ZNF83,658
195,CREB3L2,659
196,BMP4,663
197,KHSRP,664
198,AEBP1,671
199,LZTS1,683
200,BMP2,685
201,ILF2,687
202,HNRNPK,691
203,SRSF10,693
204,JUND,694
205,UPF2,697
206,RNF14,704
207,APC,705
208,TFE3,707
209,AR,711
210,APEX1,718
211,CREB3L4,721
212,MEF2D,726
213,MXD4,730
214,PBXIP1,731
215,ZNF146,732
216,ZIC2,736
217,H1F0,742
218,GRHL2,743
219,CBX3,752
220,EGR1,753
221,TLR7,755
222,ZFP42,763
223,ZEB2,768
224,SRSF1,769
225,E2F4,772
226,MEIS2,776
227,HMGN2,778
228,PER3,783
229,PSMD9,789
230,POLR1C,790
231,SUPT16H,795
232,VHL,798
233,MKI67IP,800
234,SOX17,804
235,POLR1B,806
236,TBX20,807
237,SAP18,808
238,ETV4,815
239,ZNF219,816
240,DDX54,819
241,CEBPZ,825
242,BTF3,826
243,BCL11A,831
244,BHLHE40,832
245,RNF19A,835
246,SMARCC1,837
247,WDR5,838
248,SALL3,842
249,PPARA,846
250,EOMES,856
251,NFIA,860
252,MLLT6,861
253,YBX1,864
254,MIF,865
255,IRF1,868
256,SCD5,869
257,SNAPC3,875
258,POLR2K,880
259,ENO1,883
260,TBX3,890
261,LIN28A,898
262,DNMT3A,899
263,DPF2,903
264,BRWD1,905
265,SIRT1,913
266,ARNT2,914
267,SFPQ,919
268,E2F7,924
269,TLE3,927
270,RAD51,928
271,PSIP1,929
272,MAPK10,933
273,SATB2,934
274,MYCN,938
275,PBX1,946
276,NR3C1,948
277,CALCOCO1,949
278,STAT2,952
279,MYOCD,953
280,HAND1,957
281,SUPT7L,960
282,NFIB,962
283,ZNF589,974
284,RUNX1,975
285,HOXB4,980
286,CNTRL,981
287,ZNF238,982
288,ZNF585B,986
289,SHOX2,990
290,MAFG,992
291,NR2C1,993
292,POLR2D,996
293,SOS2,1005
294,SRSF2,1010
295,GTF2H2,1011
296,ETS1,1012
297,TRAF6,1015
298,LEF1,1018
299,ASB9,1025
300,ZBTB38,1026
301,PDCD11,1029
302,POU2F2,1032
303,MYBBP1A,1035
304,ZNF587,1036
305,ATF6,1040
306,HOXB2,1048
307,HIST1H1B,1051
308,TCEA1,1054
309,RAI1,1055
310,RBFOX2,1057
311,GATA3,1058
312,RBPJ,1064
313,EZH2,1071
314,LMO3,1072
315,ESRRG,1082
316,HOPX,1083
317,MCM6,1089
318,WWTR1,1090
319,APBB1,1093
320,ZNF8,1095
321,HAND2,1096
322,TMF1,1101
323,DNAJC2,1107
324,NFE2L3,1109
325,EHMT2,1111
326,EWSR1,1114
327,NCOA6,1117
328,PRDM14,1118
329,GRHL1,1122
330,ETV7,1124
331,ELAVL2,1128
332,SNAI1,1129
333,RBMX,1131
334,ZNF142,1134
335,BTG2,1137
336,KAT6A,1139
337,SMAD5,1142
338,RUVBL1,1143
339,TFDP1,1146
340,POU2AF1,1148
341,TP53,1149
342,PLAGL1,1154
343,FOXN3,1162
344,SOX7,1164
345,SMG6,1172
346,CSRP2,1192
347,SALL2,1193
348,ASB4,1194
349,KAT7,1212
350,SLA2,1217
351,SATB1,1224
352,SNAPC4,1225
353,NRIP1,1229
354,NANOG,1231
355,ZIC3,1232
356,MAFF,1233
357,ZNF160,1239
358,HOXB6,1240
359,SRSF6,1244
360,WWP1,1246
361,POU3F1,1249
362,SHOX,1253
363,CTBP1,1257
364,MSX1,1261
365,HDAC9,1263
366,KLF6,1267
367,RORB,1272
368,SMARCD1,1273
369,HDGF,1280
370,TGFB1I1,1286
371,DNMT1,1287
372,POLR2I,1288
373,TRIP6,1296
374,TFAP4,1299
375,TRIP11,1300
376,NR0B1,1301
377,KLF8,1304
378,RNPS1,1306
379,RAI14,1308
380,SNRPD1,1313
381,TCF19,1314
382,MCM5,1316
383,HOXB7,1318
384,AFF1,1319
385,SOX13,1321
386,ZEB1,1324
387,PHB2,1330
388,TCF4,1332
389,MED14,1335
390,ISL1,1338
391,SERTAD2,1342
392,TRIM28,1345
393,IFI16,1348
394,ETV1,1352
395,PAWR,1353
396,AES,1355
397,ZNF239,1357
398,ZNF471,1362
399,ID1,1366
400,ID3,1369
401,TCOF1,1371
402,ARID4B,1373
403,UPF1,1393
404,ALYREF,1397
405,FLI1,1401
406,TFAP2A,1402
407,XRCC5,1405
408,BMPR1A,1406
409,UBTF,1407
