,Gene,index
496,ARCN1,496
497,WSB1,497
498,FLNB,498
499,TNFRSF13C,499
500,GGTA1,500
501,IIGP1,501
502,ZNRF2,502
503,IL6ST,503
504,9430015G10RIK,504
505,DOCK10,505
506,RPS6KA3,506
507,CKAP2L,507
508,RBPMS,508
509,CENPL,509
510,NUP85,510
511,TMEM184C,511
512,SLC7A4,512
513,1700017B05RIK,513
514,RPRD1B,514
515,GRINA,515
516,DNM1L,516
517,MR1,517
518,ZC3H7A,518
519,JARID2,519
520,TGTP1,520
521,INPP5B,521
522,FAM91A1,522
523,TMEM50B,523
524,NUPR1,524
525,CPA3,525
526,TSPAN14,526
527,ATP1B3,527
528,PPP1R9A,528
529,CD48,529
530,BATF2,530
531,PLAC8,531
532,CCDC50,532
533,E2F8,533
534,TECPR1,534
535,LTB,535
536,RPAP1,536
537,TRIM30B,537
538,SLCO4A1,538
539,SLC20A1,539
540,IL12A,540
541,CD300A,541
542,DDX58,542
543,RGCC,543
544,TFR2,544
545,NOL9,545
546,ATP8B4,546
547,TRIM35,547
548,SYNJ1,548
549,ARID3B,549
550,GPRASP1,550
551,DDX60,551
552,NDUFA10,552
553,DEF8,553
554,KCNQ1OT1,554
555,GM20559,555
556,CENPO,556
557,RGS2,557
558,ANXA2,558
559,TRP53I11,559
560,UBA2,560
561,MYCT1,561
562,9530082P21RIK,562
563,CAD,563
564,GUCY1A1,564
565,ART4,565
566,FLNA,566
567,HERPUD1,567
568,SPO11,568
569,PTPRS,569
570,ALAS1,570
571,CIPC,571
572,METTL7A1,572
573,DHFR,573
574,PSME3,574
575,DUSP1,575
576,TIPIN,576
577,CSGALNACT2,577
578,SLC29A1,578
579,EGR1,579
580,CASP1,580
581,SRSF1,581
582,PIP4K2A,582
583,ERCC8,583
584,PSMD9,584
585,MYCN,585
586,CREBRF,586
587,CD69,587
588,DDX21,588
589,KNSTRN,589
590,TAB1,590
591,SUSD3,591
592,PLA2G15,592
593,DUT,593
594,PECAM1,594
595,IGHM,595
596,STXBP4,596
597,SGO1,597
598,H2-AA,598
599,PWP2,599
600,RELB,600
601,MYB,601
602,MGAT1,602
603,PKIB,603
604,JUN,604
605,TMEM206,605
606,PHF5A,606
607,CD34,607
608,TIMM29,608
609,MSH6,609
610,ZDHHC6,610
611,PPP1CB,611
612,PCMTD2,612
613,RAD21,613
614,CUL3,614
615,XPNPEP1,615
616,EIF2B1,616
617,CHCHD10,617
618,NFATC2,618
619,F2R,619
620,PAK1,620
621,SOX18,621
622,BPIFC,622
623,MBNL3,623
624,TRMT6,624
625,RTEL1,625
626,SHISA5,626
627,DHRS3,627
628,GNG2,628
629,SLC31A1,629
630,GATM,630
631,NDE1,631
632,CFP,632
633,TOMM70A,633
634,PYGM,634
635,HDAC2,635
636,NPTN,636
637,CERS4,637
638,FAM76B,638
639,SNRNP200,639
640,SRM,640
641,SERPINB1A,641
642,PHF11B,642
643,SPNS2,643
644,UQCRFS1,644
645,ALDH9A1,645
646,POLA2,646
647,TMEM37,647
648,F630028O10RIK,648
649,MPL,649
650,ATRN,650
651,PRPF4,651
652,DENND1C,652
653,PPM1F,653
654,SLC2A3,654
655,GM20342,655
656,ABHD17B,656
657,CCDC137,657
658,TRAP1,658
659,PSMD1,659
660,UBAC1,660
661,KCTD12,661
662,ZFP467,662
663,TACC3,663
664,MAN2A2,664
665,SEH1L,665
666,PARVG,666
667,IFI30,667
668,ATAD1,668
669,GIMAP1OS,669
670,MMRN1,670
671,RIN3,671
672,OSBPL1A,672
673,SEC24D,673
674,PSMD6,674
675,SNHG5,675
676,SLC37A1,676
677,FRRS1,677
678,ZFP367,678
679,ENPP5,679
680,SPNS3,680
681,IGSF6,681
682,MAGED2,682
683,ESAM,683
684,GMFB,684
685,NECAP2,685
686,PIM2,686
687,GNS,687
688,ABL2,688
689,RAB31,689
690,NFAM1,690
691,DCAF13,691
692,MPO,692
693,CYC1,693
694,GOLT1B,694
695,CDC45,695
696,NUF2,696
697,MCOLN2,697
698,BTG2,698
699,PLEKHO2,699
700,SPCS3,700
701,NFIA,701
702,PRKCQ,702
703,RGS18,703
704,CNRIP1,704
705,TMEM43,705
706,SGMS1,706
707,IFI203,707
708,SMPD4,708
709,ITSN1,709
710,ENG,710
711,INCENP,711
712,CNN3,712
713,BID,713
714,LACTB,714
715,NEURL3,715
716,GBP2,716
717,ICAM1,717
718,TMEM173,718
719,HAAO,719
720,HDC,720
721,VAV3,721
722,CD274,722
723,MRPL37,723
724,HSPA4,724
725,GLRX5,725
726,TAF12,726
727,CDCA4,727
728,2610035D17RIK,728
729,TOPORS,729
730,PDE4B,730
731,NSUN2,731
732,ABCE1,732
733,FTX,733
734,ATG12,734
735,AP1S2,735
736,TSC22D3,736
737,AKAP8L,737
738,NOP2,738
739,MUC13,739
740,NDUFS1,740
741,ATP11C,741
742,GRK3,742
743,ANXA3,743
744,PIK3IP1,744
745,PRIM2,745
746,GM4759,746
747,HDAC7,747
748,CLEC12A,748
749,JPT1,749
750,NOLC1,750
751,PLD3,751
752,EMILIN1,752
753,EMCN,753
754,UBL4A,754
755,FBXO5,755
756,RFC5,756
757,AW112010,757
758,CYFIP2,758
759,LY6C2,759
760,EMID1,760
761,PLXDC2,761
762,CYP2J6,762
763,ACAA2,763
764,LDHB,764
765,AP3S1,765
766,SERPINB6B,766
767,AI506816,767
768,GMCL1,768
769,PNCK,769
770,FCHO2,770
771,GM4951,771
772,MTCH2,772
773,AGPS,773
774,MNS1,774
775,EBI3,775
776,ZBTB16,776
777,OSBPL8,777
778,SPIDR,778
779,PSEN1,779
780,MIS12,780
781,ANXA5,781
782,FLOT2,782
783,XRCC3,783
784,RCC1,784
785,VPS35,785
786,POLR2B,786
787,TMEM246,787
788,INO80D,788
789,MFSD14B,789
790,GNG11,790
791,MIR99AHG,791
792,H2-Q6,792
793,CD82,793
794,POR,794
795,VAV1,795
796,TRIM59,796
797,IFRD2,797
798,GPD1L,798
799,TM7SF3,799
800,ZFP53,800
801,SCARB1,801
802,FEM1B,802
803,STAT2,803
804,BDH2,804
805,CCNE2,805
806,MTR,806
807,INTS13,807
808,MOB3C,808
809,LCP2,809
810,TIFAB,810
811,DNAJC5,811
812,NCAPG2,812
813,NR3C2,813
814,RARS,814
815,FCGR2B,815
816,MXD3,816
817,ST6GALNAC4,817
818,ITIH5,818
819,PHF6,819
820,SATB1,820
821,BTAF1,821
822,CENPF,822
823,SOAT1,823
824,NUP155,824
825,COL4A2,825
826,SYTL1,826
827,G6PDX,827
828,CDT1,828
829,PPID,829
830,EPAS1,830
831,MAD2L1,831
832,STARD7,832
833,CTSL,833
834,ANGPT1,834
835,CLN5,835
836,ORC6,836
837,IDH1,837
838,GATA2,838
839,NAPSA,839
840,ATP6AP1,840
841,TMEM97,841
842,MAP4K2,842
843,TES,843
844,GOLIM4,844
845,CAND2,845
846,CSAD,846
847,MDN1,847
848,OAS3,848
849,PSTPIP1,849
850,LAPTM4B,850
851,MEMO1,851
852,SERPINB6A,852
853,MINDY3,853
854,PRR5,854
855,MIR17HG,855
856,ZBTB38,856
857,KIF20B,857
858,AURKA,858
859,RORC,859
860,FASTKD3,860
861,ERLIN1,861
862,ACOX3,862
863,NCEH1,863
864,CENPK,864
865,HELLS,865
866,RUNX1T1,866
867,ANXA1,867
868,VIPR2,868
869,STAG2,869
870,PDZK1IP1,870
871,GALNT6,871
872,ORC2,872
873,5430427O19RIK,873
874,PSMG2,874
875,TMX3,875
876,CIP2A,876
877,MOGS,877
878,CDCA3,878
879,BIRC5,879
880,LMAN2L,880
881,FUCA2,881
882,TRIM30D,882
883,PIDD1,883
884,GEM,884
885,NFKBIA,885
886,PRKCH,886
887,SESN1,887
888,TLE2,888
889,HDAC11,889
890,POLD1,890
891,PBK,891
892,PSME4,892
893,PRIM1,893
894,HID1,894
895,NDC80,895
896,GFI1B,896
897,PCLAF,897
898,NUS1,898
899,NASP,899
900,ME2,900
901,YPEL3,901
902,RPP40,902
903,POLE,903
904,GFM1,904
905,TOP2A,905
906,SORT1,906
907,NSD2,907
908,UAP1,908
909,LONP2,909
910,PITPNC1,910
911,STRAP,911
912,LPCAT2,912
913,EPB41L4B,913
914,ISG20,914
915,CDCA8,915
916,ABCB10,916
917,IARS2,917
918,GIMAP5,918
919,GP9,919
920,BUB1,920
921,MTMR6,921
922,FGGY,922
923,UMPS,923
924,MCM7,924
925,GPR160,925
926,S100A6,926
927,APLP2,927
928,DDX20,928
929,PIK3R1,929
930,TCP11L2,930
931,EMB,931
932,MCM3,932
933,ADSSL1,933
934,IKZF1,934
935,CRISPLD1,935
936,XRCC6,936
937,POLR1B,937
938,IMMT,938
939,DNAJC11,939
940,SLC22A3,940
941,CTC1,941
942,GLB1,942
943,SLC25A38,943
944,RNF38,944
945,SLC26A2,945
946,ZFP945,946
947,ZMIZ1,947
948,TYMS,948
949,FARSA,949
950,VSIR,950
951,RAD51,951
952,XPC,952
953,OTULINL,953
954,NEDD1,954
955,CDC7,955
956,GOLPH3,956
957,RPN1,957
958,FAM189B,958
959,HSPA1A,959
960,EIF3B,960
961,TUBGCP2,961
962,PSMC2,962
963,TRMT11,963
964,ASF1B,964
965,PTCD3,965
966,FBXW11,966
967,IFI209,967
968,ZFP35,968
969,HNRNPLL,969
970,RAB44,970
971,MTREX,971
972,SERPINA3G,972
973,TNFAIP2,973
974,FAM171A1,974
975,GM5111,975
976,CTSO,976
977,JPT2,977
978,SETD2,978
979,HARS,979
980,CBX7,980
981,PLXNA4OS1,981
982,SPC24,982
983,TNPO1,983
984,ZFP422,984
985,CTTN,985
986,ATAD2,986
987,CNIH1,987
988,ETF1,988
989,H2-DMA,989
990,ZEB2,990
991,IL27RA,991
992,TMEM176A,992
993,EZR,993
994,XAF1,994
995,NAMPT,995
996,MCM4,996
997,HJURP,997
998,WDR4,998
999,ADK,999
1000,PRMT5,1000
1001,CTPS,1001
1002,ECT2,1002
1003,USP14,1003
1004,EBF1,1004
1005,GIMAP8,1005
1006,TM6SF1,1006
1007,MARS,1007
1008,PRMT7,1008
1009,MIEF1,1009
1010,DHX33,1010
1011,HP,1011
1012,H2AFX,1012
1013,TXNIP,1013
1014,ZFP24,1014
1015,ELANE,1015
1016,RASA4,1016
1017,NDC1,1017
1018,FAM136A,1018
1019,MTO1,1019
1020,RAB38,1020
1021,PPM1G,1021
1022,PRPS2,1022
1023,GYS1,1023
1024,GK,1024
1025,F11R,1025
1026,ANKRD44,1026
1027,EFTUD2,1027
1028,CDK18,1028
1029,ACOX1,1029
1030,NFAT5,1030
1031,FCGR3,1031
1032,PREP,1032
1033,SPC25,1033
1034,IL17RA,1034
1035,ALDOC,1035
1036,MAPK1,1036
1037,CCNB2,1037
1038,MAPK12,1038
1039,SPTBN1,1039
1040,CD9,1040
1041,GBP3,1041
1042,SELENBP1,1042
1043,TIMP2,1043
1044,DNTT,1044
1045,OBSL1,1045
1046,REXO4,1046
1047,MFNG,1047
1048,ARL6IP6,1048
1049,ZBTB20,1049
1050,FTSJ3,1050
1051,WDR55,1051
1052,AZIN1,1052
1053,MILR1,1053
1054,EPSTI1,1054
1055,INTS8,1055
1056,GTF2H1,1056
1057,ELF1,1057
1058,CBFB,1058
1059,CTSG,1059
1060,LGALS1,1060
1061,PTDSS1,1061
1062,GM11346,1062
1063,SLC30A5,1063
1064,SLPI,1064
1065,CLEC4E,1065
1066,BCAP29,1066
1067,LAP3,1067
1068,FGL2,1068
1069,YBX1,1069
1070,ABCG2,1070
1071,TRIB3,1071
1072,EAF1,1072
1073,PUS7,1073
1074,SLC25A46,1074
1075,MS4A3,1075
1076,CD52,1076
1077,CD63,1077
1078,MTOR,1078
1079,SNAP23,1079
1080,ACLY,1080
1081,RPS6KA5,1081
1082,TBL3,1082
1083,FOXO1,1083
1084,CSRP3,1084
1085,ACSS1,1085
1086,BCL2,1086
1087,SEC23IP,1087
1088,RHOF,1088
1089,COQ8A,1089
1090,SSH3,1090
1091,CENPE,1091
1092,CD74,1092
1093,NADK,1093
1094,UNC93B1,1094
1095,PLXNC1,1095
1096,SORL1,1096
1097,APOE,1097
1098,MED16,1098
1099,ODC1,1099
1100,PLAG1,1100
1101,SCARF1,1101
1102,CSE1L,1102
1103,ISYNA1,1103
1104,CISH,1104
1105,CTLA2A,1105
1106,ARHGEF18,1106
1107,GUSB,1107
1108,PTGR1,1108
1109,LY86,1109
1110,REXO2,1110
1111,ARID2,1111
1112,RABGGTB,1112
1113,PLA2G12A,1113
1114,NARS,1114
1115,STX3,1115
1116,SIRPA,1116
1117,POLE3,1117
1118,GIMAP1,1118
1119,MCM6,1119
1120,CCL4,1120
1121,CSF3R,1121
1122,REL,1122
1123,LSP1,1123
1124,TRIM16,1124
1125,METTL27,1125
1126,TK1,1126
1127,EFCC1,1127
1128,LRRC8B,1128
1129,SARAF,1129
1130,NUSAP1,1130
1131,RETREG1,1131
