	AR	BCL11A	CTNNB1	DNMT3B	EGR1	EOMES	EZH2	FOXH1	FOXP1	GATA2	GATA3	GATA4	GATA6	HAND2	JUND	KLF5	LEF1	MLLT3	MXI1	NANOG	OTX2	POU5F1	PRDM1	SMAD2	SNAI2	SOX17	SOX2	STAT3	TCF4	TEAD4	TFAP2A	TP53	TRIM28	ZFP42
GATA3	0.0108655117739029	0.00153660818168857	0.30251400363079	0.0221768225861173	0.173764840165565	0.309719203653639	0.0391698249274975	0.136920108880746	0.115929859869601	0.332027804747657	1	0.1276386909595	0.128281415931756	0.0537582061636519	0.0453877824260222	0.181684389029049	0.411889166335682	0.0730919584342764	0.0438105793519118	0.0679425815792586	0.075326291805242	0.137715722972878	0.128867902545624	0.239521440262972	0.280927773938144	0.0913430692363245	0.22682043712007	0.102821892984631	0.116191737817227	0.13009449594585	0.300163814532366	0.188603820320976	0.20865798428635	0.117215388082617
GATA4	0.224262752372563	0.132640148435216	0.186190594989446	0.34674865894488	0.103153686844523	0.538961607648221	0.0773573250009076	0.182905635678674	0.174272898724905	0.132399783355329	0.1276386909595	1	0.687859757997407	0.186649249535255	0.396986415162262	0.148329615340051	0.14179542161716	0.358715366154241	0.243360256159521	0.656052048522906	0.513629869573843	0.586968596531906	0.468382133604411	0.343173341174269	0.305830862826759	0.420108596974289	0.603045140753929	0.130799836196016	0.277014369413446	0.228060686075408	0.280169107363194	0.259958297900442	0.236869486115084	0.275710850663736
GATA6	0.245849714578463	0.126573200834908	0.163263448305106	0.359295772233342	0.167010736972548	0.68405501407746	0.123154890810834	0.169782763212393	0.261465883817199	0.0739476859180932	0.128281415931756	0.687859757997407	1	0.0386936705478122	0.507414158820853	0.174900597859985	0.134117495808473	0.351162769069287	0.290126049401438	0.746191175806306	0.607529834840492	0.64263845047709	0.555493040028556	0.365098089461473	0.29429928211606	0.479617381708237	0.705099320438453	0.179849444915692	0.363776306553035	0.22206596119123	0.337499982083519	0.348066891106297	0.230405556847405	0.332358087216182
HAND2	0.0993124088320106	0.0937673528115005	0.0368106995560306	0.246099250170142	0.101682105360226	0.00887230362737024	0.061363342140079	0.207137863299863	0.101198680688124	0.193957000958996	0.0537582061636519	0.186649249535255	0.0386936705478122	1	0.13836034596227	0.0265201253279158	0.0555648554097315	0.323579806867871	0.0430706527716508	0.188655061644522	0.00709485020457853	0.306464241627924	0.139773972474757	0.0696447060419197	0.0888293164562645	0.0580452780924863	0.166385660175644	0.00874399179593735	0.00215079317624908	0.110890104154158	0.0587713425624791	0.0662276417184008	0.100081791212347	0.190016216178841
JUND	0.231402956851336	0.168161328371815	0.00381914206556792	0.28068391514313	0.0374923712513034	0.380820590074063	0.137903167922173	0.113289429181837	0.0714529883661056	0.0419995725068009	0.0453877824260222	0.396986415162262	0.507414158820853	0.13836034596227	1	0.0791418135381245	0.0797469820858197	0.327772800723651	0.14178315407168	0.489473620737935	0.348973469940635	0.44098346905798	0.479664956348267	0.30615701587432	0.0753382458927586	0.30911440731411	0.507187847347302	0.10077498702408	0.235942681506786	0.221503211552321	0.267757708140602	0.0541443119231834	0.19197116184382	0.292716610201042
KLF5	0.0345483954572215	0.0625740755466503	0.142006174297778	0.0425819472998498	0.0750396077038967	0.222082554017122	0.102893750863113	0.00889496243726493	0.0547040590185475	0.198729941528474	0.181684389029049	0.148329615340051	0.174900597859985	0.0265201253279158	0.0791418135381245	1	0.140321378142751	0.0515679361690701	0.0798964964095408	0.150188124954148	0.095709259428739	0.062710991439965	0.0359547559654568	0.0159439144350621	0.169469711154013	0.0156909408287817	0.177951106180291	0.0859768924035631	0.13735475636852	0.0395451103428429	0.00226742225738212	0.153901671068945	0.0254812929926218	0.000976490393390154
LEF1	0.0315491650476659	0.0813099667574459	0.27326167117993	0.0135807437576115	0.056535070346739	0.210505796591063	0.092653886615565	0.15525055247448	0.0172166040504448	0.402598097985407	0.411889166335682	0.14179542161716	0.134117495808473	0.0555648554097315	0.0797469820858197	0.140321378142751	1	0.0421223737538705	0.0637480076979421	0.136509973677952	0.110429130392185	0.00799033406292639	0.128608048509973	0.142372890360936	0.345443051361694	0.13798456690026	0.253161696900132	0.0288564515841197	0.205390519245568	0.105387499190159	0.202151859533564	0.0977914066828361	0.17394572141219	0.098097482579956
MLLT3	0.120387998507686	0.111572388140385	0.0676521967937548	0.322799608881763	0.0368288176063113	0.218872992106106	0.0654322419157726	0.274636462076203	0.00787189621175645	0.0888353523192095	0.0730919584342764	0.358715366154241	0.351162769069287	0.323579806867871	0.327772800723651	0.0515679361690701	0.0421223737538705	1	0.150800979615521	0.466929573853889	0.311592972412202	0.51953509192592	0.316903558613448	0.33233993484712	0.224119297418377	0.155144960554737	0.350939602727591	0.056088032481386	0.168858221853558	0.211210940878919	0.296522382286749	0.107274772531797	0.246206305512406	0.311236716482629
MXI1	0.0697985731407748	0.0322838230308995	0.0525006955505504	0.139331562572779	0.0252662119116258	0.179696133384303	0.00282336937399967	0.0496738507305657	0.0317108745476297	0.00783313644362073	0.0438105793519118	0.243360256159521	0.290126049401438	0.0430706527716508	0.14178315407168	0.0798964964095408	0.0637480076979421	0.150800979615521	1	0.260676262156641	0.264895294981649	0.257677915120615	0.271410719420539	0.172408113736735	0.114903818601822	0.294342413636588	0.162386647030392	0.0275248783671286	0.0629778534449187	0.0842747040311911	0.170801563026804	0.119683940606688	0.158965418725231	0.137856283085605
NANOG	0.28933738618479	0.214042060608709	0.147762917592547	0.495342577978697	0.117838241157649	0.568678106925393	0.159218284257801	0.277553233712968	0.218676201633761	0.14526931488784	0.0679425815792586	0.656052048522906	0.746191175806306	0.188655061644522	0.489473620737935	0.150188124954148	0.136509973677952	0.466929573853889	0.260676262156641	1	0.512183074115653	0.760517329116349	0.552516477717222	0.369179924574968	0.321481443849895	0.367267527715557	0.702715186911887	0.201995230587795	0.248174870668811	0.258481728726316	0.32514172133289	0.324218069638577	0.294804419603846	0.424693696987139
OTX2	0.22383587759506	0.0755058894394647	0.0343319913599824	0.243794305796233	0.077550385976912	0.445126010820382	0.0505938466997567	0.196206436855823	0.159345937561882	0.156387085605938	0.075326291805242	0.513629869573843	0.607529834840492	0.00709485020457853	0.348973469940635	0.095709259428739	0.110429130392185	0.311592972412202	0.264895294981649	0.512183074115653	1	0.513657462003893	0.494299389172477	0.466398918905102	0.148397399163105	0.415973307369242	0.389118398940948	0.0625609522496766	0.202700639233468	0.23855384239361	0.409920822058861	0.23343174980229	0.299913803478849	0.252755452610331
POU5F1	0.25734482324422	0.214517121294936	0.0079651239233867	0.425528198215534	0.0260965599498901	0.386879652475063	0.16973119728606	0.361596027163935	0.108085757281717	0.0668296739914109	0.137715722972878	0.586968596531906	0.64263845047709	0.306464241627924	0.44098346905798	0.062710991439965	0.00799033406292639	0.51953509192592	0.257677915120615	0.760517329116349	0.513657462003893	1	0.583985226860885	0.456004675965851	0.229670667006972	0.420741225647538	0.556563876535174	0.130159986178223	0.211246390688954	0.325100218242963	0.437198949513114	0.23433161556409	0.366788347364015	0.472958318185451
PRDM1	0.23933838016608	0.268141000751271	0.0957579542119424	0.482116423216398	0.0357451231308836	0.455127746784847	0.193761846468949	0.305391069071241	0.147089870193928	0.0849420781784575	0.128867902545624	0.468382133604411	0.555493040028556	0.139773972474757	0.479664956348267	0.0359547559654568	0.128608048509973	0.316903558613448	0.271410719420539	0.552516477717222	0.494299389172477	0.583985226860885	1	0.413676086340443	0.0282328337147435	0.618174862870432	0.515714376428083	0.114983270564205	0.0219102849407788	0.288160424012496	0.302447393063744	0.148125740634638	0.417897297673096	0.436328475523885
SMAD2	0.118033037496045	0.0374707719815528	0.151643193500964	0.164426321964063	0.00699190377299779	0.118625211862172	0.0472805992695299	0.238883083834807	0.00434073022751868	0.112947125601412	0.239521440262972	0.343173341174269	0.365098089461473	0.0696447060419197	0.30615701587432	0.0159439144350621	0.142372890360936	0.33233993484712	0.172408113736735	0.369179924574968	0.466398918905102	0.456004675965851	0.413676086340443	1	0.150934900384589	0.294659653724787	0.198917510468754	0.0659075136043061	0.208857554190605	0.287529153523467	0.457257518430034	0.0409116609731933	0.391141614088041	0.092333880746508
SNAI2	0.0591538484638401	0.144486959699234	0.229330949224203	0.104885071899207	0.14924884224559	0.169654839553948	0.144730110203933	0.0303110918857935	0.0892399529809322	0.33012383041162	0.280927773938144	0.305830862826759	0.29429928211606	0.0888293164562645	0.0753382458927586	0.169469711154013	0.345443051361694	0.224119297418377	0.114903818601822	0.321481443849895	0.148397399163105	0.229670667006972	0.0282328337147435	0.150934900384589	1	0.0109087564566608	0.260890056664335	0.0032640919603016	0.288983303604772	0.0350793256870102	0.10933509145044	0.109210702139639	0.0221516452848764	0.140602315543156
SOX17	0.129606290316823	0.203211985850964	0.0383893640875384	0.332068053854617	0.0311990857565438	0.354377999122268	0.182580810014837	0.15957996831898	0.125459476096159	0.100301576167269	0.0913430692363245	0.420108596974289	0.479617381708237	0.0580452780924863	0.30911440731411	0.0156909408287817	0.13798456690026	0.155144960554737	0.294342413636588	0.367267527715557	0.415973307369242	0.420741225647538	0.618174862870432	0.294659653724787	0.0109087564566608	1	0.34917293768933	0.138142178757076	0.0145632036510803	0.190392928896483	0.204883972981865	0.257386171375835	0.252306290395643	0.362029816684482
SOX2	0.304846491371776	0.227163561757635	0.255324929252595	0.456099851060439	0.17177070324235	0.690888144857452	0.116719337802714	0.182525700159507	0.238109878773076	0.195497924822659	0.22682043712007	0.603045140753929	0.705099320438453	0.166385660175644	0.507187847347302	0.177951106180291	0.253161696900132	0.350939602727591	0.162386647030392	0.702715186911887	0.389118398940948	0.556563876535174	0.515714376428083	0.198917510468754	0.260890056664335	0.34917293768933	1	0.252480456748299	0.184274759167833	0.192480071489486	0.136076860321345	0.301361902459622	0.224624690846585	0.399840338357336
STAT3	0.0442154941566173	0.100390580426266	0.0179748300531889	0.206901065305934	0.112475477174282	0.255900097588967	0.098180944595996	0.0803573035783626	0.149200581301902	0.0257034734984455	0.102821892984631	0.130799836196016	0.179849444915692	0.00874399179593735	0.10077498702408	0.0859768924035631	0.0288564515841197	0.056088032481386	0.0275248783671286	0.201995230587795	0.0625609522496766	0.130159986178223	0.114983270564205	0.0659075136043061	0.0032640919603016	0.138142178757076	0.252480456748299	1	0.00183894876582141	0.0264961337875508	0.0413935049572997	0.122688117316143	0.0822524683648904	0.209317094293947
TCF4	0.0279587553111176	0.150412806621857	0.111374011663409	0.0409688661603276	0.037127769212922	0.218476760352333	0.0979048088645631	0.0855613892746432	0.0553604115162422	0.133095594527957	0.116191737817227	0.277014369413446	0.363776306553035	0.00215079317624908	0.235942681506786	0.13735475636852	0.205390519245568	0.168858221853558	0.0629778534449187	0.248174870668811	0.202700639233468	0.211246390688954	0.0219102849407788	0.208857554190605	0.288983303604772	0.0145632036510803	0.184274759167833	0.00183894876582141	1	0.115851947525368	0.171418161034254	0.0999067523710332	0.0196172916899384	0.11879395959193
TEAD4	0.189390271293336	0.0683527927711225	0.116246647513415	0.184272521436364	0.0122299175664518	0.13292112846851	0.0402769796831376	0.202965305753191	0.0524786935446676	0.0815156606897955	0.13009449594585	0.228060686075408	0.22206596119123	0.110890104154158	0.221503211552321	0.0395451103428429	0.105387499190159	0.211210940878919	0.0842747040311911	0.258481728726316	0.23855384239361	0.325100218242963	0.288160424012496	0.287529153523467	0.0350793256870102	0.190392928896483	0.192480071489486	0.0264961337875508	0.115851947525368	1	0.257546959056615	0.0219006539057795	0.220610852251274	0.182932227632898
TFAP2A	0.158665433189489	0.0477882253090421	0.134624312216723	0.13765770903018	0.0613265335998975	0.0323893418260224	0.0196950607484192	0.195709411580133	0.030394907417139	0.161358813530499	0.300163814532366	0.280169107363194	0.337499982083519	0.0587713425624791	0.267757708140602	0.00226742225738212	0.202151859533564	0.296522382286749	0.170801563026804	0.32514172133289	0.409920822058861	0.437198949513114	0.302447393063744	0.457257518430034	0.10933509145044	0.204883972981865	0.136076860321345	0.0413935049572997	0.171418161034254	0.257546959056615	1	0.0392640084663989	0.243173041628852	0.0863825060497472
TP53	0.128700860501273	0.161507677825587	0.334213003134718	0.184574023636888	0.0766098814307387	0.387214331101174	0.14063034692486	0.0540933929050387	0.173593359716879	0.0475495047996305	0.188603820320976	0.259958297900442	0.348066891106297	0.0662276417184008	0.0541443119231834	0.153901671068945	0.0977914066828361	0.107274772531797	0.119683940606688	0.324218069638577	0.23343174980229	0.23433161556409	0.148125740634638	0.0409116609731933	0.109210702139639	0.257386171375835	0.301361902459622	0.122688117316143	0.0999067523710332	0.0219006539057795	0.0392640084663989	1	0.101902459212077	0.270622957829974
TRIM28	0.110444138017967	0.129105208924122	0.00242065744512021	0.256074102169876	0.00602253004076326	0.183138385257856	0.122789113376327	0.317966453581084	0.0661025236227823	0.154659338918544	0.20865798428635	0.236869486115084	0.230405556847405	0.100081791212347	0.19197116184382	0.0254812929926218	0.17394572141219	0.246206305512406	0.158965418725231	0.294804419603846	0.299913803478849	0.366788347364015	0.417897297673096	0.391141614088041	0.0221516452848764	0.252306290395643	0.224624690846585	0.0822524683648904	0.0196172916899384	0.220610852251274	0.243173041628852	0.101902459212077	1	0.25298346969849
ZFP42	0.183945250955227	0.371644359960812	0.0157793656367452	0.358683644077361	0.00783930252082953	0.340479312570105	0.243334738310771	0.261446284439471	0.104798926508799	0.129192246491875	0.117215388082617	0.275710850663736	0.332358087216182	0.190016216178841	0.292716610201042	0.000976490393390154	0.098097482579956	0.311236716482629	0.137856283085605	0.424693696987139	0.252755452610331	0.472958318185451	0.436328475523885	0.092333880746508	0.140602315543156	0.362029816684482	0.399840338357336	0.209317094293947	0.11879395959193	0.182932227632898	0.0863825060497472	0.270622957829974	0.25298346969849	1
