	AR	BCL11A	CTNNB1	DNMT3B	EGR1	EOMES	EZH2	FOXH1	FOXP1	GATA2	GATA3	GATA4	GATA6	HAND2	JUND	KLF5	LEF1	MLLT3	MXI1	NANOG	OTX2	POU5F1	PRDM1	SMAD2	SNAI2	SOX17	SOX2	STAT3	TCF4	TEAD4	TFAP2A	TP53	TRIM28	ZFP42
GATA6	0.215813211981457	0.157027176777064	0.125402478771041	0.125122249417971	0.208998893792806	0.175561720794196	0.140900983513433	0.211655906793112	0.155310981238897	0.208353430119502	0.213686921585344	0.341877532837601	1	0.16905081089747	0.280898753270713	0.202721213519846	0.192704023654915	0.149719538551785	0.218963936481449	0.257490523831487	0.195238129825352	0.239073949501371	0.1645088062804	0.212036804832185	0.140762530595217	0.182849513920927	0.221938677228676	0.174690441367487	0.238909241283748	0.229864249907459	0.24159485970495	0.16529239920378	0.149932662557967	0.227229615606418
HAND2	0.170906187568766	0.0880830329272055	0.114308078396776	0.105279360951539	0.198399582344724	0.131306432859723	0.0474223108064009	0.194279801299355	0.135520541215914	0.17141527273286	0.179798738057019	0.216787137438648	0.16905081089747	1	0.262612865719445	0.227429413073671	0.201778548086268	0.0559892510955854	0.210558721903079	0.236351579147501	0.246413555187027	0.17068094718296	0.123039717479259	0.163542784198764	0.157919041427309	0.239324980982975	0.172377105414321	0.169851219212005	0.268028133709449	0.229227302024501	0.212960850482151	0.13663902407292	0.063077570029677	0.182089260182307
JUND	0.238623503600522	0.223606797749979	0.120536915432837	0.213808993529939	0.329665353476854	0.3	0.144463023702923	0.295918177149643	0.265395521078815	0.261091964802648	0.200831604418561	0.304800304800457	0.280898753270713	0.262612865719445	1	0.423390197405726	0.241481371977319	0.170560573084488	0.481070235442364	0.44	0.375325945302735	0.371390676354104	0.281112771399491	0.203809866146027	0.213808993529939	0.312453386353977	0.320902981295368	0.298511157062997	0.408248290463863	0.436435780471985	0.383349086002733	0.22298824387415	0.160128153805087	0.332820117735137
KLF5	0.187867287325545	0.215165741455968	0.0644370560855883	0.205737799949456	0.290785581429986	0.256600119639834	0.115841341142819	0.221470199008916	0.255376959227625	0.228396236609177	0.175682092231577	0.21997067253203	0.202721213519846	0.227429413073671	0.423390197405726	1	0.211241416841493	0.0820609939862218	0.360041149911548	0.384900179459751	0.321028941562051	0.285896675956745	0.240445235911315	0.196116135138184	0.231455024943138	0.275603543601037	0.252645576319956	0.210644496194523	0.353553390593274	0.377964473009227	0.283752176919583	0.157351727655054	0.0924500327042048	0.373632358878537
LEF1	0.190489689373516	0.196352277469526	0.176408604319002	0.176014394654657	0.271391051764699	0.182940433316151	0.13214064077187	0.216541598215524	0.161838572087747	0.208425936769577	0.16032096321124	0.195161049422816	0.192704023654915	0.201778548086268	0.241481371977319	0.211241416841493	1	0.163812732020318	0.264021591981986	0.285387075973195	0.205986873205428	0.285357959299552	0.188565271438598	0.211282036285545	0.220017993318322	0.171481073672086	0.256172205602702	0.174751233352992	0.313677500463755	0.263477777620917	0.307493286966718	0.171332977026727	0.158187134753376	0.243545026219193
MLLT3	0.161874051522008	0.143019388386839	0.114215807633673	0.227921152919276	0.175712223797227	0.14213381090374	0.102665400467869	0.140199927446556	0.0943041920192897	0.101209079873851	0.0973123680201904	0.135382590268471	0.149719538551785	0.0559892510955854	0.170560573084488	0.0820609939862218	0.163812732020318	1	0.227921152919276	0.170560573084488	0.133366267342316	0.197951895616224	0.133185431642405	0.193121819834107	0.142450720574547	0.194294583578679	0.217689644749893	0.127285585051946	0.174077655955698	0.139572631559771	0.188608384038579	0.126776675554262	0.204836622599676	0.0591312395989083
MXI1	0.231908414260979	0.418330013267038	0.0894856825413132	0.285714285714286	0.330400394196459	0.267261241912424	0.193046835626336	0.219687387581873	0.354649682807595	0.190308443908665	0.195180014589707	0.305479904985959	0.218963936481449	0.210558721903079	0.481070235442364	0.360041149911548	0.264021591981986	0.227921152919276	1	0.587974732207334	0.334366927545212	0.446662500286919	0.333913548451873	0.211829636434081	0.321428571428571	0.243561150223727	0.31187247023418	0.292528362725028	0.327326835353989	0.408248290463863	0.39405520311955	0.218519088295478	0.213980246255456	0.296499726664441
NANOG	0.216930457818656	0.313049516849971	0.0937509342255395	0.267261241912424	0.384609579056329	0.366666666666667	0.168540194320077	0.295918177149643	0.324372303540774	0.237356331638771	0.237346441585572	0.355600355600533	0.257490523831487	0.236351579147501	0.44	0.384900179459751	0.285387075973195	0.170560573084488	0.587974732207334	1	0.33362306249132	0.631364149801976	0.312347523777212	0.226455406828919	0.293987366103667	0.286415604157813	0.466767972793263	0.298511157062997	0.449073119510249	0.392792202424786	0.442325868464691	0.22298824387415	0.160128153805087	0.332820117735137
OTX2	0.203549072864355	0.139875721236047	0.0698157897047919	0.111455642515071	0.286416575063102	0.243266816399921	0.100408742467761	0.239956909566871	0.215206411665471	0.173222757450382	0.19034674690672	0.238332213599569	0.195238129825352	0.246413555187027	0.375325945302735	0.321028941562051	0.205986873205428	0.133366267342316	0.334366927545212	0.33362306249132	1	0.271041082431828	0.162822402256459	0.212486474092449	0.167183463772606	0.244316380409056	0.273734579102613	0.186731637013471	0.425628265379374	0.364012604154632	0.307437730950673	0.17048629771446	0.133556112658836	0.28915746598312
POU5F1	0.221556360990459	0.33218191941496	0.0994806367738635	0.248145833492733	0.357101029244993	0.309492230295086	0.134130550202969	0.274753129892699	0.273792839096697	0.242417803496693	0.220370638676763	0.306583309913776	0.239073949501371	0.17068094718296	0.371390676354104	0.285896675956745	0.285357959299552	0.197951895616224	0.446662500286919	0.631364149801976	0.271041082431828	1	0.290007395282871	0.252310280118708	0.272960416842006	0.265930212366348	0.541728978487886	0.277160651302181	0.341144119610507	0.364698404312899	0.355930690825706	0.234644638349064	0.208145361707518	0.360518341837223
PRDM1	0.135515382663028	0.31429363309631	0.0836653490204216	0.250435161338905	0.235973276077079	0.182202722203374	0.112806669327442	0.102699233192619	0.230265649529252	0.203878571710585	0.185336433266465	0.178506788345554	0.1645088062804	0.123039717479259	0.281112771399491	0.240445235911315	0.188565271438598	0.133185431642405	0.333913548451873	0.312347523777212	0.162822402256459	0.290007395282871	1	0.176831963922435	0.187826371004179	0.142324643888393	0.15946199115053	0.170938571335579	0.191273013919002	0.238559361806849	0.253292214482177	0.13929965161104	0.150046896984107	0.303203657276947
SMAD2	0.221062837855084	0.177229389239642	0.174392620308794	0.181568259800641	0.217742296738751	0.188712839024099	0.109048109347937	0.316446836196224	0.15025062674119	0.188127186256372	0.217060785531115	0.244458856130797	0.212036804832185	0.163542784198764	0.203809866146027	0.196116135138184	0.211282036285545	0.193121819834107	0.211829636434081	0.226455406828919	0.212486474092449	0.252310280118708	0.176831963922435	1	0.151306883167201	0.235855862406211	0.26425532793402	0.236598129304853	0.300462606288666	0.29649972666444	0.267112225317671	0.227236020680641	0.163178487966126	0.219826002557465
SNAI2	0.130448483021801	0.179284291400159	0.0805371142871819	0.178571428571429	0.220266929464306	0.155902391115581	0.144785126719752	0.131812432549124	0.197027601559775	0.142731332931499	0.134186260030423	0.203653269990639	0.140762530595217	0.157919041427309	0.213808993529939	0.231455024943138	0.220017993318322	0.142450720574547	0.321428571428571	0.293987366103667	0.167183463772606	0.272960416842006	0.187826371004179	0.151306883167201	1	0.139177800127844	0.253396382065271	0.132967437602285	0.190940653956493	0.204124145231932	0.275838642183685	0.119192229979352	0.149786172378819	0.22237479499833
SOX17	0.197693580433877	0.145555627434896	0.0958990373805973	0.139177800127844	0.232476689018491	0.23867967013151	0.0940374186644025	0.235432176359982	0.134367153932819	0.154505811652274	0.142614806562459	0.231476115200136	0.182849513920927	0.239324980982975	0.312453386353977	0.275603543601037	0.171481073672086	0.194294583578679	0.243561150223727	0.286415604157813	0.244316380409056	0.265930212366348	0.142324643888393	0.235855862406211	0.139177800127844	1	0.28485006590007	0.194314212268286	0.292321701899004	0.284095494863568	0.230343692456261	0.164506714245178	0.0833876398450166	0.18053953616853
SOX2	0.284783034468174	0.195698421916033	0.117214107631954	0.194920293896363	0.320577559880344	0.243108319163158	0.14048065149458	0.311740739512259	0.172052957447736	0.207731875778764	0.186418274451958	0.277873086676715	0.221938677228676	0.172377105414321	0.320902981295368	0.252645576319956	0.256172205602702	0.217689644749893	0.31187247023418	0.466767972793263	0.273734579102613	0.541728978487886	0.15946199115053	0.26425532793402	0.253396382065271	0.28485006590007	1	0.275768073451131	0.357294800505248	0.350133857743577	0.279586055852571	0.184315010348722	0.163499642553468	0.24273401821882
STAT3	0.259024647862611	0.200247371770493	0.119938713648869	0.159560925122743	0.246021965274894	0.199007438041998	0.131767241095046	0.229016348962367	0.146710229771433	0.212560539581153	0.199834915366009	0.240102714100505	0.174690441367487	0.169851219212005	0.298511157062997	0.210644496194523	0.174751233352992	0.127285585051946	0.292528362725028	0.298511157062997	0.186731637013471	0.277160651302181	0.170938571335579	0.236598129304853	0.132967437602285	0.194314212268286	0.275768073451131	1	0.304666673888395	0.260561899624768	0.249407390611437	0.192297382883141	0.111533427765009	0.193181563631309
TCF4	0.221403721385024	0.182574185835055	0.0956841465674164	0.163663417676994	0.336463292455227	0.272165526975909	0.0982946374365981	0.335578027607012	0.240771706171538	0.242250791555755	0.242240697562477	0.285161716050867	0.238909241283748	0.268028133709449	0.408248290463863	0.353553390593274	0.313677500463755	0.174077655955698	0.327326835353989	0.449073119510249	0.425628265379374	0.341144119610507	0.191273013919002	0.300462606288666	0.190940653956493	0.292321701899004	0.357294800505248	0.304666673888395	1	0.445435403187374	0.361157559257308	0.212413995162042	0.130744090092123	0.396296961950609
TEAD4	0.236690534165575	0.243975018237133	0.102290655371753	0.174963553055941	0.329719857131599	0.218217890235992	0.131351734373183	0.28699840133367	0.225221308230725	0.258976989621835	0.199204768222399	0.249423297963162	0.229864249907459	0.229227302024501	0.436435780471985	0.377964473009227	0.263477777620917	0.139572631559771	0.408248290463863	0.392792202424786	0.364012604154632	0.364698404312899	0.238559361806849	0.29649972666444	0.204124145231932	0.284095494863568	0.350133857743577	0.260561899624768	0.445435403187374	1	0.289570253439504	0.210860104544466	0.139771311562922	0.423659272868162
TFAP2A	0.22389255735252	0.230783165688525	0.128354767668796	0.23643312187173	0.344296074201287	0.270310252950645	0.141999405378735	0.266632391060046	0.260869565217391	0.209977691055425	0.255731403477629	0.280877207352427	0.24159485970495	0.212960850482151	0.383349086002733	0.283752176919583	0.307493286966718	0.188608384038579	0.39405520311955	0.442325868464691	0.307437730950673	0.355930690825706	0.253292214482177	0.267112225317671	0.275838642183685	0.230343692456261	0.279586055852571	0.249407390611437	0.361157559257308	0.289570253439504	1	0.241104034426566	0.188876865859954	0.204465205027383
TP53	0.19349176732719	0.166205623828633	0.129414109713658	0.119192229979352	0.214408536527367	0.123882357707861	0.0894820998896236	0.171075526878248	0.153429840089633	0.167604293287709	0.156062272125095	0.16047736665221	0.16529239920378	0.13663902407292	0.22298824387415	0.157351727655054	0.171332977026727	0.126776675554262	0.218519088295478	0.22298824387415	0.17048629771446	0.234644638349064	0.13929965161104	0.227236020680641	0.119192229979352	0.164506714245178	0.184315010348722	0.192297382883141	0.212413995162042	0.210860104544466	0.241104034426566	1	0.142826783247225	0.144306893071729
TRIM28	0.138946694858375	0.143222974807887	0.128675691557467	0.256776295506548	0.175962348085833	0.106752102536725	0.173494479589872	0.131624531623164	0.118048041162471	0.114022293537793	0.146176336551172	0.162690366956417	0.149932662557967	0.063077570029677	0.160128153805087	0.0924500327042048	0.158187134753376	0.204836622599676	0.213980246255456	0.160128153805087	0.133556112658836	0.208145361707518	0.150046896984107	0.163178487966126	0.149786172378819	0.0833876398450166	0.163499642553468	0.111533427765009	0.130744090092123	0.139771311562922	0.188876865859954	0.142826783247225	1	0.0444115591684328
ZFP42	0.180497051278856	0.248069469178417	0.0557182088691486	0.14824986333222	0.266678761215811	0.18490006540841	0.0667780563294178	0.182384301035021	0.245358246032859	0.230407806536822	0.15191090506255	0.211340986102904	0.227229615606418	0.182089260182307	0.332820117735137	0.373632358878537	0.243545026219193	0.0591312395989083	0.296499726664441	0.332820117735137	0.28915746598312	0.360518341837223	0.303203657276947	0.219826002557465	0.22237479499833	0.18053953616853	0.24273401821882	0.193181563631309	0.396296961950609	0.423659272868162	0.204465205027383	0.144306893071729	0.0444115591684328	1
