	KLF6	BTG2	SPI1	MCM7	MCM5	MCM4	GATA2	IKZF1	IRF8	RUNX1T1	FOXO1	CD7	MYC	NOTCH1	CTR9	MLLT3	CBFB	GFI1B	H1F0	MEIS1	PBX1	RARB	HNF4A	ESR1	VDR	RUNX2	TSC22D3	MAML3	XPC	XRCC6	HMGB2	PGR	SOX18	NDN	ELF1	HOXA9	YBX1	NR3C2	EYA2	DACH1
FOXO1	0.0549306054044139	0.038265412340265	0.117463910401937	0.100010968490185	0.0666318634744643	0.0329487175387306	0.0925347128147684	0.0347112979688132	0.0141104225532258	0.057753426257219	1	0.0270230850715881	0.113835408644906	0.0931108074925073	0.0343029010235242	0.125040543764797	0.0970572189676601	0.0136559756572257	0.0668365168177817	0.0101859292018464	0.0952212563323404	0.111630915156228	0.000916525081349602	0.0847660743325034	0.0990871271418919	0.0333846392546126	0.113053813714725	0.0228730287774285	0.0430217628805378	0.102468821790336	0.0987062992305669	0.0283645231234529	0.0408928411670078	0.0492522298242642	0.120177107761485	0.114465722561361	0.105296052902124	0.0719261127088003	0.0673240084934598	0.097145540202704
CD7	0.0279565400895191	0.147500046046401	0.0534009990346094	0.0259774753687046	0.0447787411310913	0.0230031299786804	0.100275515819451	0.0606911422461289	0.12058909932585	0.0206993871635842	0.0270230850715881	1	0.0726973339285107	0.166117641729063	0.0894181389604786	0.064499071962406	0.016698941729876	0.048866953239537	0.0274954256289345	0.0272415899689905	0.0812012490033778	0.0443395029332732	0.120199049694431	0.0173990913746089	0.0494170433901221	0.079127229042924	0.0675477831374969	0.102081580654887	0.0197333513423809	0.0578008584513811	0.0058401943149461	0.0621384305582526	0.0321808373802172	0.0921810610209379	0.0390741703057788	0.0516152433594806	0.0630107116335824	0.0421989565619427	0.00404715439575165	0.0583874429893856
MYC	0.148769060514396	0.0242867305564376	0.108347399114647	0.197273338970001	0.271153192139336	0.19080154179192	0.0745317219780545	0.0953647387190902	0.075864363780997	0.145546458058569	0.113835408644906	0.0726973339285107	1	0.0230755639476272	0.145634920365126	0.236696170410702	0.14324978310568	0.0817686211190273	0.122340421054709	0.0125293816850845	0.0818806851480603	0.0761679888175467	0.137258529884227	0.0789990437081938	0.0345088938962348	0.0354739507814673	0.00353698493408966	0.12392533369871	0.13442974229444	0.199132063556248	0.129853484889048	0.0398501387238897	0.098969018314881	0.141418815113074	0.103113607671273	0.109837129186567	0.295294950981994	0.0994635907441919	0.0633115546281802	0.0325551837243787
NOTCH1	0.0599802159950767	0.157457152614215	0.0845911817979121	0.127723033535071	0.0920927714757034	0.100295187693184	0.225441058679683	0.218044594468263	0.188446913553871	0.0970417848082334	0.0931108074925073	0.166117641729063	0.0230755639476272	1	0.104989835871325	0.18293080674998	0.0622435003003202	0.0882992816218003	0.0542323119492832	0.11818360279792	0.117302431289756	0.0447857237340924	0.0826221677879421	0.110427949279663	0.0464835048585083	0.105041209258652	0.0897281352193444	0.175771164306891	0.187457879362925	0.142829732736108	0.143367414589467	0.0854015283756501	0.0670579591946352	0.112695212596117	0.135076603213786	0.127497743011766	0.063854257249386	0.0294587987483078	0.0715089191173112	0.107720202890507
CTR9	0.138792318395724	0.104338534662705	0.0719695546331768	0.203699668585241	0.164851632330591	0.114414516348485	0.14922844837221	0.140728811353192	0.198847336841533	0.0850130907547319	0.0343029010235242	0.0894181389604786	0.145634920365126	0.104989835871325	1	0.123562289503249	0.109629281781778	0.0922269340587194	0.117706853512212	0.0909147968059891	0.121880536231012	0.00839013120432981	0.0584594142575437	0.073427277562677	0.0848833830249078	0.033345335110058	0.135274483555824	0.132063394265677	0.116116037049127	0.175392575385845	0.152064270821897	0.0557007007969062	0.0936864543873387	0.152121864673066	0.09330334267864	0.108594407152061	0.151279799696774	0.0408599982036289	0.0878045140414823	0.0573041618003718
MLLT3	0.145770555119682	0.188228061512514	0.189657619243717	0.235507671528273	0.198887361159109	0.155039664741846	0.330782998322626	0.240363958536781	0.190360913828577	0.266065662041159	0.125040543764797	0.064499071962406	0.236696170410702	0.18293080674998	0.123562289503249	1	0.141856430702549	0.14839997815634	0.168859555017084	0.167752453287297	0.242351686240566	0.183577218785169	0.1277652427408	0.124731186480699	0.195522007359985	0.189361407657791	0.174857224979412	0.134485210792364	0.216960992471597	0.184640548402108	0.255285974045014	0.105504370020259	0.193728014443888	0.298382561869463	0.177305403637182	0.139512528479932	0.200211840822699	0.103199359759346	0.203896263126829	0.128552880595875
CBFB	0.0964948874982309	0.0866671047299378	0.0471063777838567	0.135256208821022	0.237056310232879	0.236455929488823	0.0877339012450345	0.120222230020932	0.070070216199289	0.0630580066504546	0.0970572189676601	0.016698941729876	0.14324978310568	0.0622435003003202	0.109629281781778	0.141856430702549	1	0.0125054720339429	0.130454282816258	0.0121486611600116	0.0886069104552519	0.0146942567307021	0.0496040972369158	0.0394155107609652	0.0458840105328764	0.0661454776407418	0.0560047954565038	0.072480874877911	0.0527547069945405	0.121419559759768	0.160538322023298	0.0353900920434184	0.0363994973070476	0.133463333182139	0.162751275660799	0.080176233475892	0.18441073425691	0.0566125222293878	0.0366905180661221	0.0017815851877305
GFI1B	0.0148115534592559	0.0474506621426349	0.0169657033405676	0.0370216781821698	0.0291586375550556	0.0222134200300525	0.259604007301966	0.114701510612959	0.066973730286864	0.0830107423686239	0.0136559756572257	0.048866953239537	0.0817686211190273	0.0882992816218003	0.0922269340587194	0.14839997815634	0.0125054720339429	1	0.0971471918730557	0.0627795607488296	0.0970252965628191	0.0593016480531928	0.00575652695332125	0.0239017795265462	0.0551011449601233	0.00537885559543406	0.0810870589574004	0.0426336195884005	0.0562684166071038	0.0362142111779389	0.00309009895419524	0.050043875542187	0.0970215541835212	0.0274635033143274	0.00692835661150742	0.0549258888252644	0.00217116955971854	0.0158291579422809	0.0735857512135548	0.0918646154374743
H1F0	0.166263814922988	0.0332036530010349	0.106178659336218	0.0985425732599915	0.133908789523906	0.08187803539806	0.14833667541521	0.0418000479782114	0.0589006136470102	0.0536885120199342	0.0668365168177817	0.0274954256289345	0.122340421054709	0.0542323119492832	0.117706853512212	0.168859555017084	0.130454282816258	0.0971471918730557	1	0.0828394096701807	0.156047797143041	0.0831705318109317	0.0832798564056811	0.0281835133928254	0.0455518147223902	0.0441750731769756	0.0879642011757131	0.0257030849538437	0.0399856927113565	0.142516919732466	0.00694222365373626	0.0573895676747731	0.108440625957477	0.127180026407949	0.0918139778068596	0.109723674604955	0.126410671013607	0.042461840648738	0.0746238333013644	0.0406722106836085
MEIS1	0.126919605949372	0.0400852470785118	0.0179938381010559	0.02699387355474	0.0977909256148167	0.0552844061584886	0.176748819010887	0.0984149452399479	0.193435852606579	0.0940149443951643	0.0101859292018464	0.0272415899689905	0.0125293816850845	0.11818360279792	0.0909147968059891	0.167752453287297	0.0121486611600116	0.0627795607488296	0.0828394096701807	1	0.0897673756758403	0.00922669501205393	0.00142113347238168	0.0111237321069014	0.133887251547685	0.0234477905121989	0.110747888302479	0.0292923703270285	0.00248791262382379	0.0597048613224135	0.139750723284894	0.0542316478542742	0.0189596917766916	0.16406125766774	0.0433493638951488	0.0306650192864377	0.0289338160185173	0.0184757821493229	0.0982349439546675	0.0680614289438269
PBX1	0.0755555771256267	0.139711557934137	0.0958050090832159	0.100825175741115	0.0988591053567628	0.127886120094027	0.214535156976676	0.129506483265934	0.0963884785343544	0.141470929682587	0.0952212563323404	0.0812012490033778	0.0818806851480603	0.117302431289756	0.121880536231012	0.242351686240566	0.0886069104552519	0.0970252965628191	0.156047797143041	0.0897673756758403	1	0.0411526625742863	0.0389612294835073	0.0347184871087714	0.116769182649329	0.0489363847374	0.0557623232306912	0.104645024243111	0.127398473391902	0.141975365541364	0.129206988449714	0.0763601860535171	0.127569926335248	0.134910667185646	0.0497760201842506	0.153211428752017	0.123815817933269	0.0152727483481984	0.0964754350214827	0.161319925085703
RARB	0.059758284990923	0.0857016033688906	0.0988691992856658	0.0694004400442272	0.0453176989035347	0.0486529644863884	0.0975846656409581	0.0763406435769181	0.0196015323966304	0.162926099117263	0.111630915156228	0.0443395029332732	0.0761679888175467	0.0447857237340924	0.00839013120432981	0.183577218785169	0.0146942567307021	0.0593016480531928	0.0831705318109317	0.00922669501205393	0.0411526625742863	1	0.0848754885664698	0.044456375771011	0.0771834192012034	0.062387315291006	0.0589752659619649	0.0762112670478439	0.0666236865159214	0.0341836886394142	0.124501035367318	0.0316590858451066	0.108044187798168	0.0993953989526222	0.0326344678597776	0.085777306231426	0.0644172179152755	0.0170281911185502	0.0932938126217849	0.0176198322754305
HNF4A	0.0423942471854725	0.0617733220821499	0.113614604736493	0.068987842190098	0.0813514260888054	0.0519639982800413	0.106022560880061	0.0972301940874997	0.00228652467141644	0.085054957662383	0.000916525081349602	0.120199049694431	0.137258529884227	0.0826221677879421	0.0584594142575437	0.1277652427408	0.0496040972369158	0.00575652695332125	0.0832798564056811	0.00142113347238168	0.0389612294835073	0.0848754885664698	1	0.0539005987627111	0.0608026345122068	0.12378117185885	0.0144718108196057	0.0500440903493644	0.0958269043935403	0.103687867382197	0.130557932690618	0.101888069069871	0.0920554555398327	0.0657749298699181	0.123331518992451	0.107121929238181	0.0882693673209207	0.0542715561218912	0.0794137353191579	0.0337923116405754
ESR1	0.0175546709052062	0.129899824417222	0.0555977590201585	0.0880100391696734	0.0349282090409469	0.0665629944521036	0.148568264877829	0.100667580895746	0.0751155782744239	0.0407144892314587	0.0847660743325034	0.0173990913746089	0.0789990437081938	0.110427949279663	0.073427277562677	0.124731186480699	0.0394155107609652	0.0239017795265462	0.0281835133928254	0.0111237321069014	0.0347184871087714	0.044456375771011	0.0539005987627111	1	0.0231552238119095	0.0815197861331322	0.0913037031852268	0.150396369214677	0.136293929330426	0.108508683454669	0.0602065114755087	0.0531159226041346	0.0877396582726896	0.0947582097269975	0.0562287003133207	0.0809693363257581	0.0466373956740402	0.0309027635843161	0.0624499284241165	0.026350237246846
VDR	0.13295559500398	0.03124986108455	0.0375962375373952	0.104120864971268	0.0413629156081531	0.0567966549462082	0.165830876355792	0.0535667873476295	0.0258304076047001	0.053239760612818	0.0990871271418919	0.0494170433901221	0.0345088938962348	0.0464835048585083	0.0848833830249078	0.195522007359985	0.0458840105328764	0.0551011449601233	0.0455518147223902	0.133887251547685	0.116769182649329	0.0771834192012034	0.0608026345122068	0.0231552238119095	1	0.0448496440373813	0.0966747208319623	0.0461297338878719	0.0770132658155614	0.0806712934380471	0.134276549380467	0.0339626088799152	0.109939240915948	0.189262698332805	0.0925418235427554	0.0187964748518615	0.112158569771778	0.0755643030453934	0.115108878907354	0.0592014347382283
RUNX2	0.0728654419178163	0.0545251374667583	0.141747022094381	0.106082869352015	0.0450217951456753	0.0366824068691771	0.148786464171148	0.134849968582794	0.0329582287540164	0.0501501260064104	0.0333846392546126	0.079127229042924	0.0354739507814673	0.105041209258652	0.033345335110058	0.189361407657791	0.0661454776407418	0.00537885559543406	0.0441750731769756	0.0234477905121989	0.0489363847374	0.062387315291006	0.12378117185885	0.0815197861331322	0.0448496440373813	1	0.0923507058703102	0.149936584225097	0.103478813342506	0.1399224368462	0.0965151787915879	0.072514708114312	0.0532827513664184	0.0925067052850772	0.0994910744131189	0.145423615664957	0.0885233533237209	0.00196869481954773	0.125142373769031	0.0828054048104276
TSC22D3	0.107944965998225	0.029564597245468	0.0362173027298394	0.162748125217312	0.111210512022237	0.142977018471985	0.167768390815225	0.107733464455733	0.147961877605409	0.0607286300803961	0.113053813714725	0.0675477831374969	0.00353698493408966	0.0897281352193444	0.135274483555824	0.174857224979412	0.0560047954565038	0.0810870589574004	0.0879642011757131	0.110747888302479	0.0557623232306912	0.0589752659619649	0.0144718108196057	0.0913037031852268	0.0966747208319623	0.0923507058703102	1	0.139338498594332	0.0538610960521959	0.0835665063706191	0.0777031651223668	0.0759955093538107	0.0804241296241055	0.134485261359849	0.0483769019070268	0.0518907518423358	0.0920788246451085	0.0393756654314781	0.173140713208093	0.0850244945876256
MAML3	0.0517733280160089	0.134417855376442	0.076683758999808	0.0868917798408295	0.0963137373069452	0.0681589817166402	0.146617602248062	0.134386561947207	0.149962727798936	0.101056386901653	0.0228730287774285	0.102081580654887	0.12392533369871	0.175771164306891	0.132063394265677	0.134485210792364	0.072480874877911	0.0426336195884005	0.0257030849538437	0.0292923703270285	0.104645024243111	0.0762112670478439	0.0500440903493644	0.150396369214677	0.0461297338878719	0.149936584225097	0.139338498594332	1	0.198881292016155	0.124878435069121	0.106889228959627	0.136063039810097	0.0709811421587588	0.0959403236479063	0.157312070801213	0.0425333150739407	0.102736812368041	0.0440064002877951	0.0680926815152774	0.0777499804525755
XPC	0.0661160535373328	0.143616719089436	0.145638644481042	0.0997330305311177	0.072395960024761	0.0817465961345918	0.161289345591248	0.0750160169405887	0.113075480562174	0.12421059039218	0.0430217628805378	0.0197333513423809	0.13442974229444	0.187457879362925	0.116116037049127	0.216960992471597	0.0527547069945405	0.0562684166071038	0.0399856927113565	0.00248791262382379	0.127398473391902	0.0666236865159214	0.0958269043935403	0.136293929330426	0.0770132658155614	0.103478813342506	0.0538610960521959	0.198881292016155	1	0.137527896109982	0.102610045802667	0.0902961035040593	0.0605741415906527	0.106482541903708	0.140881578518627	0.138847980017891	0.0942931490366244	0.0837458629467606	0.081578670202968	0.0882379907774032
XRCC6	0.113506443600382	0.152672483429658	0.130476908438629	0.252829888962478	0.24226186891345	0.235529028832155	0.139162351335071	0.137424812621583	0.159365817663242	0.124432456104867	0.102468821790336	0.0578008584513811	0.199132063556248	0.142829732736108	0.175392575385845	0.184640548402108	0.121419559759768	0.0362142111779389	0.142516919732466	0.0597048613224135	0.141975365541364	0.0341836886394142	0.103687867382197	0.108508683454669	0.0806712934380471	0.1399224368462	0.0835665063706191	0.124878435069121	0.137527896109982	1	0.211044749810787	0.0432393068233598	0.0489189351573011	0.121031454486229	0.188601422948773	0.0159750228813031	0.238160634533679	0.057393420167223	0.0948662977058646	0.0398938257699415
HMGB2	0.102526569447213	0.0908161416749264	0.0788745238649859	0.344871049658447	0.337859224737849	0.317394478868919	0.144157802206734	0.180929414781832	0.130972921747246	0.107000673511862	0.0987062992305669	0.0058401943149461	0.129853484889048	0.143367414589467	0.152064270821897	0.255285974045014	0.160538322023298	0.00309009895419524	0.00694222365373626	0.139750723284894	0.129206988449714	0.124501035367318	0.130557932690618	0.0602065114755087	0.134276549380467	0.0965151787915879	0.0777031651223668	0.106889228959627	0.102610045802667	0.211044749810787	1	0.0282004162398845	0.110200121818017	0.149833678175815	0.164208210176994	0.0584571012793417	0.268844461229719	0.0425450152271128	0.0938958080904653	0.00557025021172123
PGR	0.0354950239908085	0.131479077820021	0.0693443278814102	0.0462451458202074	0.000838019595168045	0.00138899661940223	0.138826464558417	0.104674068022888	0.0746891646378536	0.074747884598812	0.0283645231234529	0.0621384305582526	0.0398501387238897	0.0854015283756501	0.0557007007969062	0.105504370020259	0.0353900920434184	0.050043875542187	0.0573895676747731	0.0542316478542742	0.0763601860535171	0.0316590858451066	0.101888069069871	0.0531159226041346	0.0339626088799152	0.072514708114312	0.0759955093538107	0.136063039810097	0.0902961035040593	0.0432393068233598	0.0282004162398845	1	0.0147248671615146	0.0882917779122074	0.0540814968856831	0.14018323076014	0.00904651799021761	0.0640547515616169	0.0467325413122817	0.0858766414256974
SOX18	0.0641524370366224	0.113335538103232	0.057318591408603	0.0834480744698292	0.0451835526281034	0.00102964413763502	0.147994103370775	0.0820570558588993	0.0679329991169345	0.226900166759933	0.0408928411670078	0.0321808373802172	0.098969018314881	0.0670579591946352	0.0936864543873387	0.193728014443888	0.0363994973070476	0.0970215541835212	0.108440625957477	0.0189596917766916	0.127569926335248	0.108044187798168	0.0920554555398327	0.0877396582726896	0.109939240915948	0.0532827513664184	0.0804241296241055	0.0709811421587588	0.0605741415906527	0.0489189351573011	0.110200121818017	0.0147248671615146	1	0.185583174575545	0.0166514877393539	0.00785967458890828	0.0968839930462947	0.0237019321297847	0.102423814648559	0.145626565307652
NDN	0.113079460412796	0.133151511927138	0.0513914904658504	0.0677606487584759	0.0590610585801476	0.0164457927470961	0.263414695997457	0.120506257368406	0.126941241275884	0.205861756857607	0.0492522298242642	0.0921810610209379	0.141418815113074	0.112695212596117	0.152121864673066	0.298382561869463	0.133463333182139	0.0274635033143274	0.127180026407949	0.16406125766774	0.134910667185646	0.0993953989526222	0.0657749298699181	0.0947582097269975	0.189262698332805	0.0925067052850772	0.134485261359849	0.0959403236479063	0.106482541903708	0.121031454486229	0.149833678175815	0.0882917779122074	0.185583174575545	1	0.170839930549337	0.0745090561843805	0.108159330449979	0.10834530761587	0.161528176501267	0.13193650165214
ELF1	0.0819777123495253	0.146556339873745	0.119862513778257	0.116555958588061	0.121567683774065	0.061627151606577	0.169371655265484	0.138260052670637	0.0999085566404194	0.0387056376417658	0.120177107761485	0.0390741703057788	0.103113607671273	0.135076603213786	0.09330334267864	0.177305403637182	0.162751275660799	0.00692835661150742	0.0918139778068596	0.0433493638951488	0.0497760201842506	0.0326344678597776	0.123331518992451	0.0562287003133207	0.0925418235427554	0.0994910744131189	0.0483769019070268	0.157312070801213	0.140881578518627	0.188601422948773	0.164208210176994	0.0540814968856831	0.0166514877393539	0.170839930549337	1	0.12079813844106	0.131576991536299	0.106351181987073	0.107827496372941	0.0295929644268264
HOXA9	0.0507864122596732	0.109527210235808	0.119229991024459	0.0490400532984556	0.0101342598557717	0.0627808219862296	0.102811221913125	0.135031341199368	0.0492280976091537	0.102036386459607	0.114465722561361	0.0516152433594806	0.109837129186567	0.127497743011766	0.108594407152061	0.139512528479932	0.080176233475892	0.0549258888252644	0.109723674604955	0.0306650192864377	0.153211428752017	0.085777306231426	0.107121929238181	0.0809693363257581	0.0187964748518615	0.145423615664957	0.0518907518423358	0.0425333150739407	0.138847980017891	0.0159750228813031	0.0584571012793417	0.14018323076014	0.00785967458890828	0.0745090561843805	0.12079813844106	1	0.0770019845695485	0.0666133029346562	0.125253912087485	0.136672868418587
YBX1	0.151716047555002	0.044893360844233	0.118848637957827	0.349453355774949	0.358491957335061	0.328453987687478	0.135093096693893	0.0429437513289951	0.125959191086619	0.094900633456999	0.105296052902124	0.0630107116335824	0.295294950981994	0.063854257249386	0.151279799696774	0.200211840822699	0.18441073425691	0.00217116955971854	0.126410671013607	0.0289338160185173	0.123815817933269	0.0644172179152755	0.0882693673209207	0.0466373956740402	0.112158569771778	0.0885233533237209	0.0920788246451085	0.102736812368041	0.0942931490366244	0.238160634533679	0.268844461229719	0.00904651799021761	0.0968839930462947	0.108159330449979	0.131576991536299	0.0770019845695485	1	0.0883652797604703	0.089952124675608	0.0874781528141907
NR3C2	0.047159870058137	0.00371690100836503	0.0758705925319906	0.0749639482829134	0.0576971478226477	0.0156281565681276	0.0567568372994362	0.00436797970643505	0.0708874838903081	0.0688556158512957	0.0719261127088003	0.0421989565619427	0.0994635907441919	0.0294587987483078	0.0408599982036289	0.103199359759346	0.0566125222293878	0.0158291579422809	0.042461840648738	0.0184757821493229	0.0152727483481984	0.0170281911185502	0.0542715561218912	0.0309027635843161	0.0755643030453934	0.00196869481954773	0.0393756654314781	0.0440064002877951	0.0837458629467606	0.057393420167223	0.0425450152271128	0.0640547515616169	0.0237019321297847	0.10834530761587	0.106351181987073	0.0666133029346562	0.0883652797604703	1	0.00551272965360519	0.0134190538099582
EYA2	0.0825668716861265	0.151036472334496	0.0368998570527777	0.0725575802236103	0.0251297930412584	0.103746821475368	0.116132410843481	0.114040264585063	0.110125519534956	0.189117432080599	0.0673240084934598	0.00404715439575165	0.0633115546281802	0.0715089191173112	0.0878045140414823	0.203896263126829	0.0366905180661221	0.0735857512135548	0.0746238333013644	0.0982349439546675	0.0964754350214827	0.0932938126217849	0.0794137353191579	0.0624499284241165	0.115108878907354	0.125142373769031	0.173140713208093	0.0680926815152774	0.081578670202968	0.0948662977058646	0.0938958080904653	0.0467325413122817	0.102423814648559	0.161528176501267	0.107827496372941	0.125253912087485	0.089952124675608	0.00551272965360519	1	0.0746535534962775
