	BTG2	KLF6	ITGB2	PLK2	CDT1	UHRF1	MCM5	MCM7	MKI67	GMNN	POLA2	SLBP	TIPIN	NCAPD2	MCM4	TOP2A	PRIM1	TYROBP	GATA2	SPI1	LCP1	MPO	SERPINA3N	PLEK	FLT3	MPEG1	IKZF1	ITGAM	LAPTM5	CSF1R	CTSS	CD53	IRF8	RUNX1T1	CSF3R	IL7R	CD33	CD44	APP	MLLT3	CTR9	KIT	CRIP1	MYC	CBFB	GFI1B	H2AFY	CD34	FOXO1	HNF4A	DUSP1	OTUB2	LY86	ESR1	CDK6	ANXA5	NOTCH1	RUNX2	VDR	DTL	CD38	SELL	MEIS1	MAML3	IGF1	ADAM17	XRCC6	XPC	USP11	VEGFC	NDN	ELF1	HOXA9	PBX1	PGR	PGRMC1	NR3C2	H1F0	HMGB2	DACH1	EYA2
SLBP	0.104257207028537	0.286769667338202	0	0.106066017177982	0.1	0.128623938856882	0.159900537266708	0.144337567297406	0.218217890235992	0.138675049056307	0.226133508433323	1	0.121267812518166	0.218217890235992	0.104257207028537	0.180421959121758	0	0.0395284707521047	0.0823231949922678	0.200250469728704	0.0857492925712544	0.0545544725589981	0	0.0481125224324688	0	0	0.180421959121758	0.0372677996249965	0	0.0269581933008596	0	0.0883883476483184	0.123299240479018	0.200445931434318	0	0.0962250448649376	0.144337567297406	0.032547227745206	0.0503367041410518	0.159900537266708	0.102062072615966	0.0246332319541073	0.0833333333333333	0.0705540651287698	0.111803398874989	0.117851130197758	0.106066017177982	0.0441941738241592	0.102062072615966	0.116247638743819	0.0870388279778489	0	0	0.0746277892657492	0.136082763487954	0.0870388279778489	0.0850517271799715	0.117041147196131	0.125988157669742	0.240562612162344	0.0449013255066937	0	0.0928476690885259	0.188982236504614	0	0.0581238193719096	0.132453235706504	0.224506627533469	0.267261241912424	0	0.179605302026775	0.0645497224367903	0.0912870929175277	0.106066017177982	0.107142857142857	0	0.150755672288882	0.109108945117996	0.132453235706504	0.182574185835055	0.159900537266708
TIPIN	0.202288694969669	0.166924465222397	0.0342997170285018	0.102899151085505	0.242535625036333	0.249567099242311	0.206835075998008	0.233380014004668	0.211702449609985	0.269069117598525	0.219381727238139	0.121267812518166	1	0.211702449609985	0.202288694969669	0.175035010503501	0.0648203723552164	0.0383482494423685	0.106486973613	0.228277187220526	0.0831890330807703	0	0	0.0466760028009337	0.0318464877649241	0	0.175035010503501	0.0723101526062187	0.0378777009539285	0.0523065780965941	0	0	0.15949044456578	0.129640744710433	0.0700140042014005	0.0466760028009337	0	0.0315754488975336	0.0488337760044759	0.155126306998506	0.0990147542976674	0.0716932357038527	0.0808452083454443	0.136894994278883	0.162697843363992	0.171498585142509	0.102899151085505	0.0428746462856272	0.165024590496112	0.14097096860865	0.126660099276225	0	0.0857492925712544	0.120665983430988	0.198029508595335	0.0844400661841498	0.0660098361984449	0.170319886741098	0.122226466270428	0.186704011203735	0.0435606841869032	0.0505721737424174	0.180150939644418	0.0916698497028211	0.0407062750506653	0.0845825811651901	0.160623141550809	0.261364105121419	0.129640744710433	0.0776735637380617	0.174242736747613	0.12524485821703	0.132842232831014	0.137198868114007	0.173239732168809	0.0505721737424174	0.146254484825426	0.158776837207489	0.160623141550809	0.177122977108019	0.206835075998008
NCAPD2	0.091003151038658	0.200250469728704	0	0.123442679969674	0.218217890235992	0.149696237713024	0.232621052599618	0.209980262782904	0.285714285714286	0.181568259800641	0.197385508487931	0.218217890235992	0.211702449609985	1	0.182006302077316	0.188982236504614	0	0	0.0718575757147955	0.0473779369679134	0.074848118856512	0.0476190476190476	0	0.0419960525565808	0	0	0.157485197087178	0.0325300024316178	0	0.0235310402667506	0	0	0.107624400500126	0.116642368703961	0	0.0839921051131616	0.125988157669742	0.0284095494863568	0.0439374775163747	0.232621052599618	0.0890870806374748	0.0215016476268765	0.0727392967453308	0.0410564246399279	0.0975900072948533	0.102868899974728	0.154303349962092	0.038575837490523	0.0890870806374748	0.101469257886368	0.113960576459638	0	0	0.0434269832707947	0.17817416127495	0.0379868588198793	0.0593913870916499	0.102161888847759	0.109971479845643	0.209980262782904	0	0	0.0810440898473108	0.164957219768465	0	0.0507346289431841	0.115614662603216	0.195965450417405	0.291605921759902	0	0.156772360333924	0.0563436169819011	0.0796819072889596	0.0925820099772552	0.062347968638855	0	0.0986927542439654	0.19047619047619	0.14451832825402	0.159363814577919	0.139572631559771
MCM4	0.0869565217391304	0.143509461970482	0.0294883912309794	0.117953564923918	0.291920179679905	0.178799634963038	0.844653026501335	0.882829589295641	0.318511028635303	0.173494479589872	0.377216768077159	0.104257207028537	0.202288694969669	0.182006302077316	1	0.180578779628654	0.167183463772606	0.0329690236697893	0.0915497214246348	0.153864363724166	0.0357599269926076	0.045501575519329	0	0	0.082137851729009	0	0.150482316357212	0.0621669872160209	0.0325644804512918	0.0899387500826576	0.0362977004320314	0	0.137118234038212	0.167183463772606	0.0601929265428846	0.0401286176952564	0.0601929265428846	0.0271462644898952	0.027989142318762	0.222277112237194	0.127688479613812	0.0616366071269124	0	0.0784615442649073	0.186500961648063	0.196589274873196	0.117953564923918	0	0.113500870767833	0.0969572331127439	0.108893101296094	0.0628694613461932	0.0737209780774486	0.0622438790044902	0.17025130615175	0.0362977004320314	0.0425628265379374	0.122023831140845	0.105081387498547	0.160514470781026	0.0374502943136569	0.0434782608695652	0.154880618532473	0.15762208124782	0.0174981409212854	0.048478616556372	0.276184088333054	0.224701765881942	0.222911285030141	0.0333890281647089	0.149801177254628	0.107676380411633	0.152277397525376	0.117953564923918	0.0893633203101749	0.0434782608695652	0.125738922692386	0.182006302077316	0.138092044166527	0.152277397525376	0.133366267342316
TOP2A	0.120385853085769	0.231793162486383	0.0408248290463863	0.122474487139159	0.173205080756888	0.148522131446501	0.184637236468999	0.194444444444444	0.28347335475692	0.120096115353815	0.174077655955698	0.180421959121758	0.175035010503501	0.188982236504614	0.180578779628654	1	0.115727512471569	0.0684653196881458	0.158431062631119	0.106848439402716	0.0742610657232506	0.0629940788348712	0	0.0833333333333333	0.0758098043578903	0	0.1875	0.0430331482911935	0.0450834817333716	0.0778216007955863	0	0	0.166102649256687	0.154303349962092	0.0416666666666667	0.0277777777777778	0.0416666666666667	0.0375823014001414	0.0968730322865161	0.153864363724166	0.117851130197758	0.0995540216980005	0.0962250448649376	0.122203225483553	0.225924028528766	0.170103454359943	0.163299316185545	0.0255155181539914	0.176776695296637	0.201346816564207	0.0753778361444409	0.0435194139889245	0.0510310363079829	0.129259122664821	0.157134840263677	0.0753778361444409	0.0785674201318386	0.152040910139884	0.145478593490662	0.166666666666667	0	0.0601929265428846	0.187619693596614	0.163663417676994	0.0242250791555755	0.0671156055214024	0.229415733870562	0.181466546577824	0.115727512471569	0.0231125081760512	0.181466546577824	0.149071198499986	0.131761569173682	0.142886901662352	0.144337567297406	0.0902893898143269	0.174077655955698	0.125988157669742	0.191179778225468	0.131761569173682	0.184637236468999
PRIM1	0.0557278212575353	0.0613139339484966	0.0755928946018454	0.0377964473009227	0.10690449676497	0.183339699405642	0.113960576459638	0.154303349962092	0	0.0741249316661101	0.40291148201269	0	0.0648203723552164	0	0.167183463772606	0.115727512471569	1	0.0845154254728517	0.0880071973273286	0.097619064912676	0.0916698497028211	0.0583211843519804	0	0	0.0701862406343596	0	0.077151674981046	0.0398409536444798	0.0417391935564841	0.0576390417704235	0	0	0.0439374775163747	0.142857142857143	0.077151674981046	0	0	0.0347944500319611	0.0358748001667088	0.056980288229819	0.0545544725589981	0.0790020979724585	0.17817416127495	0.0251418227577135	0.0597614304667197	0.125988157669742	0	0	0.0363696483726654	0.09320546490018	0	0	0.0944911182523068	0.0797804625613713	0.0727392967453308	0.0465242105199235	0.0363696483726654	0.0312805623544927	0.101015254455221	0.051434449987364	0.0480015360737319	0.111455642515071	0.0496291666985465	0	0.0224280652008128	0.06213697660012	0.0353996162702394	0.0480015360737319	0	0.0427960492510913	0.0480015360737319	0	0.0487950036474267	0.0377964473009227	0.114540532248182	0.111455642515071	0.120873444603807	0	0.0353996162702394	0.0487950036474267	0.170940864689457
TYROBP	0.0329690236697893	0.0362738125055006	0.156524758424985	0	0.0316227766016838	0.081348921681996	0	0.0304290309725092	0	0.0438529009653515	0.0476731294622796	0.0395284707521047	0.0383482494423685	0	0.0329690236697893	0.0684653196881458	0.0845154254728517	1	0.0520657600875467	0.0217134916353974	0.108465228909328	0.0345032779671177	0	0.121716123890037	0.08304547985374	0.1	0.11410886614691	0.188561808316413	0.098772959664959	0.153448726380857	0.055048188256318	0.223606797749979	0.0519875244910036	0.126773138209277	0.136930639376292	0.0912870929175277	0.136930639376292	0.102923371199077	0.159178634991753	0.0674199862463242	0.0322748612183951	0.124635390569951	0.052704627669473	0.0297482058654365	0.0353553390593274	0.111803398874989	0	0.0838525491562421	0.0215165741455968	0.091901827761726	0	0	0.111803398874989	0.0786645969409441	0.0430331482911935	0.055048188256318	0.086066296582387	0.0370116605098803	0.0597614304667197	0.0304290309725092	0.113592366849413	0.164845118348947	0.0293610109757352	0	0.0398058669325706	0.091901827761726	0.0418853908291695	0.0567961834247065	0	0.0506369683541833	0.0283980917123532	0	0.0288675134594813	0.0223606797749979	0.112938487863156	0.131876094679157	0.0953462589245592	0	0.0628280862437543	0.0288675134594813	0.0674199862463242
GATA2	0.205986873205428	0.302179779099527	0.0620920420565066	0.0620920420565066	0.10976425998969	0.131770907012125	0.0936072754401818	0.084496566736597	0.0958101009530607	0.0913293848321974	0.132380678464299	0.0823231949922678	0.106486973613	0.0718575757147955	0.0915497214246348	0.158431062631119	0.0880071973273286	0.0520657600875467	1	0.0262612865719445	0.0564732458623392	0.0479050504765304	0	0.0211241416841493	0.0288255068694668	0	0.237646593946679	0.0490880693673816	0.0171422974035089	0.0355085536599346	0	0	0.270676997769406	0.176014394654657	0.0316862125262239	0.0422482833682985	0.0316862125262239	0.0285801789453476	0.0957696320596173	0.140410913160273	0.156838750231877	0.0648923634383276	0.10976425998969	0.185863553954972	0.245440346836908	0.310460210282533	0.0776150525706333	0.0776150525706333	0.209118333642503	0.267956556887548	0.0382150101734342	0	0.0388075262853166	0.240282945860364	0.119496190652859	0.0382150101734342	0.134433214484466	0.218397893475571	0.207434953411256	0.0633724250524478	0.0197142430671938	0.0457748607123174	0.32612338205663	0.124460972046753	0.0460560603952896	0.0510393441690567	0.101770419803951	0.118285458403163	0.0880071973273286	0.0703053932237228	0.197142430671938	0.311751110695825	0.300601806021076	0.263891178740153	0.235209128549336	0.0457748607123174	0.231666187312523	0.0718575757147955	0.174463576806774	0.240481444816861	0.0936072754401818
SPI1	0.0698430295769578	0.0325644804512918	0.0282842712474619	0.17025130615175	0.189316422860252	0	0.0814387934696855	0	0.0858545710548214	0.0476190476190476	0.0570990591522943	0.282609247546289	0.142857142857143	0.0990147542976674	0.0962250448649376	0.0492067831305123	0.10166571355507	0.15949044456578	0.051434449987364	1	0	0.0985036562622408	0.0915497214246348	0.153582723256672	0.165024590496112	0.29277002188456	0.27524094128159	0.181568259800641	0.198029508595335	0.0510310363079829	0.154303349962092	0.0589767824619589	0.268055482123755	0.169774937525433	0.125436301501064	0.029907430227729	0	0	0.0725954008640628	0.109108945117996	0.277777777777778	0.0349428278907306	0.106119089994502	0.226133508433323	0.215410109213832	0.129640744710433	0.0632455532033676	0.0496903994999953	0.0316227766016838	0.186029743883145	0	0.261364105121419	0.0479463301485384	0.101770419803951	0	0.308606699924184	0.203251144288266	0.141876088459791	0.32612338205663	0	0.11322770341446	0	0.182574185835055	0.155643201591173	0.187619693596614	0.029012942659283	0	0.0870388279778489	0.100167084494127	0.0796819072889596	0.0753778361444409	0.0410910714179416	0.0824786098842323	0.111803398874989	0.372193684159388	0.0444554224474387	0.0304290309725092	0.0557278212575353	0.0351364184463153	0.055048188256318	0.152277397525376
LCP1	0.0715198539852152	0.118033421304695	0.169774937525433	0.0970142500145332	0.0342997170285018	0.0588235294117647	0.0365636212063565	0.0660098361984449	0.037424059428256	0.0951302988308988	0.103417537999004	0.0857492925712544	0.0831890330807703	0.074848118856512	0.0357599269926076	0.0742610657232506	0.0916698497028211	0.108465228909328	0.0564732458623392	0	1	0.037424059428256	0	0.0660098361984449	0.0675566023666567	0.054232614454664	0.0990147542976674	0.102261998512983	0.107134316801116	0.0554795041091482	0.0298540717013266	0.18190171877725	0.0563883874434601	0.0916698497028211	0.148522131446501	0.0990147542976674	0.148522131446501	0.133963284206732	0.0920818511032262	0.0731272424127131	0.0350070021007002	0.0844912885523329	0.114332390095006	0.0322664595883638	0.0383482494423685	0.121267812518166	0	0.121267812518166	0.0466760028009337	0.07974522228289	0.0298540717013266	0	0.0606339062590832	0.102388482171114	0.140028008402801	0.119416286805306	0.0816830049016339	0.0602171734427775	0.108033953925361	0.13201967239689	0.0616041103633697	0.178799634963038	0.0318464877649241	0	0.0287836831251702	0.179426750136502	0.0454310850424255	0.123208220726739	0.0916698497028211	0.054923503638109	0.123208220726739	0	0.0313112145542575	0.0485071250072666	0.097999191510005	0.107279780977823	0.103417537999004	0.037424059428256	0.0681466275636382	0.0939336436627724	0.146254484825426
