	KLF6	BTG2	SPI1	MCM7	MCM5	MCM4	GATA2	IKZF1	IRF8	RUNX1T1	FOXO1	CD7	MYC	NOTCH1	CTR9	MLLT3	CBFB	GFI1B	HNF4A	ESR1	VDR	RUNX2	TSC22D3	MEIS1	MAML3	XPC	XRCC6	HMGB2	PGR	SOX18	NDN	ELF1	HOXA9	PBX1	YBX1	NR3C2	H1F0	EYA2	DACH1
FOXO1	0.312195270527231	0.141876088459791	0.140545673785261	0.130945700219731	0.116051770637132	0.113500870767833	0.209118333642503	0.255344115428476	0.335578027607012	0.181848241863327	1	0	0.204825432704685	0.138888888888889	0.138888888888889	0.232103541274264	0.213003216807565	0.224525104684854	0.268928098796541	0.216651856987303	0.205737799949456	0.254836524035998	0.182574185835055	0.277969282645598	0.154303349962092	0.171088300858246	0.1441968187829	0.162221421130763	0.291605921759902	0.276026223736942	0.195529486695138	0.421637021355784	0.273297197249974	0.288675134594813	0.182006302077316	0.246182981958665	0.1187827741833	0.145064713296415	0.273297197249974
CD7	0	0	0.141876088459791	0	0	0	0.0490880693673816	0	0.0735214622093808	0	0	1	0	0.0912870929175277	0	0	0	0	0	0.0444994159489985	0	0	0	0	0	0	0.0592348877759092	0.0592348877759092	0	0	0	0	0	0	0.210558721903079	0.0674199862463242	0	0	0
MYC	0.237397785226333	0.0980769303311342	0.127285585051946	0.126729270871833	0.0601687089090165	0.0784615442649073	0.185863553954972	0.203672042472588	0.201049625529064	0.150850936546281	0.204825432704685	0	1	0.108813511124364	0.153619074528514	0.120337417818033	0.189316422860252	0.177384028063397	0.207777501366594	0.215292017419113	0.165927564724782	0.242226709179304	0.126210948573501	0.209624975741642	0.106667720180217	0.135166764551141	0.137061675205444	0.224282741245272	0.188144173676719	0.206714103550839	0.135166764551141	0.267182392156493	0.223276750636136	0.212860833676077	0.166525123824432	0.156000907644285	0.143697486239747	0.0601687089090165	0.206101615971818
NOTCH1	0.109268344684531	0.099313261921854	0.181466546577824	0.0654728501098655	0.0435194139889245	0.0425628265379374	0.134433214484466	0.157134840263677	0.111859342535671	0.127293769304329	0.138888888888889	0.0912870929175277	0.108813511124364	1	0.0833333333333333	0.130558241966773	0.106501608403782	0.128300059819917	0.126554399433667	0.121866669555358	0.154303349962092	0.175200110274749	0.0912870929175277	0.138984641322799	0.154303349962092	0.0977647433475689	0.0630861082175188	0.153209119956831	0.126362566095958	0.138013111868471	0.122205929184461	0.105409255338946	0.124225998749988	0.125092558324419	0.126554399433667	0.13334911522761	0.0445435403187374	0.10154529930749	0.136648598624987
CTR9	0.140487871737254	0.127688479613812	0.175749910065499	0.117851130197758	0.0870388279778489	0.127688479613812	0.156838750231877	0.176776695296637	0.234904619324909	0.218217890235992	0.138888888888889	0	0.153619074528514	0.0833333333333333	1	0.174077655955698	0.228217732293819	0.192450089729875	0.118644749469062	0.121866669555358	0.180020574955774	0.119454620641874	0.182574185835055	0.227429413073671	0.231455024943138	0.109985336266015	0.108147614087175	0.135184517608969	0.116642368703961	0.172516389835589	0.21997067253203	0.158113883008419	0.223606797749979	0.144337567297406	0.199834915366009	0.153864363724166	0.133630620956212	0.0870388279778489	0.186338998124983
MLLT3	0.195646395217807	0.133366267342316	0.0720749970156447	0.246182981958665	0.181818181818182	0.222277112237194	0.140410913160273	0.215410109213832	0.210299891169834	0.227921152919276	0.232103541274264	0	0.120337417818033	0.130558241966773	0.174077655955698	1	0.190692517849118	0.201007563051842	0.198272638838644	0.127285585051946	0.161164592805076	0.224579307827677	0.190692517849118	0.237542274739469	0.161164592805076	0.268043853373619	0.169434748417471	0.169434748417471	0.152286225968293	0.180187492539112	0.229751874320245	0.220192753025272	0.233549683248457	0.180906806746658	0.779579442869107	0.160706086633306	0.186096842079694	0.136363636363636	0.233549683248457
CBFB	0.256494588021288	0.139875721236047	0.193649167310371	0.172132593164774	0.143019388386839	0.186500961648063	0.245440346836908	0.322748612183951	0.294085848837523	0.179284291400159	0.213003216807565	0	0.189316422860252	0.106501608403782	0.228217732293819	0.190692517849118	1	0.316227766016838	0.181956335718513	0.177997663795994	0.225374467927604	0.261711961295107	0.3	0.33218191941496	0.338061701891407	0.200804832225625	0.177704663327728	0.266556994991592	0.191662969499982	0.264575131106459	0.281126765115875	0.288675134594813	0.285773803324704	0.221359436211787	0.124766282126487	0.235969951862135	0.14638501094228	0.0953462589245592	0.244948974278318
GFI1B	0.4325904563487	0.147441956154897	0.248734169081546	0.181443684650606	0.150755672288882	0.196589274873196	0.310460210282533	0.340206908719886	0.309993703316851	0.314970394174356	0.224525104684854	0	0.177384028063397	0.128300059819917	0.192450089729875	0.201007563051842	0.316227766016838	1	0.273998312175596	0.257985766401107	0.296956935458249	0.24828176658071	0.316227766016838	0.393919298579168	0.17817416127495	0.254000254000381	0.156097635263616	0.187317162316339	0.26937401188059	0.318727629155838	0.211666878333651	0.365148371670111	0.430331482911935	0.333333333333333	0.0991363194193219	0.248734169081546	0.154303349962092	0.201007563051842	0.387298334620742
HNF4A	0.346697485590732	0.12119654139093	0.240282945860364	0.111859342535671	0.0991363194193219	0.0969572331127439	0.267956556887548	0.302020224846311	0.267553917205721	0.18641092980036	0.268928098796541	0	0.207777501366594	0.126554399433667	0.118644749469062	0.198272638838644	0.181956335718513	0.273998312175596	1	0.26604266479565	0.27827069093704	0.326538167938031	0.155962573473011	0.259039735065807	0.131812432549124	0.187908230398348	0.153973758948597	0.215563262528035	0.265708888557301	0.294741559459447	0.187908230398348	0.390195146371982	0.254685815986805	0.328797974610715	0.153167916213497	0.262874863962293	0.101469257886368	0.173488558983813	0.275909633985706
ESR1	0.228277187220526	0.103739798340817	0.117953564923918	0.0574484989621426	0.063642792525973	0.0622438790044902	0.240282945860364	0.22979399584857	0.196299727682028	0.132967437602285	0.216651856987303	0.0444994159489985	0.215292017419113	0.121866669555358	0.121866669555358	0.127285585051946	0.177997663795994	0.257985766401107	0.26604266479565	1	0.22565322433338	0.209628529640985	0.133498247846995	0.203251144288266	0.0752177414444602	0.125099768552877	0.118616305942459	0.197693843237432	0.398014876083996	0.235468776177343	0.178713955075539	0.282609247546289	0.254335346829466	0.225151214313693	0.220192753025272	0.345017251293858	0.108567458176987	0.0848570567012974	0.199834915366009
VDR	0.28903665650804	0.131351734373183	0.101469257886368	0.121232161242218	0.107443061870051	0.105081387498547	0.207434953411256	0.309142011167656	0.227835580867107	0.235702260395516	0.205737799949456	0	0.165927564724782	0.154303349962092	0.180020574955774	0.161164592805076	0.225374467927604	0.296956935458249	0.27827069093704	0.22565322433338	1	0.221186977601904	0.169030850945703	0.257349548992652	0.142857142857143	0.135768846660426	0.11681277400841	0.183562930584645	0.23397800710095	0.21295885499998	0.203653269990639	0.29277002188456	0.230021853114118	0.267261241912424	0.229751874320245	0.265908011739155	0.109971479845643	0.188025358272589	0.299028409048353
RUNX2	0.322212968124633	0.097619064912676	0.330165123853215	0.15767205495988	0.124766282126487	0.122023831140845	0.218397893475571	0.337868689199743	0.269380245009416	0.187683374126956	0.254836524035998	0	0.242226709179304	0.175200110274749	0.119454620641874	0.224579307827677	0.261711961295107	0.24828176658071	0.326538167938031	0.209628529640985	0.221186977601904	1	0.157027176777064	0.304275935729018	0.132712186561143	0.147148474142049	0.186029743883145	0.24803965851086	0.200641966621938	0.316537035299572	0.210212105917213	0.3626387311293	0.320530382378016	0.347594473212995	0.387298334620742	0.176446168310146	0.127702361059699	0.124766282126487	0.299161690219482
TSC22D3	0.205195670417031	0.186500961648063	0.329983164553722	0.172132593164774	0.0953462589245592	0.186500961648063	0.147264208102145	0.193649167310371	0.220564386628142	0.239045721866879	0.182574185835055	0	0.126210948573501	0.0912870929175277	0.182574185835055	0.190692517849118	0.3	0.316227766016838	0.155962573473011	0.133498247846995	0.169030850945703	0.157027176777064	1	0.24913643956122	0.169030850945703	0.1606438657805	0.118469775551818	0.177704663327728	0.191662969499982	0.151185789203691	0.1606438657805	0.23094010767585	0.244948974278318	0.189736659610103	0.150755672288882	0.202259958738973	0.0975900072948533	0.190692517849118	0.244948974278318
MEIS1	0.340811458273844	0.0774403092662366	0.170996392014192	0.142948337978373	0.118771137369734	0.154880618532473	0.32612338205663	0.321633760451339	0.274753129892699	0.198516666794186	0.277969282645598	0	0.209624975741642	0.138984641322799	0.227429413073671	0.237542274739469	0.33218191941496	0.393919298579168	0.259039735065807	0.203251144288266	0.257349548992652	0.304275935729018	0.24913643956122	1	0.210558721903079	0.133407469193014	0.147575690382985	0.147575690382985	0.265279054538646	0.345270651315889	0.200111203789521	0.431516971336846	0.474644452534567	0.446441871723057	0.173488558983813	0.223957004382342	0.121566134770966	0.118771137369734	0.339031751810405
MAML3	0.260132990857236	0.0788110406239101	0.161164592805076	0.145478593490662	0.161164592805076	0.15762208124782	0.124460972046753	0.163663417676994	0.18641092980036	0.202030508910442	0.154303349962092	0	0.106667720180217	0.154303349962092	0.231455024943138	0.161164592805076	0.338061701891407	0.17817416127495	0.131812432549124	0.0752177414444602	0.142857142857143	0.132712186561143	0.169030850945703	0.210558721903079	1	0.203653269990639	0.150187852296528	0.200250469728704	0.107989849431208	0.127775312999988	0.203653269990639	0.195180014589707	0.207019667802706	0.160356745147455	0.152277397525376	0.170940864689457	0.164957219768465	0.080582296402538	0.207019667802706
XPC	0.288429975200615	0.149801177254628	0.187683374126956	0.276520451928113	0.229751874320245	0.224701765881942	0.118285458403163	0.181466546577824	0.177161578607248	0.144004608221196	0.171088300858246	0	0.135166764551141	0.0977647433475689	0.109985336266015	0.268043853373619	0.200804832225625	0.254000254000381	0.187908230398348	0.125099768552877	0.135768846660426	0.147148474142049	0.1606438657805	0.133407469193014	0.203653269990639	1	0.285471640841884	0.237893034034903	0.153947401737236	0.121435348143783	0.193548387096774	0.13912166872805	0.131165167156791	0.127000127000191	0.135768846660426	0.162459108322165	0.156772360333924	0.229751874320245	0.196747750735186
XRCC6	0.212707993911967	0.110473635333221	0.138984641322799	0.28039700806402	0.254152122626207	0.276184088333054	0.101770419803951	0.229415733870562	0.195976600339204	0.141598465080958	0.1441968187829	0.0592348877759092	0.137061675205444	0.0630861082175188	0.108147614087175	0.169434748417471	0.177704663327728	0.156097635263616	0.153973758948597	0.118616305942459	0.11681277400841	0.186029743883145	0.118469775551818	0.147575690382985	0.150187852296528	0.285471640841884	1	0.298245614035088	0.113531344891289	0.179109465135858	0.166525123824432	0.136797113611354	0.145095250022002	0.149853729853071	0.0912870929175277	0.159744612766174	0.14451832825402	0.169434748417471	0.169277791692336
HMGB2	0.243094850185106	0.110473635333221	0.220192753025272	0.127453185483645	0.141195623681226	0.138092044166527	0.174463576806774	0.267651689515655	0.239526955970138	0.176998081351197	0.162221421130763	0.0592348877759092	0.224282741245272	0.153209119956831	0.135184517608969	0.169434748417471	0.266556994991592	0.187317162316339	0.215563262528035	0.197693843237432	0.183562930584645	0.24803965851086	0.177704663327728	0.147575690382985	0.200250469728704	0.237893034034903	0.298245614035088	1	0.151375126521719	0.223886831419823	0.190314427227923	0.170996392014192	0.19346033336267	0.168585446084705	0.125092558324419	0.179712689361946	0.173421993904824	0.0847173742087357	0.19346033336267
PGR	0.294963086405008	0.1191510937469	0.221186977601904	0.0824786098842323	0.0913717355809759	0.0893633203101749	0.235209128549336	0.268055482123755	0.23485569615051	0.190900887080303	0.291605921759902	0	0.188144173676719	0.126362566095958	0.116642368703961	0.152286225968293	0.191662969499982	0.26937401188059	0.265708888557301	0.398014876083996	0.23397800710095	0.200641966621938	0.191662969499982	0.265279054538646	0.107989849431208	0.153947401737236	0.113531344891289	0.151375126521719	1	0.241472644208148	0.153947401737236	0.368855556781659	0.286902292026516	0.222233559801486	0.205737799949456	0.409193967641251	0.062347968638855	0.121828980774635	0.20865621238292
SOX18	0.310226693731792	0.105736106527536	0.118285458403163	0.0975900072948533	0.0720749970156447	0.105736106527536	0.259749647772759	0.317167523708273	0.333462008626037	0.18070158058105	0.276026223736942	0	0.206714103550839	0.138013111868471	0.172516389835589	0.180187492539112	0.264575131106459	0.318727629155838	0.294741559459447	0.235468776177343	0.21295885499998	0.316537035299572	0.151185789203691	0.345270651315889	0.127775312999988	0.121435348143783	0.179109465135858	0.223886831419823	0.241472644208148	1	0.182153022215675	0.480079358519183	0.339467369916602	0.310759438426942	0.154303349962092	0.20385887657505	0.110656667034498	0.0720749970156447	0.308606699924184
NDN	0.247225693029099	0.187251471568285	0.204825432704685	0.172825282455071	0.153167916213497	0.149801177254628	0.197142430671938	0.259237923682606	0.236215438142997	0.192006144294928	0.195529486695138	0	0.135166764551141	0.122205929184461	0.21997067253203	0.229751874320245	0.281126765115875	0.211666878333651	0.187908230398348	0.178713955075539	0.203653269990639	0.210212105917213	0.1606438657805	0.200111203789521	0.203653269990639	0.193548387096774	0.166525123824432	0.190314427227923	0.153947401737236	0.182153022215675	1	0.185495558304067	0.196747750735186	0.228600228600343	0.153864363724166	0.189535626375859	0.117579270250443	0.153167916213497	0.295121626102779
ELF1	0.533113989983183	0.0538381902058166	0.111859342535671	0.0993807989999907	0.110096376512636	0.107676380411633	0.311751110695825	0.335410196624968	0.424476359978009	0.138013111868471	0.421637021355784	0	0.267182392156493	0.105409255338946	0.158113883008419	0.220192753025272	0.288675134594813	0.365148371670111	0.390195146371982	0.282609247546289	0.29277002188456	0.3626387311293	0.23094010767585	0.431516971336846	0.195180014589707	0.13912166872805	0.136797113611354	0.170996392014192	0.368855556781659	0.480079358519183	0.185495558304067	1	0.471404520791032	0.438178046004133	0.135166764551141	0.311399577664609	0.112687233963802	0.110096376512636	0.329983164553722
HOXA9	0.418853908291695	0.114208048144032	0.224525104684854	0.140545673785261	0.116774841624228	0.152277397525376	0.300601806021076	0.289875452182101	0.330165123853215	0.243975018237133	0.273297197249974	0	0.223276750636136	0.124225998749988	0.223606797749979	0.233549683248457	0.285773803324704	0.430331482911935	0.254685815986805	0.254335346829466	0.230021853114118	0.320530382378016	0.244948974278318	0.474644452534567	0.207019667802706	0.131165167156791	0.145095250022002	0.19346033336267	0.286902292026516	0.339467369916602	0.196747750735186	0.471404520791032	1	0.438938112570174	0.259039735065807	0.247716847153431	0.119522860933439	0.116774841624228	0.366666666666667
PBX1	0.356887126487678	0.117953564923918	0.138013111868471	0.136082763487954	0.120604537831105	0.117953564923918	0.263891178740153	0.347011046894284	0.325493388482694	0.188982236504614	0.288675134594813	0	0.212860833676077	0.125092558324419	0.144337567297406	0.180906806746658	0.221359436211787	0.333333333333333	0.328797974610715	0.225151214313693	0.267261241912424	0.347594473212995	0.189736659610103	0.446441871723057	0.160356745147455	0.127000127000191	0.149853729853071	0.168585446084705	0.222233559801486	0.310759438426942	0.228600228600343	0.438178046004133	0.438938112570174	1	0.135166764551141	0.255840859626732	0.0925820099772552	0.150755672288882	0.335658556671309
YBX1	0.229415733870562	0.118285458403163	0.335410196624968	0.310460210282533	0.0915497214246348	0.245440346836908	0.0444994159489985	0.0622438790044902	0.247840798548305	0.138013111868471	0.235468776177343	0.294963086405008	0.172516389835589	0.140199927446556	0.126210948573501	0.289875452182101	0.131812432549124	0.150755672288882	0.281126765115875	0.309993703316851	0.124766282126487	0.149801177254628	0.113500870767833	0.170940864689457	0.223957004382342	0.182006302077316	0.261116483933547	0.140487871737254	0.153947401737236	0.294085848837523	0.438178046004133	0.116642368703961	0.122205929184461	0.121566134770966	1	0.21997067253203	0.215410109213832	0.136082763487954	0.335578027607012
NR3C2	0.345857231933037	0.0943041920192897	0.0953462589245592	0.116051770637132	0.128564869306645	0.125738922692386	0.231666187312523	0.261116483933547	0.247840798548305	0.241746889207614	0.246182981958665	0.0674199862463242	0.156000907644285	0.13334911522761	0.153864363724166	0.160706086633306	0.235969951862135	0.248734169081546	0.262874863962293	0.345017251293858	0.265908011739155	0.176446168310146	0.202259958738973	0.223957004382342	0.170940864689457	0.162459108322165	0.159744612766174	0.179712689361946	0.409193967641251	0.20385887657505	0.189535626375859	0.311399577664609	0.247716847153431	0.255840859626732	0.188144173676719	1	0.131590338991954	0.128564869306645	0.220192753025272
H1F0	0.200250469728704	0.045501575519329	0.14638501094228	0.167984210226323	0.186096842079694	0.182006302077316	0.0718575757147955	0.0944911182523068	0.107624400500126	0.116642368703961	0.1187827741833	0	0.143697486239747	0.0445435403187374	0.133630620956212	0.186096842079694	0.14638501094228	0.154303349962092	0.101469257886368	0.108567458176987	0.109971479845643	0.127702361059699	0.0975900072948533	0.121566134770966	0.164957219768465	0.156772360333924	0.14451832825402	0.173421993904824	0.062347968638855	0.110656667034498	0.117579270250443	0.112687233963802	0.119522860933439	0.0925820099772552	0	0.131590338991954	1	0.0465242105199235	0.159363814577919
EYA2	0.195646395217807	0.177821689789755	0.316227766016838	0.205152484965555	0.136363636363636	0.133366267342316	0.0936072754401818	0.215410109213832	0.105149945584917	0.170940864689457	0.145064713296415	0	0.0601687089090165	0.10154529930749	0.0870388279778489	0.136363636363636	0.0953462589245592	0.201007563051842	0.173488558983813	0.0848570567012974	0.188025358272589	0.124766282126487	0.190692517849118	0.118771137369734	0.080582296402538	0.229751874320245	0.169434748417471	0.0847173742087357	0.121828980774635	0.0720749970156447	0.153167916213497	0.110096376512636	0.116774841624228	0.150755672288882	0.262874863962293	0.128564869306645	0.0465242105199235	1	0.194624736040381
DACH1	0.376968517462526	0.152277397525376	0.11681277400841	0.175682092231577	0.155699788832305	0.152277397525376	0.240481444816861	0.421637021355784	0.390195146371982	0.243975018237133	0.273297197249974	0	0.206101615971818	0.136648598624987	0.186338998124983	0.233549683248457	0.244948974278318	0.387298334620742	0.275909633985706	0.199834915366009	0.299028409048353	0.299161690219482	0.244948974278318	0.339031751810405	0.207019667802706	0.196747750735186	0.169277791692336	0.19346033336267	0.20865621238292	0.308606699924184	0.295121626102779	0.329983164553722	0.366666666666667	0.335658556671309	0.29277002188456	0.220192753025272	0.159363814577919	0.194624736040381	1
