	BTG2	KLF6	ITGB2	CDT1	UHRF1	MCM5	MCM7	MKI67	GMNN	POLA2	SLBP	TIPIN	NCAPD2	MCM4	TOP2A	PRIM1	TYROBP	GATA2	SPI1	MPO	PLEK	FLT3	IKZF1	ITGAM	CTSS	CD53	IRF8	RUNX1T1	CSF3R	IL7R	CD33	CD44	APP	MLLT3	CTR9	CRIP1	MYC	CBFB	GFI1B	CD34	FOXO1	HNF4A	DUSP1	OTUB2	ESR1	CDK6	ANXA5	NOTCH1	RUNX2	VDR	DTL	SELL	MEIS1	MAML3	ADAM17	XRCC6	XPC	USP11	VEGFC	NDN	ELF1	HOXA9	PBX1	PGR	PGRMC1	NR3C2	H1F0	HMGB2	DACH1	EYA2
SLBP	0.0614258669361853	0.0661278632908947	0.0379663357348742	0.429784718640125	0.400070154571265	0.42677361268914	0.370110213623071	0.230751843526814	0.38265688343195	0.234849064806496	1	0.388672032206896	0.290768808608007	0.367126523891021	0.338627530682375	0.337671475045536	0.1186109409075	0.111531782546669	0.0724638860498281	0.19025121991061	0.101630791470164	0.135268877760196	0.0909600951351492	0.00954178166496678	0.00617311701895515	0.127902885438166	0.120950554147214	0.0980254386587198	0.128793769773487	0.0919286637229208	0.026506257211368	0.0971884257601522	0.0431817625967979	0.161545370103533	0.1349545758777	0.243110598725067	0.204318846435844	0.248289814411131	0.00931120218781025	0.201594281197611	0.0363991097030945	0.0478120500779771	0.0520082329539626	0.0186961097275839	0.050975553175145	0.248650501968503	0.145017203106202	0.0690808652183223	0.0466838916562612	0.0621163842646411	0.407933912513893	0.090721419003834	0.0209105836417253	0.120662701170219	0.0890309188690374	0.227014274109998	0.051790385532824	0.0647719668867074	0.0434157702932156	0.0784344128157247	0.120926201698351	0.084281076342816	0.130424070340272	0.0315248719379915	0.0644086977977062	0.0562731529379538	0.0889923103474497	0.270264156389164	0.0390087879070055	0.0833209511614994
TIPIN	0.0165653195332132	0.122388431689597	0.0614037561937621	0.489689862589551	0.539488335071479	0.499834138675897	0.434148698072812	0.283413087310999	0.508203062449053	0.323690195106061	0.388672032206896	1	0.319840761628786	0.456431836164954	0.411452653697179	0.432202746688171	0.161848774592096	0.124795856682837	0.0912027537611285	0.251132091146761	0.0587282643465852	0.194963716018589	0.126659177986685	0.0392397409537673	0.0383148879254636	0.127932900401748	0.108374068865278	0.111672852916708	0.173026848180024	0.0728513149649242	0.0869821131698485	0.12975341761678	0.0186131640670475	0.213257439646511	0.148905656586643	0.290733908611118	0.234392349280422	0.207042101287549	0.0261216198533135	0.200998614641403	0.0254091862248971	0.0843545357624391	0.0893386220489971	0.0284240664591738	0.0578781528233549	0.256278455652095	0.116851150995102	0.0885943451787221	0.0357194630342692	0.0983949086505601	0.391831263433247	0.132952726195612	0.105725836648559	0.126330026512069	0.0755156990358681	0.189140800822396	0.103984860984656	0.0807590987588588	0.0384196373419336	0.0740989188412873	0.0947651596232746	0.0359721595659379	0.111345857706063	0.057986388166505	0.0628430922883624	0.0931751000657274	0.0972539972836448	0.355855872522907	0.00290684733222538	0.0667564329565264
NCAPD2	0.0970782225423717	0.0163387933181368	0.0575608721960992	0.328141984788797	0.401754732872751	0.353398008632382	0.310964107405169	0.492408362256319	0.354791152581759	0.287797720083462	0.290768808608007	0.319840761628786	1	0.280959759020368	0.482097291615701	0.302712319281688	0.114267751627351	0.0652421094969908	0.0193116122787421	0.237090864060752	0.0173470860764017	0.179598401535894	0.16515178160806	0.0281667859962221	0.0171286479535028	0.187518132079224	0.141556862032907	0.0642338764386996	0.0763909359717233	0.111700423232665	0.00955638507474358	0.13968191605022	0.128225013360142	0.142717868468516	0.111541951257837	0.231805669135247	0.11149755084922	0.158419394931954	0.00927536436787503	0.174156078057209	0.034683590203488	0.06489688408448	0.0739655306492345	0.0360667215950726	0.0514924181488679	0.243422361821392	0.118190927963562	0.16018711349968	0.058938027422249	0.0961063145669668	0.28804768578568	0.159842598738131	0.0863416681856782	0.074712477768819	0.0659675939248024	0.141710742051967	0.0624366644707394	0.0931452110242079	0.0626356405794235	0.0401794879754805	0.141887081142757	0.0520155865827827	0.0719697345695948	0.00534169850373867	0.0602039922760678	0.0490041159528229	0.0132985142961902	0.404563638679603	0.0560137065748259	0.0585909201444723
MCM4	0.0715001308175262	0.0935201080992321	0.0623443949970494	0.5044699602701	0.487634382108181	0.493071148094338	0.411778693647326	0.210192525605106	0.429763177835917	0.302623674423867	0.367126523891021	0.456431836164954	0.280959759020368	1	0.330160559501119	0.438712860130768	0.15337387508899	0.129446234547313	0.101998091689325	0.22846721270303	0.10388739031982	0.188075198211347	0.163604012576171	0.0243414170337674	0.0133503102735061	0.152731785582109	0.14127976323365	0.0483307769767137	0.105757674448779	0.0943149201437428	0.120992930017097	0.0960470188275193	0.0784965134825171	0.155039664741846	0.114414516348485	0.241035853808042	0.19080154179192	0.236455929488823	0.0222134200300525	0.196246076167569	0.0329487175387306	0.0519639982800413	0.0256963661232307	0.0119319091298978	0.0665629944521036	0.182890599506222	0.119400981724859	0.100295187693184	0.0366824068691771	0.0567966549462082	0.41840700050914	0.104686309801832	0.0552844061584886	0.0681589817166402	0.0793959513162162	0.235529028832155	0.0817465961345918	0.130389800864472	0.0406727912132784	0.0164457927470961	0.061627151606577	0.0627808219862296	0.127886120094027	0.00138899661940223	0.102706893050296	0.0156281565681276	0.08187803539806	0.317394478868919	0.0235618726458994	0.103746821475368
TOP2A	0.0398898730731748	0.0489381056692764	0.0923852979905191	0.420189077051728	0.539613664102646	0.433146674433573	0.351553483305206	0.601465614273681	0.488906502789015	0.302590921035256	0.338627530682375	0.411452653697179	0.482097291615701	0.330160559501119	1	0.384634301993256	0.122297082909175	0.106404698942522	0.0219071607795684	0.260080542460107	0.00250294232847766	0.166739103316456	0.16557713195474	0.020092170406412	0.00859920636251842	0.128438695506422	0.181715947046128	0.0410643234664066	0.123601132026994	0.126158187710841	0.0902813419309452	0.148083775172512	0.0442366894969626	0.16533451214652	0.163879096473268	0.307081202960486	0.149436257679421	0.210969100019783	0.0400006555700889	0.150589927991233	0.044489108455008	0.0649233784559094	0.119612828273995	0.0261799040851268	0.0698127969578369	0.27556573191411	0.16685489398385	0.0970417352858517	0.0232030277279015	0.0845290499367919	0.416258404276455	0.218496138470017	0.176896154937523	0.113129284221413	0.108099360007027	0.173831432192759	0.0448892678362034	0.100246309362711	0.0135615676812942	0.0592293296061166	0.112821127737995	0.0149817207534588	0.0951792610533441	0.0231100387890549	0.0991694290178791	0.020214888586663	0.0436820387729703	0.489155231628714	0.00483475417460513	0.0868756754414483
PRIM1	0.0290933304194713	0.114064715488751	0.0493946090007156	0.448319076322374	0.472601132340503	0.506358165243776	0.400505860887467	0.305349550651761	0.490007057683395	0.30221800816071	0.337671475045536	0.432202746688171	0.302712319281688	0.438712860130768	0.384634301993256	1	0.128472766810934	0.113661261595738	0.0864387950766742	0.230969360923555	0.0669552549501339	0.156725093444559	0.157403726312992	0.0423084569916485	0.0368383008068468	0.10638136669331	0.161478519277421	0.0522669822140511	0.125450566552304	0.0669404281274199	0.0849891714703921	0.143848411635946	0.0450775650164632	0.151844869227156	0.119867497356934	0.247018551374679	0.250455463818612	0.228785755340148	0.0154647168064761	0.196644784867286	0.0254025675886198	0.0726945632278176	0.111515469693153	0.0254767863201099	0.0541245682429013	0.242290672671123	0.0633021340713248	0.0974343230585488	0.0719556248939189	0.0324992941325612	0.36644971692703	0.175089481050898	0.0446843512537095	0.0755223231180659	0.106654713358491	0.22504968496724	0.0869202362670651	0.0866708479312606	0.0440787538769578	0.040422069510094	0.0685976048555222	0.0782043713770153	0.0887176535703605	0.0283743500009552	0.0798455372565785	0.0658961082471983	0.111134236285535	0.324982262061174	0.0208171965799274	0.0337145802263147
TYROBP	0.238999121395945	0.0759475437468168	0.14168688713732	0.169844765287548	0.191474367617861	0.108205363255933	0.180163759941854	0.0909019793506132	0.208444185924746	0.124356982700604	0.1186109409075	0.161848774592096	0.114267751627351	0.15337387508899	0.122297082909175	0.128472766810934	1	0.21807976548827	0.136200113051128	0.358615178881328	0.314506501192799	0.345270506465039	0.182577414732625	0.0963936648213863	0.190843249108538	0.362904385832745	0.309645796499178	0.147541973436123	0.21834916232941	0.154723133691542	0.181660406466754	0.169801952202495	0.143329418038195	0.247580809957584	0.180428428827962	0.290677060592867	0.160640336661408	0.106452743082985	0.0669646067041752	0.323804093531704	0.141928534048009	0.0840353307420955	0.101233042535476	0.0883113511683938	0.147588474194325	0.319322496080953	0.191235890658103	0.190463427387052	0.11786538902607	0.113479025231828	0.155244922990881	0.336754567581585	0.144700176577974	0.136384580886538	0.0881040007329171	0.162121179014573	0.15047077323897	0.134499680728779	0.0659856486240173	0.254073426777128	0.207531338948308	0.0933425983121684	0.121856708781029	0.119169215980752	0.0630255812427797	0.141370171811753	0.0960496078873017	0.100369629956061	0.0894446618221996	0.157847492852958
GATA2	0.200050582832029	0.171675603379076	0.115110645946367	0.112884335853994	0.130813769277956	0.189787457847157	0.142720777105052	0.0921168570458594	0.084230871452869	0.13162469475294	0.111531782546669	0.124795856682837	0.0652421094969908	0.129446234547313	0.106404698942522	0.113661261595738	0.21807976548827	1	0.0948604975572039	0.140696575717337	0.207770803650911	0.442901110904335	0.244706054030324	0.113428964727949	0.173474123454023	0.384607845713587	0.233167608735332	0.22097070376585	0.160129249530172	0.204205452139929	0.224323855733068	0.137911462915841	0.183217137421775	0.330782998322626	0.14922844837221	0.33327428242359	0.0745317219780545	0.0877339012450345	0.259604007301966	0.306832598539593	0.0925347128147684	0.106022560880061	0.170533299711714	0.165173407457574	0.148568264877829	0.199694112359709	0.189791638737329	0.225441058679683	0.148786464171148	0.165830876355792	0.106724406958686	0.113035774331304	0.176748819010887	0.146617602248062	0.0614786379534999	0.139162351335071	0.161289345591248	0.159498217993302	0.135169071329245	0.263414695997457	0.169371655265484	0.102811221913125	0.214535156976676	0.138826464558417	0.105312338297458	0.0567568372994362	0.14833667541521	0.144157802206734	0.151806013079086	0.116132410843481
SPI1	0.117541473773283	0.0398737744318487	0.0328427715050516	0.0551010238964159	0.065562943607354	0.0857061006143153	0.0642338025994496	0.00236571491668348	0.074399572154917	0.0671673121259131	0.0724638860498281	0.0912027537611285	0.0193116122787421	0.101998091689325	0.0219071607795684	0.0864387950766742	0.136200113051128	0.0948604975572039	1	0.122747624525625	0.188803956129352	0.273405176496861	0.124016138233175	0.0695546679292091	0.139786431244079	0.191056224673081	0.0944589821043453	0.0669305893910757	0.188518524991044	0.0380039271438195	0.119940076486286	0.131022572203078	0.0718589102180022	0.189657619243717	0.0719695546331768	0.15627632818465	0.108347399114647	0.0471063777838567	0.0169657033405676	0.299329331441987	0.117463910401937	0.113614604736493	0.0494404044827056	0.0891921621449265	0.0555977590201585	0.134809135933156	0.0339399941363211	0.0845911817979121	0.141747022094381	0.0375962375373952	0.039592697892162	0.116437570737981	0.0179938381010559	0.076683758999808	0.071814764202225	0.130476908438629	0.145638644481042	0.0829520786573608	0.0599926457889761	0.0513914904658504	0.119862513778257	0.119229991024459	0.0958050090832159	0.0693443278814102	0.0715238088891182	0.0758705925319906	0.106178659336218	0.0788745238649859	0.0770186188453811	0.0368998570527777
MPO	0.215849956312563	0.0426109282480292	0.0751023405698427	0.288737625704273	0.283712975387755	0.253387305053641	0.232785459729935	0.272148499162171	0.27550834991976	0.146891404624763	0.19025121991061	0.251132091146761	0.237090864060752	0.22846721270303	0.260080542460107	0.230969360923555	0.358615178881328	0.140696575717337	0.122747624525625	1	0.275473027279594	0.30432867575944	0.182857606363232	0.0544182398643204	0.0107473495151176	0.312960602819859	0.271641125608801	0.102441641967612	0.235085866291184	0.0729999868065818	0.0974857270885019	0.205057422739694	0.13299361027192	0.302016335834542	0.180372484593157	0.252520448096644	0.247229263219197	0.160508729306484	0.0358780755965501	0.334821588460907	0.102559240487518	0.139140242373139	0.0822068528978159	0.0480160949797134	0.107467018945129	0.472496456744468	0.170643408079052	0.106656241889771	0.0604033127208852	0.0842343631007631	0.233634691022951	0.41951033024562	0.102296442686754	0.148257594563137	0.148023783549825	0.206674844340922	0.175056044355001	0.146076246317949	0.103018599886876	0.215852442398775	0.228236957648472	0.0360699012401372	0.0878094470466957	0.051419215009132	0.0512548127160029	0.116272363527804	0.0828265845983609	0.241424428726135	0.0262678962831205	0.137668416028781
PLEK	0.203193406857492	0.060042409590215	0.087773968805932	0.0990917734351747	0.06651920187636	0.120199542183828	0.128543911520674	0.016475268445297	0.0353064179435382	0.069056755693322	0.101630791470164	0.0587282643465852	0.0173470860764017	0.10388739031982	0.00250294232847766	0.0669552549501339	0.314506501192799	0.207770803650911	0.188803956129352	0.275473027279594	1	0.372316134258796	0.156661656313661	0.153296946020211	0.181526900964664	0.3080663845746	0.160029978312	0.175706803695928	0.271193028660354	0.00055651987110312	0.166422916623384	0.188972227956503	0.128127852657996	0.273558641079047	0.0776722408245967	0.207383641516689	0.16043118806862	0.0735635999540289	0.0827838291322119	0.330444780837893	0.0894317041879957	0.144828788977021	0.0399734537027389	0.127157122254444	0.0552197964527959	0.261610929056295	0.144244234762208	0.117395957661145	0.124552971068933	0.101864711849215	0.0626807430193332	0.228699136308129	0.0558666373735424	0.150877021966841	0.11891516012763	0.120103703116881	0.170136941918164	0.18133653366782	0.103202806214106	0.180991028075162	0.137020919937951	0.11125013161827	0.0970923348439415	0.113209545116202	0.0764419907474314	0.0217070428792858	0.119291780979783	0.058428926284476	0.0818187225888905	0.124624587299036
FLT3	0.304142769132457	0.138032057224068	0.106593552553691	0.194181032437963	0.212941653341308	0.205244110746404	0.287887060374485	0.171810675325386	0.177724639396939	0.166286113049575	0.135268877760196	0.194963716018589	0.179598401535894	0.188075198211347	0.166739103316456	0.156725093444559	0.345270506465039	0.442901110904335	0.273405176496861	0.30432867575944	0.372316134258796	1	0.353786714941127	0.149372733562125	0.328947617983744	0.577255732457244	0.261292276791297	0.231621521389208	0.386905691066033	0.143980837892994	0.319091773502236	0.253859774559026	0.262145645197813	0.466558106656448	0.255251347249593	0.460333748842997	0.243629046779569	0.161228974440588	0.152175187998435	0.639281715516201	0.158706613812083	0.200724084203486	0.143370153164463	0.185164986356115	0.189703195941366	0.36012248809164	0.281373224842375	0.343074276065856	0.289197014760528	0.175679690705926	0.161709950002074	0.259563983128837	0.119791923378909	0.274845508368992	0.142237420252678	0.271682196857866	0.309313493287218	0.210030489007224	0.167623962352272	0.335539164892753	0.294486274961683	0.246220455330451	0.255984059915471	0.225237762665793	0.0530961057408831	0.186243864589211	0.167847057846148	0.261119381868903	0.211625760083708	0.161653205790963
