,Gene,index
144,PHB2,144
145,RPL14,145
146,DUSP1,146
147,EEF1A1,147
148,CIITA,148
149,RPL7A,149
150,OSTC,150
151,EIF3I,151
152,LAPTM5,152
153,RPL41,153
154,ASH1L,154
155,PLP2,155
156,STMN1,156
157,COX7A2,157
158,PSMA6,158
159,ZYX,159
160,POLR2K,160
161,ATP5C1,161
162,RPS3A,162
163,WHSC1L1,163
164,HDAC1,164
165,MBD2,165
166,MCM7,166
167,RPL36,167
168,AEBP2,168
169,BLVRB,169
170,GTF2A2,170
171,BCLAF1,171
172,TRAPPC2L,172
173,TFDP1,173
174,TSC22D4,174
175,JUP,175
176,ATP6V0E,176
177,ATP5E,177
178,GYG,178
179,CD200R1,179
180,TMBIM4,180
181,STAT3,181
182,PCNP,182
183,ATP5J,183
184,HBXIP,184
185,RPL12,185
186,CHI3L3,186
187,LCP1,187
188,ALDOA,188
189,BCAP31,189
190,SRSF9,190
191,ALOX5AP,191
192,AK185681,192
193,TMSB4X,193
194,SMAD2,194
195,RAD51,195
196,CTSD,196
197,MCM5,197
198,BACH1,198
199,NDUFB6,199
200,FABP5,200
201,VDAC2,201
202,RPSA,202
203,SP100,203
204,CCRL2,204
205,MALAT1,205
206,GNG5,206
207,UBTF,207
208,RPL3,208
209,RPL36AL,209
210,DENND4A,210
211,SSR3,211
212,MRPS18C,212
213,ATP5B,213
214,COX7C,214
215,SP1,215
216,SAT1,216
217,EIF5B,217
218,RPS15,218
219,TCEB1,219
220,RPL23,220
221,GABARAP,221
222,ATP6V1E1,222
223,ARL8B,223
224,POLR2D,224
225,ETFB,225
226,BIN1,226
227,LAMP2,227
228,CENPB,228
229,CD63,229
230,1100001G20RIK,230
231,SUPT5H,231
232,CAPNS1,232
233,S100A11,233
234,RPL27,234
235,YBX1,235
236,LGALS1,236
237,TCERG1,237
238,TXN1,238
239,SLAMF7,239
240,DNMT3A,240
241,1600029D21RIK,241
242,GTF2E2,242
243,CYBB,243
244,GPX4,244
245,TWF1,245
246,FOXN2,246
247,CLEC4D,247
248,PSMA3,248
249,MYL12B,249
250,PLIN2,250
251,IFITM3,251
252,H2-AA,252
253,ATP6V0D2,253
254,PSMB1,254
255,DQ539915,255
256,THRAP3,256
257,POLR2B,257
258,SBDS,258
259,MAFF,259
260,RELA,260
261,ETV3,261
262,CTCFL,262
263,UBE2L6,263
264,TRIM28,264
265,RPS16,265
266,SNRPD1,266
267,CD24A,267
268,BC028528,268
269,ATP5J2,269
270,CHCHD2,270
271,PA2G4,271
272,LASS2,272
273,RBM39,273
274,RPL8,274
275,SRRT,275
276,CD302,276
277,PSMA2,277
278,MAPK14,278
279,DAD1,279
280,CAPZA2,280
281,MT1,281
282,1810027O10RIK,282
283,NONO,283
284,H2-DMB1,284
285,CSTB,285
286,CBFB,286
287,ANXA3,287
288,LPL,288
289,LYZ1,289
290,CD83,290
291,SIN3B,291
292,SNRPB,292
293,CD52,293
294,TLR2,294
295,NDUFB8,295
296,CAPG,296
297,TMEM14C,297
298,SSB,298
299,GM10653,299
300,RPL34,300
301,TNFAIP3,301
302,CLEC7A,302
303,EIF3E,303
304,CD53,304
305,RPS27L,305
306,CTSC,306
307,PSMA4,307
308,UQCRB,308
309,EIF5A,309
310,MATR3,310
311,FOS,311
312,SMARCE1,312
313,PSMB3,313
314,MYL6,314
315,FAM195B,315
316,CTSL,316
317,SUMO2,317
318,FABP4,318
319,MED1,319
320,PRDX5,320
321,RAB32,321
322,TCF12,322
323,PREB,323
324,CD48,324
325,ACTB,325
326,CTBP1,326
327,SRP14,327
328,HMGB2,328
329,CST3,329
330,SMARCA5,330
331,GTF2B,331
332,DOT1L,332
333,SUB1,333
334,COX5B,334
335,NDUFA7,335
336,NDUFA12,336
337,S100A1,337
338,PGAM1,338
339,CLAST2,339
340,PPP1CA,340
341,RPL39,341
342,SDHD,342
343,SH3BGRL3,343
344,M6PR,344
345,HSBP1,345
346,TUBA1A,346
347,MYST2,347
348,EDF1,348
349,AHR,349
350,NAA20,350
351,PLEK,351
352,MTA2,352
353,POLR2E,353
354,AGAP3,354
355,SRGN,355
356,COPS2,356
357,ARF4,357
358,ITM2B,358
359,APRT,359
360,ARL6IP5,360
361,SMARCC2,361
362,CD14,362
363,SELK,363
364,RNF4,364
365,TNFSF9,365
366,GRN,366
367,RPS25,367
368,PTP4A2,368
369,CD200R4,369
370,TPM4,370
371,TREX1,371
372,EGR2,372
373,AP2M1,373
374,ILF3,374
375,CYBA,375
376,KLF10,376
377,IL1RN,377
378,LDB1,378
379,ATP5O,379
380,RAP1B,380
381,ACTR2,381
382,PLAUR,382
383,POLR2H,383
384,NFKBIB,384
385,2310016C08RIK,385
386,MDM2,386
387,SH3BGRL,387
388,MGST1,388
389,SND1,389
390,CD36,390
391,CNOT2,391
392,POLR1D,392
393,RLIM,393
394,EGR1,394
395,SSRP1,395
396,RPS26,396
397,CXXC1,397
398,KDM2B,398
399,BCL2A1A,399
400,BTG2,400
401,USMG5,401
402,PKM2,402
403,ANXA1,403
404,COX4I1,404
405,APEX1,405
406,BANF1,406
407,CCL9,407
408,NFX1,408
409,ANXA2,409
410,KPNA2,410
411,RPL5,411
412,B2M,412
413,6720456B07RIK,413
414,NAP1L4,414
415,RDBP,415
416,RPS18,416
417,ATP6V1G1,417
418,LILRB4,418
419,ZEB2,419
420,NDUFB7,420
421,MITF,421
422,NDUFS5,422
423,IL1A,423
424,PRDX2,424
425,MRPL42,425
426,NDUFA4,426
427,PGK1,427
428,EMP3,428
429,BHLHE40,429
430,MED15,430
431,POLR3K,431
432,ARPC2,432
433,DPEP2,433
434,ARID1A,434
435,RASSF4,435
436,KLF4,436
437,PSME2,437
438,CXCL16,438
439,LY86,439
440,DDX5,440
441,AES,441
442,SOD1,442
443,DDB1,443
444,ZFX,444
445,IRF5,445
446,CIC,446
447,FXR1,447
448,EAR2,448
449,BAZ1A,449
450,EZH2,450
451,HMGN2,451
452,RPL30,452
453,BATF3,453
454,RBBP7,454
455,SLC25A3,455
456,HSP90B1,456
457,GLIPR1,457
458,H2-D1,458
459,TALDO1,459
460,SRSF2,460
461,ATF2,461
462,NFKBIZ,462
463,ERH,463
464,RPL23A,464
465,GLRX,465
466,PSMB5,466
467,HBP1,467
468,ELF1,468
469,FAU,469
470,CNOT6,470
471,HTATIP2,471
472,MED21,472
473,POMP,473
474,RPL11,474
475,TYROBP,475
476,LSP1,476
477,RBPJ,477
478,YWHAZ,478
479,MAPK1,479
480,CCL17,480
481,CLEC4B1,481
482,SIRT2,482
483,ELF2,483
484,FOSB,484
485,RPL32,485
486,HMGB1,486
487,PBRM1,487
488,PCBD2,488
489,ENO1,489
490,GTF2A1,490
491,DSTN,491
492,TCOF1,492
493,TIAL1,493
494,PTMA,494
495,BOLA2,495
496,RPL38,496
497,EEF1G,497
498,GNB2L1,498
499,ZMYND11,499
500,YEATS4,500
501,USF2,501
502,UBC,502
503,COX8A,503
504,RPS9,504
505,DNAJC2,505
506,POLR2J,506
507,MRPL20,507
508,MDH2,508
509,PSMB2,509
510,SERTAD2,510
511,HHEX,511
512,FOXJ3,512
513,ATP5H,513
514,RNF149,514
515,IL1B,515
516,EWSR1,516
517,P2RY14,517
518,SSR4,518
519,KDM5A,519
520,VDAC3,520
521,DNAJC15,521
522,TUBA1B,522
523,NR4A1,523
524,RPS12,524
525,TAF6,525
526,RPL35A,526
527,CCDC72,527
528,UBP1,528
529,RPS3,529
530,CRIPT,530
531,FOSL2,531
532,SEC61B,532
533,COX6C,533
534,FUBP3,534
535,ID3,535
536,YWHAE,536
537,EHMT2,537
538,TOB1,538
539,ATF3,539
540,COX6B1,540
541,PCNA,541
542,SHFM1,542
543,SDC4,543
544,RPS27A,544
545,HMG20B,545
546,MEF2A,546
547,ESD,547
548,CHD7,548
549,CTSH,549
550,LAMP1,550
551,CHMP2A,551
552,SMARCB1,552
553,RUVBL2,553
554,NDUFB9,554
555,ATF4,555
556,KHDRBS1,556
557,MS4A6D,557
558,NCOA4,558
559,COMMD3,559
560,SEPT2,560
561,ATPIF1,561
562,RPL19,562
563,RPL36A,563
564,SRRM1,564
565,BRP44L,565
566,COPE1,566
567,LYZ2,567
568,GATAD2A,568
569,RGS1,569
570,TRPS1,570
571,RPS27,571
572,VAMP8,572
573,SUPT4H1,573
574,PSMB8,574
575,RPL10,575
576,RFC1,576
577,CDC5L,577
578,ING1,578
579,SIRT7,579
580,ILK,580
581,NDUFS6,581
582,TOP2B,582
583,TM7SF4,583
584,CRIP1,584
585,RBM3,585
586,SMAD4,586
587,SUMO1,587
588,LGALS3,588
589,CD9,589
590,SEC11A,590
591,NDUFB11,591
592,SUZ12,592
593,SDCBP,593
594,NME2,594
595,COX7A2L,595
596,ZFP36,596
597,TCEB2,597
598,RPS20,598
599,HINT1,599
600,ZFP148,600
601,RPS10,601
602,UQCR10,602
603,GPX1,603
604,GPNMB,604
605,FCGR3,605
606,H3F3B,606
607,RPL9,607
608,ATP6V0B,608
609,FAM96A,609
610,POLR2F,610
611,NDUFC1,611
612,CSDE1,612
613,UBE2K,613
614,CDKN1A,614
615,RPS29,615
616,ATP5G3,616
617,NDUFV3,617
618,MRFAP1,618
619,TMEM49,619
620,NFKBIA,620
621,GM15450,621
622,1500032L24RIK,622
623,SRSF5,623
624,LASS5,624
625,3110003A17RIK,625
626,TAGLN2,626
627,AF251705,627
628,ZFML,628
629,UQCR11,629
630,HMGA1,630
631,NDUFA6,631
632,H2AFV,632
633,TNIP3,633
634,MRPL33,634
635,IFITM2,635
636,IRF4,636
637,1810006K21RIK,637
638,RPL10A,638
639,MYD88,639
640,SLC25A5,640
641,PSME1,641
642,CYB5,642
643,CXCL2,643
644,TAF12,644
645,ATP5L,645
646,SUPT6H,646
647,DEK,647
648,CHMP5,648
649,EIF3K,649
650,UQCRQ,650
651,KRTCAP2,651
652,HNRNPK,652
653,PPIA,653
654,LGALS9,654
655,PARP1,655
656,SDHB,656
657,TBPL1,657
658,ARID1B,658
659,RPL7,659
660,BUB3,660
661,RPL24,661
662,ANXA5,662
663,DAZAP2,663
664,RPS11,664
665,JUNB,665
666,SEPW1,666
667,TSPO,667
668,ZNRD1,668
669,IL1R2,669
670,CTSS,670
671,PRDX1,671
672,PLA2G7,672
673,SEP15,673
674,CEBPA,674
675,ANXA4,675
676,H2-K1,676
677,GDI2,677
678,CALM2,678
679,POLR2C,679
680,KDM6B,680
681,NEDD8,681
682,CHD1,682
683,ATP6AP2,683
684,TMEM50A,684
685,IRF1,685
686,TARDBP,686
687,NCOA3,687
688,EAR11,688
689,TAF7,689
690,CANX,690
691,NFIL3,691
692,HSP90AB1,692
693,SPP1,693
694,CCL3,694
695,KLF13,695
696,RPL17,696
697,MCM4,697
698,RUNX1,698
699,JMJD1C,699
700,UPF1,700
701,HAX1,701
702,CKS1B,702
703,RPL26,703
704,CTCF,704
705,NDUFA1,705
706,UBA52,706
707,GM11428,707
708,ARPC5,708
709,RPL37A,709
710,CD81,710
711,NFAT5,711
712,TPM3,712
713,CNOT6L,713
714,DAB2,714
715,ELL2,715
716,DYNC1LI1,716
717,ETS2,717
718,LIPA,718
719,RPL4,719
720,TPT1,720
721,PSMA7,721
722,HN1,722
723,TLR4,723
724,POLR2I,724
725,HSPA8,725
726,CCL6,726
727,TOX4,727
728,TPT1P,728
729,CLEC4E,729
730,IVNS1ABP,730
731,CFL1,731
732,PSMB6,732
733,ZBTB7A,733
734,DYNLRB1,734
735,ZFHX3,735
736,TUBB5,736
737,HIST1H1C,737
738,MMP12,738
739,ZFP36L1,739
740,RPLP1,740
741,AKT1,741
742,LY6E,742
743,ATP6V1F,743
744,ASS1,744
745,NCOR1,745
746,POLDIP3,746
747,RPS7,747
748,LITAF,748
749,IFI27L2A,749
750,MAPK3,750
751,MARCKS,751
752,WBP11,752
753,SF1,753
754,ID2,754
755,SLFN2,755
756,FXYD5,756
757,DPF2,757
758,FCF1,758
759,MRPS21,759
760,SNRPG,760
761,ZFP410,761
762,PLD3,762
763,TIMM23,763
764,DNMT1,764
765,BCL2A1D,765
766,RPL35,766
767,SLIRP,767
768,POLR2A,768
769,PDPN,769
770,S100A4,770
771,BTG1,771
772,CCRN4L,772
773,ATOX1,773
774,CTSZ,774
775,CCL4,775
776,SLAMF9,776
777,FCER1G,777
778,VPS28,778
779,RPS28,779
780,CFP,780
781,FIS1,781
782,FCGR2B,782
783,SKI,783
784,TCF7L2,784
785,RPLP0,785
786,PFN1,786
787,HMG20A,787
788,MAP1LC3B,788
789,FTH1,789
790,H1F0,790
791,CREBBP,791
792,VDR,792
793,PRELID1,793
794,HCLS1,794
795,TNFAIP2,795
796,SEC11C,796
797,AKR1A4,797
798,ABCG1,798
799,CXCL1,799
800,CBX3,800
801,SNAPC5,801
802,SQSTM1,802
803,ZFP91,803
804,NDUFB10,804
805,RPL18A,805
806,NAPSA,806
807,TNF,807
808,CD74,808
809,SFPI1,809
810,ARHGDIB,810
811,ITGB2,811
812,ATP5G2,812
813,CD68,813
814,PFDN5,814
815,MYEOV2,815
816,PAPOLA,816
817,RPS17,817
818,REL,818
819,PSMA1,819
820,UBB,820
