	BMI1	CBFB	CBX7	EBF1	ELF4	ESR1	ETS1	FOS	FOXO1	GATA2	GFI1	GFI1B	HCFC1	HDAC2	IKZF1	IRF1	IRF8	JUN	MEF2C	MEIS1	MYC	NFAT5	NOTCH1	NR4A1	RAD51	SATB1	SPI1	STAT3	WDR5
GFI1B	0.166344429217887	0.203025009726446	0.11720435460905	0.249276404006839	0.153454313867494	0.237106282266578	0.142764343526169	0.242979754538248	0.159043318993085	0.0190647862691356	0.174561622645804	1	0.341679864791506	0.295031534602731	0.30991271368576	0.306368732791638	0.150847272722533	0.291361108446502	0.352113137953412	0.492015559341064	0.30074097606442	0.158773404795307	0.206959323511912	0.11196002376702	0.446064984515669	0.281954772260458	0.41261873204041	0.241963777317786	0.25368554261679
HCFC1	0.145948411500201	0.0858412886810599	0.110346610889278	0.181507774671266	0.0939275221884275	0.129340047234953	0.132635715378199	0.197813974832557	0.162195378765291	0.161632108118658	0.085752750560784	0.341679864791506	1	0.251781429490431	0.290691482021528	0.192920860434958	0.0743503889439115	0.242322890953727	0.236547882503895	0.379475098305685	0.190033574037726	0.163782153589693	0.18327068692073	0.109556136790886	0.422507636611023	0.158457844190614	0.320909089449188	0.233348036021446	0.249617071149464
HDAC2	0.0825603508527493	0.0738131921031792	0.0547449295622175	0.190198613012195	0.0407804744372422	0.0798435991902769	0.0580455192931279	0.181967515200679	0.125689348382234	0.151894802364478	0.0993589852768782	0.295031534602731	0.251781429490431	1	0.26393462519883	0.178335338432241	0.0630682917065821	0.223886407400036	0.163970303842583	0.301794196134906	0.244247256501169	0.105484865234091	0.0620826601765462	0.0461533891433481	0.347507747559116	0.128006149216579	0.149555368545628	0.142940837010339	0.231719030623488
IKZF1	0.130805577861592	0.0878677092004706	0.0773776261277485	0.139966979742777	0.067622597588643	0.103994427944875	0.0709846240691379	0.139024002575446	0.0812567102858385	0.159422168829535	0.073872361474867	0.30991271368576	0.290691482021528	0.26393462519883	1	0.166977608766285	0.077677762622532	0.247551518827184	0.193165819956331	0.41278776990855	0.193385764314416	0.106667620610963	0.131884711265675	0.0385738892441008	0.340543384181588	0.0885790142357207	0.25104872392593	0.156682011214484	0.193556277912075
IRF1	0.0282943807216167	0.116446478564528	0.187811667113311	0.145004819657679	0.0755370699309321	0.188880325548527	0.1587084154043	0.175399723303349	0.0717704105875816	0.031746592106612	0.167756314628983	0.306368732791638	0.192920860434958	0.178335338432241	0.166977608766285	1	0.165047201379799	0.215473325590473	0.237747001421404	0.295886177794899	0.149601851674941	0.154843019887992	0.281978071686421	0.119530709644732	0.220194742398892	0.269982538769611	0.31607485421793	0.206835271079997	0.154286620071107
IRF8	0.0273341830475432	0.0908574736065496	0.0341992127741233	0.200409862875906	0.074493402096292	0.143539771577556	0.144723608290282	0.178645700813698	0.0986689266128285	0.017863862823986	0.0594850655159889	0.150847272722533	0.0743503889439115	0.0630682917065821	0.077677762622532	0.165047201379799	1	0.13387030975943	0.152069265246884	0.12236636564814	0.043678679181146	0.011418023038411	0.13827130807544	0.0796540418727485	0.100478971247431	0.249712626995778	0.205710550533249	0.115762884928822	0.0458623290451773
JUN	0.0759690892804119	0.124236369204398	0.116062811060088	0.133915766084565	0.0803418207195623	0.165729611737041	0.141782798336822	0.654741893540422	0.150369164363995	0.182701944091409	0.134515190207857	0.291361108446502	0.242322890953727	0.223886407400036	0.247551518827184	0.215473325590473	0.13387030975943	1	0.306209078444143	0.401693995944241	0.187815456539939	0.0966758416873421	0.225170898685284	0.124305014825794	0.340377455740337	0.156497296428305	0.287835209931445	0.199161104864928	0.21319431337659
MEF2C	0.125058119522052	0.240668184924576	0.0473225130529749	0.143593748529309	0.143878794492221	0.157470471900726	0.080063692472053	0.234906797770595	0.0866480596322279	0.151264450829042	0.104572064143677	0.352113137953412	0.236547882503895	0.163970303842583	0.193165819956331	0.237747001421404	0.152069265246884	0.306209078444143	1	0.468360675045964	0.133670721868621	0.141807131318797	0.198127294205169	0.0714184749797792	0.3279938674423	0.217250073227644	0.334400091433359	0.233056077329252	0.214530774711677
MEIS1	0.137307397864034	0.230975638012813	0.146344778950217	0.177275274445649	0.168489146853698	0.249098963046218	0.149464463112886	0.273067289164827	0.129828179994375	0.21692527748477	0.159462337269025	0.492015559341064	0.379475098305685	0.301794196134906	0.41278776990855	0.295886177794899	0.12236636564814	0.401693995944241	0.468360675045964	1	0.252033876421617	0.214843557299099	0.235621579496473	0.138035318110877	0.466163229129568	0.228712523751569	0.485804912221212	0.347749630747647	0.311343567856742
MYC	0.0582560250321043	0.0299510688493941	0.118668476657609	0.267602054120905	0.0339202375291499	0.0453935574449242	0.181511839064874	0.110692996438809	0.172039943248201	0.0386585212066592	0.139027547567088	0.30074097606442	0.190033574037726	0.244247256501169	0.193385764314416	0.149601851674941	0.043678679181146	0.187815456539939	0.133670721868621	0.252033876421617	1	0.118590307231294	0.157903758610554	0.112655168364135	0.250742688839126	0.0495959299465395	0.134371880458947	0.131402683409012	0.238314341399205
NFAT5	0.0450518269332085	0.0109752104994626	0.0993332738530387	0.085907686186386	0.0409727990932029	0.11662144997163	0.0788053714831246	0.0669729958894456	0.054924959571424	0.0554755712299723	0.0742968047512821	0.158773404795307	0.163782153589693	0.105484865234091	0.106667620610963	0.154843019887992	0.011418023038411	0.0966758416873421	0.141807131318797	0.214843557299099	0.118590307231294	1	0.0611429672835589	0.0631870827217288	0.181252545786925	0.0545202744775127	0.135120115693879	0.177665650378466	0.125281853640572
NOTCH1	0.0336830082962521	0.0392140381962791	0.113337271937512	0.105796795451181	0.0576823483147014	0.152163894700337	0.154331569625368	0.165125584056673	0.0696670115200413	0.0516300422620645	0.194635592018794	0.206959323511912	0.18327068692073	0.0620826601765462	0.131884711265675	0.281978071686421	0.13827130807544	0.225170898685284	0.198127294205169	0.235621579496473	0.157903758610554	0.0611429672835589	1	0.183856283906847	0.204192581648034	0.150132655386455	0.241856593275877	0.172121124673409	0.117726577290801
NR4A1	0.0411285613278431	0.0111611658610236	0.0966188085709419	0.103163577719249	0.04320420595271	0.00195249923091171	0.143398545504871	0.107946057616143	0.0684101760008972	0.0190864598419085	0.0516587326331422	0.11196002376702	0.109556136790886	0.0461533891433481	0.0385738892441008	0.119530709644732	0.0796540418727485	0.124305014825794	0.0714184749797792	0.138035318110877	0.112655168364135	0.0631870827217288	0.183856283906847	1	0.136694723230674	0.0131247542919028	0.126418053541767	0.0471604799731014	0.0925733668101747
RAD51	0.223976373929113	0.126915493673323	0.098962179438949	0.239531904874272	0.154549821507374	0.174210352612981	0.119796914412299	0.278474415296488	0.126055430844151	0.240341520618785	0.111354310792203	0.446064984515669	0.422507636611023	0.347507747559116	0.340543384181588	0.220194742398892	0.100478971247431	0.340377455740337	0.3279938674423	0.466163229129568	0.250742688839126	0.181252545786925	0.204192581648034	0.136694723230674	1	0.192674130534097	0.381488802055335	0.294848230883321	0.360072950632794
SATB1	0.0149660036267979	0.150925938264548	0.0642072729965358	0.112766450526788	0.108211219631589	0.218094514039823	0.156906955263842	0.194410258958153	0.0743219951435878	0.0506809767442433	0.159257234131487	0.281954772260458	0.158457844190614	0.128006149216579	0.0885790142357207	0.269982538769611	0.249712626995778	0.156497296428305	0.217250073227644	0.228712523751569	0.0495959299465395	0.0545202744775127	0.150132655386455	0.0131247542919028	0.192674130534097	1	0.322376327556522	0.214121549197283	0.127903175966931
SPI1	0.103980174340281	0.20558476359238	0.103823926246081	0.15427644177075	0.177148006501513	0.250984064827633	0.13043476372919	0.202838216355883	0.101280448324457	0.110013487625089	0.147606902481833	0.41261873204041	0.320909089449188	0.149555368545628	0.25104872392593	0.31607485421793	0.205710550533249	0.287835209931445	0.334400091433359	0.485804912221212	0.134371880458947	0.135120115693879	0.241856593275877	0.126418053541767	0.381488802055335	0.322376327556522	1	0.303894969672859	0.191511800268768
STAT3	0.0729865912345537	0.124378989761044	0.0664439817297102	0.0471364456298133	0.0989722780438431	0.171002390203578	0.0731042137575361	0.142993669877634	0.127881775654859	0.083992156640118	0.110806496191057	0.241963777317786	0.233348036021446	0.142940837010339	0.156682011214484	0.206835271079997	0.115762884928822	0.199161104864928	0.233056077329252	0.347749630747647	0.131402683409012	0.177665650378466	0.172121124673409	0.0471604799731014	0.294848230883321	0.214121549197283	0.303894969672859	1	0.143712889486244
WDR5	0.132620809852792	0.0641469239632791	0.0327144784764869	0.189039681467855	0.0930475031014633	0.0672613561838668	0.0704489162660473	0.177184295587667	0.103680348366203	0.13259321111178	0.118240682115675	0.25368554261679	0.249617071149464	0.231719030623488	0.193556277912075	0.154286620071107	0.0458623290451773	0.21319431337659	0.214530774711677	0.311343567856742	0.238314341399205	0.125281853640572	0.117726577290801	0.0925733668101747	0.360072950632794	0.127903175966931	0.191511800268768	0.143712889486244	1
